Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9903;25;27
Rust(Stadt);102;2021;1224;5;0
Eisenstadt-Umgebung;103;44488;28095;75;70
Güssing;104;25809;15805;101;39
Jennersdorf;105;17216;9718;44;32
Mattersburg;106;40731;25576;87;59
Neusiedl am See;107;61358;39604;85;135
Oberpullendorf;108;37556;23394;68;67
Oberwart;109;54682;32803;144;91
Klagenfurt Stadt;201;103297;57124;299;112
Villach Stadt;202;64125;34719;174;57
Hermagor;203;18069;10418;64;20
Klagenfurt Land;204;61114;34743;127;39
Sankt Veit an der Glan;205;53953;31985;167;34
Spittal an der Drau;206;75725;43367;275;81
Villach Land;207;65635;37583;205;57
Völkermarkt;208;41947;25663;121;36
Wolfsberg;209;52352;29560;200;43
Feldkirchen;210;29949;16905;83;17
Krems an der Donau(Stadt);301;24930;14881;74;45
Sankt Pölten(Stadt);302;56697;35828;146;95
Waidhofen an der Ybbs(Stadt);303;11187;7762;41;15
Wiener Neustadt(Stadt);304;47407;29657;212;66
Amstetten;305;117442;85610;309;186
Baden;306;148765;93695;353;318
Bruck an der Leitha;307;107297;68359;219;214
Gänserndorf;308;107504;65830;209;198
Gmünd;309;36152;21708;157;55
Hollabrunn;310;51879;30887;109;94
Horn;311;30875;18226;60;36
Korneuburg;312;92442;58271;145;223
Krems(Land);313;56840;36797;106;86
Lilienfeld;314;25491;16954;110;16
Melk;315;78779;56681;350;110
Mistelbach;316;76641;46565;107;136
Mödling;317;120412;74854;295;264
Neunkirchen;318;87048;54830;250;162
Sankt Pölten(Land);319;133497;89370;336;231
Scheibbs;320;41711;30277;96;39
Tulln;321;107723;67114;213;246
Waidhofen an der Thaya;322;25644;16063;78;30
Wiener Neustadt(Land);323;80020;51659;216;133
Zwettl;325;41757;28626;84;46
Linz(Stadt);401;208445;120222;461;260
Steyr(Stadt);402;37915;22069;75;32
Wels(Stadt);403;63542;38341;163;90
Braunau am Inn;404;108388;74129;266;149
Eferding;405;33715;22195;79;38
Freistadt;406;67638;46582;192;80
Gmunden;407;102765;67761;251;163
Grieskirchen;408;65929;45728;152;94
Kirchdorf an der Krems;409;57882;37684;160;67
Linz-Land;410;154320;96200;290;155
Perg;411;69905;48214;152;57
Ried im Innkreis;412;62535;42887;170;70
Rohrbach;413;57034;38970;164;56
Schärding;414;57750;38540;155;64
Steyr-Land;415;61494;41284;154;65
Urfahr-Umgebung;416;87466;59585;160;113
Vöcklabruck;417;139989;95853;336;179
Wels-Land;418;75514;51569;120;88
Salzburg(Stadt);501;155743;99086;320;220
Hallein;502;61262;44577;143;79
Salzburg-Umgebung;503;155982;113312;314;186
Sankt Johann im Pongau;504;81962;55912;184;93
Tamsweg;505;20327;13606;68;23
Zell am See;506;89017;54920;194;131
Graz(Stadt);601;293929;165136;575;507
Deutschlandsberg;603;61092;35335;180;83
Graz-Umgebung;606;161131;95165;426;219
Leibnitz;610;86399;51148;191;139
Leoben;611;59341;30399;193;47
Liezen;612;79739;45006;226;120
Murau;614;27343;14813;59;10
Voitsberg;616;51165;27528;189;84
Weiz;617;91844;55163;259;92
Murtal;620;71398;38060;293;59
Bruck-Mürzzuschlag;621;98394;49844;357;106
Hartberg-Fürstenfeld;622;91091;53333;300;104
Südoststeiermark;623;84024;48529;295;90
Innsbruck-Stadt;701;130599;82422;254;178
Imst;702;61843;41695;95;84
Innsbruck-Land;703;183827;120242;282;238
Kitzbühel;704;65482;40449;98;68
Kufstein;705;112301;73372;245;92
Landeck;706;44681;31258;91;57
Lienz;707;48854;33076;146;48
Reutte;708;33427;21081;29;34
Schwaz;709;85478;52343;216;65
Bludenz;801;64943;42352;95;49
Bregenz;802;136369;83912;238;107
Dornbirn;803;91344;57855;170;60
Feldkirch;804;110547;71089;177;70
Wien;900;1951354;1306373;4550;4161
