Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9766;25;75
Rust(Stadt);102;2021;1215;5;11
Eisenstadt-Umgebung;103;44488;27797;74;216
Güssing;104;25809;15631;101;105
Jennersdorf;105;17216;9627;44;40
Mattersburg;106;40731;25289;86;207
Neusiedl am See;107;61358;39099;85;298
Oberpullendorf;108;37556;23078;68;184
Oberwart;109;54682;32459;144;232
Klagenfurt Stadt;201;103297;56780;299;223
Villach Stadt;202;64125;34513;174;111
Hermagor;203;18069;10360;63;21
Klagenfurt Land;204;61114;34578;127;113
Sankt Veit an der Glan;205;53953;31864;167;66
Spittal an der Drau;206;75725;43126;275;103
Villach Land;207;65635;37381;205;102
Völkermarkt;208;41947;25554;121;65
Wolfsberg;209;52352;29407;200;84
Feldkirchen;210;29949;16847;83;26
Krems an der Donau(Stadt);301;24930;14730;74;81
Sankt Pölten(Stadt);302;56697;35470;146;269
Waidhofen an der Ybbs(Stadt);303;11187;7723;41;15
Wiener Neustadt(Stadt);304;47407;29363;212;145
Amstetten;305;117442;85045;309;303
Baden;306;148765;92492;343;703
Bruck an der Leitha;307;107297;67506;218;506
Gänserndorf;308;107504;65004;201;500
Gmünd;309;36152;21542;157;53
Hollabrunn;310;51879;30501;105;242
Horn;311;30875;18088;60;74
Korneuburg;312;92442;57538;145;421
Krems(Land);313;56840;36428;105;154
Lilienfeld;314;25491;16882;110;48
Melk;315;78779;56284;346;233
Mistelbach;316;76641;46082;107;284
Mödling;317;120412;73819;293;625
Neunkirchen;318;87048;54264;250;312
Sankt Pölten(Land);319;133497;88487;336;560
Scheibbs;320;41711;30107;95;120
Tulln;321;107723;66215;213;607
Waidhofen an der Thaya;322;25644;15942;77;57
Wiener Neustadt(Land);323;80020;51155;211;340
Zwettl;325;41757;28420;84;117
Linz(Stadt);401;208445;119338;460;482
Steyr(Stadt);402;37915;21946;74;66
Wels(Stadt);403;63542;38074;161;128
Braunau am Inn;404;108388;73784;266;152
Eferding;405;33715;22048;79;64
Freistadt;406;67638;46298;191;163
Gmunden;407;102765;67261;250;273
Grieskirchen;408;65929;45397;150;148
Kirchdorf an der Krems;409;57882;37446;160;121
Linz-Land;410;154320;95611;289;341
Perg;411;69905;47984;152;100
Ried im Innkreis;412;62535;42680;170;109
Rohrbach;413;57034;38789;164;89
Schärding;414;57750;38347;155;71
Steyr-Land;415;61494;41041;154;103
Urfahr-Umgebung;416;87466;59261;159;202
Vöcklabruck;417;139989;95342;336;265
Wels-Land;418;75514;51242;120;163
Salzburg(Stadt);501;155743;98299;315;368
Hallein;502;61262;44375;144;102
Salzburg-Umgebung;503;155982;112705;312;330
Sankt Johann im Pongau;504;81962;55633;184;103
Tamsweg;505;20327;13538;68;38
Zell am See;506;89017;54588;194;119
Graz(Stadt);601;293929;163517;568;853
Deutschlandsberg;603;61092;35114;180;131
Graz-Umgebung;606;161131;94414;425;423
Leibnitz;610;86399;50721;191;195
Leoben;611;59341;30201;192;100
Liezen;612;79739;44731;226;143
Murau;614;27343;14780;59;19
Voitsberg;616;51165;27318;189;77
Weiz;617;91844;54919;257;158
Murtal;620;71398;37867;293;148
Bruck-Mürzzuschlag;621;98394;49528;357;173
Hartberg-Fürstenfeld;622;91091;52940;299;277
Südoststeiermark;623;84024;48228;294;151
Innsbruck-Stadt;701;130599;81805;250;313
Imst;702;61843;41476;94;96
Innsbruck-Land;703;183827;119434;278;403
Kitzbühel;704;65482;40242;97;87
Kufstein;705;112301;73067;244;137
Landeck;706;44681;31074;90;83
Lienz;707;48854;32966;146;54
Reutte;708;33427;20969;29;29
Schwaz;709;85478;52090;216;94
Bludenz;801;64943;42190;95;124
Bregenz;802;136369;83580;238;238
Dornbirn;803;91344;57639;169;172
Feldkirch;804;110547;70790;176;226
Wien;900;1951354;1290389;4476;10036
