Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8113;24;97
Rust(Stadt);102;2021;990;4;7
Eisenstadt-Umgebung;103;44488;23265;72;243
Güssing;104;25809;13281;100;78
Jennersdorf;105;17216;8401;42;70
Mattersburg;106;40731;20866;83;252
Neusiedl am See;107;61358;32276;86;382
Oberpullendorf;108;37556;19216;63;176
Oberwart;109;54682;27157;146;209
Klagenfurt Stadt;201;103297;46955;280;496
Villach Stadt;202;64125;29093;172;409
Hermagor;203;18069;9039;62;53
Klagenfurt Land;204;61114;29197;127;253
Sankt Veit an der Glan;205;53953;26466;166;191
Spittal an der Drau;206;75725;37739;267;277
Villach Land;207;65635;31830;196;317
Völkermarkt;208;41947;21966;121;156
Wolfsberg;209;52352;25729;182;163
Feldkirchen;210;29949;14627;83;113
Krems an der Donau(Stadt);301;24930;12349;73;141
Sankt Pölten(Stadt);302;56697;29492;142;262
Waidhofen an der Ybbs(Stadt);303;11187;6668;40;23
Wiener Neustadt(Stadt);304;47407;25115;186;227
Amstetten;305;117442;73907;308;521
Baden;306;148765;78128;329;750
Bruck an der Leitha;307;107297;56099;216;682
Gänserndorf;308;107504;53617;177;555
Gmünd;309;36152;18607;152;111
Hollabrunn;310;51879;25111;95;249
Horn;311;30875;15331;60;94
Korneuburg;312;92442;46363;142;588
Krems(Land);313;56840;30912;100;200
Lilienfeld;314;25491;14649;113;95
Melk;315;78779;47669;299;350
Mistelbach;316;76641;37881;101;353
Mödling;317;120412;60489;271;654
Neunkirchen;318;87048;45980;248;417
Sankt Pölten(Land);319;133497;72824;311;671
Scheibbs;320;41711;26268;95;182
Tulln;321;107723;53870;207;646
Waidhofen an der Thaya;322;25644;13409;72;82
Wiener Neustadt(Land);323;80020;43516;199;410
Zwettl;325;41757;24703;84;123
Linz(Stadt);401;208445;101659;440;699
Steyr(Stadt);402;37915;18616;69;99
Wels(Stadt);403;63542;33270;156;211
Braunau am Inn;404;108388;64996;255;311
Eferding;405;33715;18740;73;108
Freistadt;406;67638;39934;185;202
Gmunden;407;102765;57966;235;298
Grieskirchen;408;65929;38968;146;184
Kirchdorf an der Krems;409;57882;32058;148;204
Linz-Land;410;154320;81686;281;505
Perg;411;69905;41361;152;199
Ried im Innkreis;412;62535;37259;167;189
Rohrbach;413;57034;33760;158;145
Schärding;414;57750;33220;155;151
Steyr-Land;415;61494;34858;147;213
Urfahr-Umgebung;416;87466;50037;155;283
Vöcklabruck;417;139989;82839;333;522
Wels-Land;418;75514;44040;116;264
Salzburg(Stadt);501;155743;85493;298;603
Hallein;502;61262;39152;143;227
Salzburg-Umgebung;503;155982;98494;301;543
Sankt Johann im Pongau;504;81962;50199;188;257
Tamsweg;505;20327;11950;67;83
Zell am See;506;89017;48727;188;260
Graz(Stadt);601;293929;138689;542;1317
Deutschlandsberg;603;61092;30646;178;195
Graz-Umgebung;606;161131;80024;418;579
Leibnitz;610;86399;43438;185;324
Leoben;611;59341;25859;186;204
Liezen;612;79739;39346;219;197
Murau;614;27343;12815;60;95
Voitsberg;616;51165;23887;180;113
Weiz;617;91844;48336;254;340
Murtal;620;71398;33226;273;148
Bruck-Mürzzuschlag;621;98394;43089;355;255
Hartberg-Fürstenfeld;622;91091;46070;306;285
Südoststeiermark;623;84024;42160;291;234
Innsbruck-Stadt;701;130599;70024;229;588
Imst;702;61843;36594;87;213
Innsbruck-Land;703;183827;102507;267;738
Kitzbühel;704;65482;35275;98;260
Kufstein;705;112301;64235;238;389
Landeck;706;44681;27698;86;167
Lienz;707;48854;28556;138;169
Reutte;708;33427;18385;28;122
Schwaz;709;85478;46189;211;259
Bludenz;801;64943;37740;94;114
Bregenz;802;136369;74959;229;258
Dornbirn;803;91344;51329;164;184
Feldkirch;804;110547;62643;172;271
Wien;900;1951354;1085355;4158;12917
