Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10670;25;16
Rust(Stadt);102;2021;1323;5;2
Eisenstadt-Umgebung;103;44488;30142;77;37
Güssing;104;25809;16907;101;9
Jennersdorf;105;17216;10078;44;3
Mattersburg;106;40731;26941;88;31
Neusiedl am See;107;61358;42657;85;56
Oberpullendorf;108;37556;25122;68;23
Oberwart;109;54682;34701;145;33
Klagenfurt Stadt;201;103297;59411;303;33
Villach Stadt;202;64125;35755;174;44
Hermagor;203;18069;10708;66;6
Klagenfurt Land;204;61114;36011;127;16
Sankt Veit an der Glan;205;53953;33064;167;16
Spittal an der Drau;206;75725;44611;275;28
Villach Land;207;65635;38611;204;22
Völkermarkt;208;41947;26638;121;16
Wolfsberg;209;52352;30362;203;7
Feldkirchen;210;29949;17374;83;11
Krems an der Donau(Stadt);301;24930;15865;75;9
Sankt Pölten(Stadt);302;56697;37934;146;41
Waidhofen an der Ybbs(Stadt);303;11187;8131;59;6
Wiener Neustadt(Stadt);304;47407;31108;223;29
Amstetten;305;117442;90107;309;52
Baden;306;148765;99744;364;162
Bruck an der Leitha;307;107297;74021;220;117
Gänserndorf;308;107504;70860;248;117
Gmünd;309;36152;23147;158;30
Hollabrunn;310;51879;32865;116;31
Horn;311;30875;19201;60;15
Korneuburg;312;92442;63326;145;103
Krems(Land);313;56840;38830;153;23
Lilienfeld;314;25491;17766;111;15
Melk;315;78779;59512;478;41
Mistelbach;316;76641;50132;107;72
Mödling;317;120412;81501;308;141
Neunkirchen;318;87048;57620;251;77
Sankt Pölten(Land);319;133497;95070;336;122
Scheibbs;320;41711;31523;98;14
Tulln;321;107723;71819;214;106
Waidhofen an der Thaya;322;25644;17080;80;9
Wiener Neustadt(Land);323;80020;54107;218;44
Zwettl;325;41757;30195;84;31
Linz(Stadt);401;208445;127080;474;107
Steyr(Stadt);402;37915;23365;84;24
Wels(Stadt);403;63542;40361;165;59
Braunau am Inn;404;108388;77144;269;33
Eferding;405;33715;23380;81;17
Freistadt;406;67638;48517;201;25
Gmunden;407;102765;71088;256;47
Grieskirchen;408;65929;47874;158;24
Kirchdorf an der Krems;409;57882;39524;167;42
Linz-Land;410;154320;101132;295;63
Perg;411;69905;50749;155;17
Ried im Innkreis;412;62535;44948;170;17
Rohrbach;413;57034;40772;165;8
Schärding;414;57750;39919;156;12
Steyr-Land;415;61494;43461;158;32
Urfahr-Umgebung;416;87466;62710;161;30
Vöcklabruck;417;139989;100248;340;52
Wels-Land;418;75514;54482;123;37
Salzburg(Stadt);501;155743;103511;340;72
Hallein;502;61262;45952;148;26
Salzburg-Umgebung;503;155982;117560;318;51
Sankt Johann im Pongau;504;81962;57521;184;18
Tamsweg;505;20327;13940;68;6
Zell am See;506;89017;56656;201;16
Graz(Stadt);601;293929;173530;608;119
Deutschlandsberg;603;61092;36394;184;27
Graz-Umgebung;606;161131;99803;441;66
Leibnitz;610;86399;53411;194;31
Leoben;611;59341;31732;197;11
Liezen;612;79739;46791;229;19
Murau;614;27343;15152;60;6
Voitsberg;616;51165;28360;191;6
Weiz;617;91844;56801;259;29
Murtal;620;71398;39295;294;26
Bruck-Mürzzuschlag;621;98394;51796;359;30
Hartberg-Fürstenfeld;622;91091;55132;311;19
Südoststeiermark;623;84024;50400;295;35
Innsbruck-Stadt;701;130599;86450;261;66
Imst;702;61843;43158;103;26
Innsbruck-Land;703;183827;125999;293;90
Kitzbühel;704;65482;42005;102;13
Kufstein;705;112301;75583;256;18
Landeck;706;44681;32271;93;7
Lienz;707;48854;33963;148;9
Reutte;708;33427;21682;34;19
Schwaz;709;85478;54211;222;17
Bludenz;801;64943;43353;98;3
Bregenz;802;136369;86040;242;9
Dornbirn;803;91344;59494;171;4
Feldkirch;804;110547;72689;179;8
Wien;900;1951354;1414254;4786;2570
