Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9748;25;80
Rust(Stadt);102;2021;1213;5;14
Eisenstadt-Umgebung;103;44488;27725;74;205
Güssing;104;25809;15596;101;92
Jennersdorf;105;17216;9613;44;40
Mattersburg;106;40731;25219;86;199
Neusiedl am See;107;61358;39007;85;357
Oberpullendorf;108;37556;22998;68;183
Oberwart;109;54682;32384;144;234
Klagenfurt Stadt;201;103297;56706;299;222
Villach Stadt;202;64125;34480;174;124
Hermagor;203;18069;10351;63;31
Klagenfurt Land;204;61114;34552;127;132
Sankt Veit an der Glan;205;53953;31844;167;73
Spittal an der Drau;206;75725;43088;275;100
Villach Land;207;65635;37345;205;121
Völkermarkt;208;41947;25529;121;90
Wolfsberg;209;52352;29372;200;78
Feldkirchen;210;29949;16839;83;36
Krems an der Donau(Stadt);301;24930;14702;74;84
Sankt Pölten(Stadt);302;56697;35386;146;263
Waidhofen an der Ybbs(Stadt);303;11187;7715;40;17
Wiener Neustadt(Stadt);304;47407;29312;210;165
Amstetten;305;117442;84938;309;294
Baden;306;148765;92279;343;717
Bruck an der Leitha;307;107297;67352;218;567
Gänserndorf;308;107504;64847;200;558
Gmünd;309;36152;21524;157;58
Hollabrunn;310;51879;30425;105;277
Horn;311;30875;18066;60;82
Korneuburg;312;92442;57406;145;459
Krems(Land);313;56840;36380;105;158
Lilienfeld;314;25491;16867;110;58
Melk;315;78779;56216;346;252
Mistelbach;316;76641;45998;107;308
Mödling;317;120412;73616;289;659
Neunkirchen;318;87048;54171;250;354
Sankt Pölten(Land);319;133497;88313;336;594
Scheibbs;320;41711;30065;95;117
Tulln;321;107723;66015;213;594
Waidhofen an der Thaya;322;25644;15919;77;53
Wiener Neustadt(Land);323;80020;51028;210;342
Zwettl;325;41757;28383;84;114
Linz(Stadt);401;208445;119163;459;534
Steyr(Stadt);402;37915;21915;74;83
Wels(Stadt);403;63542;38029;160;136
Braunau am Inn;404;108388;73721;266;161
Eferding;405;33715;22026;79;73
Freistadt;406;67638;46243;191;188
Gmunden;407;102765;67169;249;304
Grieskirchen;408;65929;45346;150;164
Kirchdorf an der Krems;409;57882;37403;159;135
Linz-Land;410;154320;95502;289;388
Perg;411;69905;47949;152;110
Ried im Innkreis;412;62535;42636;170;96
Rohrbach;413;57034;38748;164;96
Schärding;414;57750;38310;155;62
Steyr-Land;415;61494;41001;154;119
Urfahr-Umgebung;416;87466;59208;158;230
Vöcklabruck;417;139989;95257;336;286
Wels-Land;418;75514;51176;119;200
Salzburg(Stadt);501;155743;98163;313;395
Hallein;502;61262;44341;143;113
Salzburg-Umgebung;503;155982;112598;312;357
Sankt Johann im Pongau;504;81962;55596;184;89
Tamsweg;505;20327;13527;68;41
Zell am See;506;89017;54548;194;122
Graz(Stadt);601;293929;163191;568;825
Deutschlandsberg;603;61092;35078;180;134
Graz-Umgebung;606;161131;94253;425;446
Leibnitz;610;86399;50613;191;150
Leoben;611;59341;30162;192;96
Liezen;612;79739;44680;226;134
Murau;614;27343;14769;59;18
Voitsberg;616;51165;27287;189;83
Weiz;617;91844;54863;256;182
Murtal;620;71398;37802;293;136
Bruck-Mürzzuschlag;621;98394;49472;357;198
Hartberg-Fürstenfeld;622;91091;52835;298;244
Südoststeiermark;623;84024;48170;294;167
Innsbruck-Stadt;701;130599;81689;249;361
Imst;702;61843;41432;94;91
Innsbruck-Land;703;183827;119235;277;374
Kitzbühel;704;65482;40198;97;83
Kufstein;705;112301;73015;243;144
Landeck;706;44681;31032;90;78
Lienz;707;48854;32948;146;53
Reutte;708;33427;20959;29;36
Schwaz;709;85478;52045;216;84
Bludenz;801;64943;42162;95;148
Bregenz;802;136369;83508;237;259
Dornbirn;803;91344;57585;168;202
Feldkirch;804;110547;70716;176;297
Wien;900;1951354;1287146;4458;11055
