Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"73,8",86,"6506,20",7581
Baden,Niederösterreich,"284,8",418,"4684,10",6874
Bludenz,Vorarlberg,"88,9",57,"5462,70",3502
Braunau am Inn,Oberösterreich,"301,3",318,"5937,30",6267
Bregenz,Vorarlberg,"55,6",75,"5421,30",7318
Bruck an der Leitha,Niederösterreich,240,249,"3940,80",4088
Bruck-Mürzzuschlag,Steiermark,"175,3",173,"4961,70",4897
Deutschlandsberg,Steiermark,"151,1",92,"4639,60",2824
Dornbirn,Vorarlberg,"64,5",58,"6820,00",6132
Eferding,Oberösterreich,"132,6",44,"6929,30",2299
Eisenstadt,Burgenland,162,24,"4373,70",648
Eisenstadt-Umgebung,Burgenland,"136,5",59,"3814,00",1649
Feldkirch,Vorarlberg,"101,7",110,"6026,80",6517
Feldkirchen,Kärnten,"127,1",38,"5855,80",1751
Freistadt,Oberösterreich,"92,7",62,"6352,00",4247
Gänserndorf,Niederösterreich,"289,2",303,"3859,40",4044
Gmünd,Niederösterreich,279,102,"5457,80",1995
Gmunden,Oberösterreich,"148,2",151,"5942,50",6053
Graz,Steiermark,"119,6",348,"4051,60",11793
Graz-Umgebung,Steiermark,"108,3",169,"4096,20",6393
Grieskirchen,Oberösterreich,"75,5",49,"6769,90",4392
Güssing,Burgenland,"186,8",48,"5424,30",1394
Hallein,Salzburg,"198,9",121,"8595,30",5228
Hartberg-Fürstenfeld,Steiermark,245,222,"5891,40",5338
Hermagor,Kärnten,576,104,"9283,30",1676
Hollabrunn,Niederösterreich,"184,2",94,"3621,20",1848
Horn,Niederösterreich,"190,7",59,"3083,80",954
Imst,Tirol,"196,8",119,"5989,40",3622
Innsbruck-Land,Tirol,"68,7",124,"5694,00",10275
Innsbruck-Stadt,Tirol,"60,6",80,"5404,60",7132
Jennersdorf,Burgenland,"274,9",47,"5802,20",992
Kirchdorf an der Krems,Oberösterreich,"157,7",90,"5316,20",3034
Kitzbühel,Tirol,"152,7",98,"5625,90",3610
Klagenfurt Land,Kärnten,195,117,"5330,40",3199
Klagenfurt Stadt,Kärnten,"143,1",145,"4851,90",4915
Korneuburg,Niederösterreich,"158,9",145,"3397,10",3100
Krems (Land),Niederösterreich,"118,6",67,"4477,10",2529
Krems an der Donau,Niederösterreich,"107,8",27,"4106,10",1028
Kufstein,Tirol,"132,4",146,"6702,50",7392
Landeck,Tirol,"123,9",55,"6835,50",3034
Leibnitz,Steiermark,"208,8",177,"4933,00",4181
Leoben,Steiermark,129,77,"4304,90",2570
Lienz,Tirol,"332,4",162,"7657,30",3732
Liezen,Steiermark,"140,6",112,"5240,30",4174
Lilienfeld,Niederösterreich,"159,8",41,"4603,40",1181
Linz,Oberösterreich,"94,9",196,"4936,70",10199
Linz-Land,Oberösterreich,"97,1",147,"5051,80",7647
Mattersburg,Burgenland,"182,3",73,"4055,70",1624
Melk,Niederösterreich,"104,9",82,"5118,20",4002
Mistelbach,Niederösterreich,"261,8",198,"3571,60",2701
Mödling,Niederösterreich,"191,4",228,"3829,10",4561
Murau,Steiermark,"105,3",29,"4988,60",1374
Murtal,Steiermark,"101,8",73,"4998,70",3584
Neunkirchen,Niederösterreich,"253,6",219,"4736,90",4090
Neusiedl am See,Burgenland,"171,7",103,"3949,00",2369
Oberpullendorf,Burgenland,"125,7",47,"4475,20",1673
Oberwart,Burgenland,"247,3",134,"4500,70",2439
Perg,Oberösterreich,"247,9",171,"6461,00",4456
Reutte,Tirol,"33,5",11,"4269,40",1402
Ried im Innkreis,Oberösterreich,"196,1",121,"7242,70",4468
Rohrbach,Oberösterreich,"150,3",85,"8050,20",4552
Rust,Burgenland,101,2,"3535,40",70
Salzburg,Salzburg,178,276,"5717,90",8864
Salzburg-Umgebung,Salzburg,"219,6",337,"6207,50",9528
Sankt Johann im Pongau,Salzburg,"479,1",389,"9458,80",7680
Sankt Pölten,Niederösterreich,"203,6",113,"4899,70",2720
Sankt Pölten (Land),Niederösterreich,"157,9",208,"4155,50",5474
Sankt Veit an der Glan,Kärnten,"191,9",104,"5745,00",3113
Schärding,Oberösterreich,"170,8",98,"7624,90",4376
Scheibbs,Niederösterreich,"161,8",67,"6478,50",2683
Schwaz,Tirol,"176,7",149,"9596,90",8093
Spittal an der Drau,Kärnten,"208,3",158,"5119,40",3884
Steyr,Oberösterreich,"136,6",52,"4708,90",1792
