Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"380,20",443,"4599,20",5359
Baden,Niederösterreich,"174,40",256,"2691,60",3950
Bludenz,Vorarlberg,"159,10",102,"4179,00",2679
Braunau am Inn,Oberösterreich,"240,60",254,"3853,00",4067
Bregenz,Vorarlberg,"176,30",238,"4287,10",5787
Bruck an der Leitha,Niederösterreich,"143,60",149,"2536,30",2631
Bruck-Mürzzuschlag,Steiermark,"214,80",212,"3438,80",3394
Deutschlandsberg,Steiermark,"397,60",242,"2635,30",1604
Dornbirn,Vorarlberg,"236,90",213,"5224,00",4697
Eferding,Oberösterreich,"156,70",52,"5910,50",1961
Eisenstadt,Burgenland,"67,50",10,"2949,50",437
Eisenstadt-Umgebung,Burgenland,"159,60",69,"2678,30",1158
Feldkirch,Vorarlberg,"200,70",217,"4527,80",4896
Feldkirchen,Kärnten,405,121,"3695,40",1105
Freistadt,Oberösterreich,"195,90",131,"5034,30",3366
Gänserndorf,Niederösterreich,"151,70",159,"1915,40",2007
Gmünd,Niederösterreich,"227,10",83,"3772,60",1379
Gmunden,Oberösterreich,"330,8",337,"4033,00",4108
Graz,Steiermark,"155,6",453,"2887,90",8406
Graz-Umgebung,Steiermark,"198,6",310,2810,4386
Grieskirchen,Oberösterreich,"226,6",147,"5458,20",3541
Güssing,Burgenland,"198,5",51,3269,840
Hallein,Salzburg,"399,5",243,5481,3334
Hartberg-Fürstenfeld,Steiermark,"288,1",261,"3762,40",3409
Hermagor,Kärnten,"470,8",85,"4082,20",737
Hollabrunn,Niederösterreich,"70,5",36,"2177,00",1111
Horn,Niederösterreich,"113,1",35,"1884,50",583
Imst,Tirol,"256,3",155,"4602,00",2783
Innsbruck-Land,Tirol,"157,4",284,4712,8503
Innsbruck-Stadt,Tirol,"111,4",147,"4656,70",6145
Jennersdorf,Burgenland,"169,6",29,"3445,00",589
Kirchdorf an der Krems,Oberösterreich,"275,10",157,"3751,50",2141
Kitzbühel,Tirol,"174,5",112,"3853,90",2473
Klagenfurt Land,Kärnten,"229,9",138,"3347,60",2009
Klagenfurt Stadt,Kärnten,"194,5",197,"3455,10",3500
Korneuburg,Niederösterreich,"111,8",102,"2388,90",2180
Krems (Land),Niederösterreich,"109,80",62,"3239,70",1830
Krems an der Donau,Niederösterreich,"87,9",22,"3291,30",824
Kufstein,Tirol,"127,8",141,"5422,20",5980
Landeck,Tirol,"182,5",81,5265,2337
Leibnitz,Steiermark,236,200,"3321,30",2815
Leoben,Steiermark,"191,00",114,"3214,40",1919
Lienz,Tirol,"250,3",122,"4955,10",2415
Liezen,Steiermark,"160,70",128,"3262,90",2599
Lilienfeld,Niederösterreich,"167,6",43,"3515,90",902
Linz,Oberösterreich,"178,60",369,"3957,50",8176
Linz-Land,Oberösterreich,"188,9",286,"4015,30",6078
Mattersburg,Burgenland,"84,90",34,"2767,10",1108
Melk,Niederösterreich,"195,7",153,"3652,60",2856
Mistelbach,Niederösterreich,"89,90",68,"1892,20",1431
Mödling,Niederösterreich,"159,5",190,"2598,30",3095
Murau,Steiermark,236,65,"3347,50",922
