Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;6932;22;64
Rust(Stadt);102;2000;881;2;8
Eisenstadt-Umgebung;103;43861;19806;69;247
Güssing;104;25770;11502;95;48
Jennersdorf;105;17109;7619;41;7
Mattersburg;106;40316;18013;82;143
Neusiedl am See;107;60397;27287;83;188
Oberpullendorf;108;37453;16355;63;124
Oberwart;109;54209;23977;145;72
Klagenfurt Stadt;201;101765;42005;275;212
Villach Stadt;202;63236;26357;172;83
Hermagor;203;18052;8341;61;24
Klagenfurt Land;204;60503;26558;126;120
Sankt Veit an der Glan;205;53880;24188;164;127
Spittal an der Drau;206;75628;35045;262;107
Villach Land;207;64920;29210;190;108
Völkermarkt;208;41834;20218;117;73
Wolfsberg;209;52488;23844;178;57
Feldkirchen;210;29783;13596;82;27
Krems an der Donau(Stadt);301;24837;10869;72;84
Sankt Pölten(Stadt);302;55878;26384;135;151
Waidhofen an der Ybbs(Stadt);303;11134;6151;39;25
Wiener Neustadt(Stadt);304;46456;22267;177;163
Amstetten;305;116592;67878;302;280
Baden;306;147113;68038;314;454
Bruck an der Leitha;307;105507;47978;216;491
Gänserndorf;308;105824;45769;168;430
Gmünd;309;36275;16875;152;172
Hollabrunn;310;51332;21795;91;178
Horn;311;30838;13692;60;84
Korneuburg;312;91777;39134;141;380
Krems(Land);313;56559;27621;97;184
Lilienfeld;314;25474;13630;113;50
Melk;315;78281;43909;282;213
Mistelbach;316;75655;32703;100;265
Mödling;317;119240;51411;267;504
Neunkirchen;318;86323;40894;246;203
Sankt Pölten(Land);319;132064;64782;293;432
Scheibbs;320;41567;24371;94;84
Tulln;321;105762;46366;206;391
Waidhofen an der Thaya;322;25531;12111;67;67
Wiener Neustadt(Land);323;79033;38635;195;245
Zwettl;325;41827;22515;84;161
Linz(Stadt);401;206537;90941;426;409
Steyr(Stadt);402;37952;17143;65;91
Wels(Stadt);403;62654;30708;155;112
Braunau am Inn;404;106492;60567;252;302
Eferding;405;33368;16921;73;71
Freistadt;406;66922;36701;182;106
Gmunden;407;102102;53381;228;293
Grieskirchen;408;65137;35669;142;153
Kirchdorf an der Krems;409;57163;29400;147;113
Linz-Land;410;152391;73980;275;277
Perg;411;69241;38235;149;163
Ried im Innkreis;412;61850;34119;166;73
Rohrbach;413;56623;30712;156;203
Schärding;414;57438;30804;153;80
Steyr-Land;415;60936;31954;145;122
Urfahr-Umgebung;416;86235;44918;153;169
Vöcklabruck;417;137993;76007;327;421
Wels-Land;418;74574;40210;114;191
Salzburg(Stadt);501;155416;76029;287;664
Hallein;502;60992;36432;137;205
Salzburg-Umgebung;503;154624;90172;299;622
Sankt Johann im Pongau;504;81392;46581;184;185
Tamsweg;505;20118;10965;64;15
Zell am See;506;88168;45131;183;215
Graz(Stadt);601;291134;121758;534;762
Deutschlandsberg;603;60871;28302;177;124
Graz-Umgebung;606;157853;72239;415;335
Leibnitz;610;85294;40135;181;97
Leoben;611;59151;23447;184;102
Liezen;612;79592;36526;215;120
Murau;614;27449;11820;59;36
Voitsberg;616;50947;22252;178;56
Weiz;617;90916;44746;251;119
Murtal;620;71356;30863;270;93
Bruck-Mürzzuschlag;621;98054;39336;350;182
Hartberg-Fürstenfeld;622;90619;42374;300;115
Südoststeiermark;623;83841;38938;286;114
Innsbruck-Stadt;701;131059;61984;220;474
Imst;702;60922;33707;87;121
Innsbruck-Land;703;181698;92260;261;514
Kitzbühel;704;64676;32541;95;99
Kufstein;705;111080;59197;236;201
Landeck;706;44346;25584;84;74
Lienz;707;48814;26344;132;71
Reutte;708;33054;16492;24;116
Schwaz;709;84456;42743;201;137
Bludenz;801;64368;34683;87;254
Bregenz;802;135310;69046;225;677
Dornbirn;803;90502;47137;160;319
Feldkirch;804;109057;57159;166;400
Wien;900;1920949;918202;3995;9044
