Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"161,3",188,"5826,50",6789
Baden,Niederösterreich,"154,7",227,"3390,10",4975
Bludenz,Vorarlberg,"113,9",73,"4720,20",3026
Braunau am Inn,Oberösterreich,"153,5",162,"4574,00",4828
Bregenz,Vorarlberg,"105,2",142,"4864,20",6566
Bruck an der Leitha,Niederösterreich,"85,8",89,"2961,40",3072
Bruck-Mürzzuschlag,Steiermark,"118,5",117,"3975,80",3924
Deutschlandsberg,Steiermark,"126,5",77,"3489,60",2124
Dornbirn,Vorarlberg,"117,9",106,"6017,00",5410
Eferding,Oberösterreich,"96,4",32,"6335,50",2102
Eisenstadt,Burgenland,"87,7",13,"3712,20",550
Eisenstadt-Umgebung,Burgenland,"90,2",39,"3097,00",1339
Feldkirch,Vorarlberg,"152,6",165,"5305,50",5737
Feldkirchen,Kärnten,"177,2",53,"4906,00",1467
Freistadt,Oberösterreich,"106,2",71,"5719,30",3824
Gänserndorf,Niederösterreich,"115,5",121,"2525,20",2646
Gmünd,Niederösterreich,"134,1",49,"4410,00",1612
Gmunden,Oberösterreich,"173,8",177,"5019,70",5113
Graz,Steiermark,"95,9",279,"3319,10",9661
Graz-Umgebung,Steiermark,"88,4",138,"3308,80",5164
Grieskirchen,Oberösterreich,"134,1",87,"6154,90",3993
Güssing,Burgenland,"260,7",67,"4237,50",1089
Hallein,Salzburg,"307,4",187,"7247,10",4408
Hartberg-Fürstenfeld,Steiermark,"110,4",100,"4400,40",3987
Hermagor,Kärnten,"326,8",59,"6004,20",1084
Hollabrunn,Niederösterreich,"41,1",21,"2418,00",1234
Horn,Niederösterreich,"87,3",27,"2130,20",659
Imst,Tirol,"77,7",47,"5294,80",3202
Innsbruck-Land,Tirol,"68,7",124,"5247,90",9470
Innsbruck-Stadt,Tirol,"62,9",83,"4997,70",6595
Jennersdorf,Burgenland,"105,3",18,"3989,00",682
Kirchdorf an der Krems,Oberösterreich,"140,2",80,"4678,40",2670
Kitzbühel,Tirol,173,111,"4787,40",3072
Klagenfurt Land,Kärnten,"198,3",119,"4295,70",2578
Klagenfurt Stadt,Kärnten,"102,7",104,"4072,10",4125
Korneuburg,Niederösterreich,"88,8",81,"2701,30",2465
Krems (Land),Niederösterreich,108,61,"3680,50",2079
Krems an der Donau,Niederösterreich,"87,9",22,"3662,70",917
Kufstein,Tirol,"69,8",77,"6022,50",6642
Landeck,Tirol,"96,9",43,"6283,50",2789
Leibnitz,Steiermark,"161,6",137,"3947,80",3346
Leoben,Steiermark,"102,2",61,"3665,00",2188
Lienz,Tirol,"192,9",94,"5820,90",2837
Liezen,Steiermark,"273,7",218,"4379,00",3488
Lilienfeld,Niederösterreich,"93,5",24,"3917,40",1005
Linz,Oberösterreich,"88,1",182,"4401,40",9093
