Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"571,6",666,"1717,30",2001
Baden,Niederöstereich,"324,4",476,1411,2071
Bludenz,Vorarlberg,"578,7",371,"2152,70",1380
Braunau am Inn,Oberösterreich,486,513,"1402,10",1480
Bregenz,Vorarlberg,"721,6",974,"2205,40",2977
Bruck an der Leitha,Niederöstereich,"244,9",254,"1314,90",1364
Bruck-Mürzzuschlag,Steiermark,"495,5",489,"1259,40",1243
Deutschlandsberg,Steiermark,"387,70",236,"1030,10",627
Dornbirn,Vorarlberg,"858,6",772,"2906,20",2613
Eferding,Oberösterreich,"1048,90",348,"2999,00",995
Eisenstadt,Burgenland,351,52,"1498,40",222
Eisenstadt-Umgebung,Burgenland,"381,6",165,"1399,30",605
Feldkirch,Vorarlberg,"603,9",653,"2205,60",2385
Feldkirchen,Kärnten,"401,3",120,"959,80",287
Freistadt,Oberösterreich,"925,8",619,"2376,60",1589
Gänserndorf,Niederöstereich,209,219,"1100,40",1153
Gmünd,Niederöstereich,"577,2",211,"1852,10",677
Gmunden,Oberösterreich,"596,9",608,"1947,80",1984
Graz,Steiermark,"420,2",#ERROR!,1439,4187
Graz-Umgebung,Steiermark,"388,3",606,"1201,40",1875
Grieskirchen,Oberösterreich,"773,8",502,"2591,10",1681
Güssing,Burgenland,642,165,"1552,60",399
Hallein,Salzburg,"545,8",332,"2605,90",1585
Hartberg-Fürstenfeld,Steiermark,"567,3",514,"1616,90",1465
Hermagor,Kärnten,"531,7",96,"1373,70",248
Hollabrunn,Niederöstereich,"366,4",187,"1069,90",546
Horn,Niederöstereich,"219,8",68,"921,30",285
Imst,Tirol,597,361,"2243,90",1357
Innsbruck-Land,Tirol,"606,8",#ERROR!,"2348,00",4237
Innsbruck-Stadt,Tirol,507,669,"2956,90",3902
Jennersdorf,Burgenland,"801,3",137,"1555,80",266
Kirchdorf an der Krems,Oberösterreich,"695,6",397,"1475,40",842
Kitzbühel,Tirol,561,360,"1920,00",1232
Klagenfurt Land,Kärnten,"381,6",229,"944,80",567
Klagenfurt Stadt,Kärnten,"326,8",331,"1130,30",1145
Korneuburg,Niederöstereich,"314,5",287,"1491,40",1361
Krems (Land),Niederöstereich,"525,8",297,"1812,80",1024
Krems an der Donau,Niederöstereich,"491,3",123,"1681,60",421
Kufstein,Tirol,"573,1",632,2525,2785
Landeck,Tirol,410,182,3762,1670
Leibnitz,Steiermark,577,489,"1573,90",1334
Leoben,Steiermark,"440,5",263,"1346,70",804
Lienz,Tirol,"545,8",266,"1450,60",707
Liezen,Steiermark,"576,3",459,"1529,20",1218
Lilienfeld,Niederöstereich,"463,8",119,"1746,20",448
Linz,Oberösterreich,"519,4",#ERROR!,"2003,40",4139
Linz-Land,Oberösterreich,"517,9",784,"1884,80",2853
Mattersburg,Burgenland,"344,6",138,"1263,70",506
Melk,Niederöstereich,399,312,"1348,00",1054
Mistelbach,Niederöstereich,"215,5",163,990,749
Mödling,Niederöstereich,"327,4",390,"1536,30",1830
Murau,Steiermark,"399,4",110,"824,20",227
Murtal,Steiermark,"475,6",341,"1175,80",843
Neunkirchen,Niederöstereich,"280,3",242,"1399,10",1208
Neusiedl am See,Burgenland,"261,7",157,"1243,50",746
Oberpullendorf,Burgenland,"623,30",233,"1671,80",625
Oberwart,Burgenland,"555,4",301,"1924,60",1043
Perg,Oberösterreich,"790,2",545,"2140,10",1476
Reutte,Tirol,"313,70",103,"1212,00",398
Ried im Innkreis,Oberösterreich,"932,1",575,"2825,40",1743
Rohrbach,Oberösterreich,1088,615,"2953,40",1670
Rust,Burgenland,202,4,"1010,10",20
Salzburg,Salzburg,"434,1",673,"1490,10",2310
Salzburg-Umgebung,Salzburg,"591,60",908,"1926,50",2957
Sankt Johann im Pongau,Salzburg,"854,7",694,"3027,30",2458
Sankt Pölten,Niederöstereich,"421,5",234,"1682,50",934
Sankt Pölten (Land),Niederöstereich,"394,00",519,"1452,20",1913
Sankt Veit an der Glan,Kärnten,"367,3",199,"1018,70",552
Schärding,Oberösterreich,"1052,40",604,"2688,60",1543
Scheibbs,Niederöstereich,"644,7",267,"1639,50",679
Schwaz,Tirol,"1063,70",897,"3877,70",3270
Spittal an der Drau,Kärnten,"166,1",126,"470,60",357
Steyr,Oberösterreich,"633,3",241,"1957,60",745
Steyr-Land,Oberösterreich,868,527,"2271,20",1379
Südoststeiermark,Steiermark,"615,2",517,"1431,50",1203
Tamsweg,Salzburg,800,162,"1881,40",381
Tulln,Niederöstereich,"375,7",393,"1501,10",1570
Urfahr-Umgebung,Oberösterreich,"938,3",807,"2367,30",2036
Villach Land,Kärnten,"326,5",211,"821,80",531
Villach Stadt,Kärnten,"443,7",279,"1022,60",643
Vöcklabruck,Oberösterreich,"681,7",936,"1953,40",2682
Voitsberg,Steiermark,"476,1",243,"1453,60",742
Völkermarkt,Kärnten,"532,7",223,"1325,80",555
Waidhofen an der Thaya,Niederöstereich,"358,2",92,"1822,30",468
Waidhofen an der Ybbs,Niederöstereich,"543,6",61,"1425,80",160
Weiz,Steiermark,353,320,"1246,50",1130
Wels,Oberösterreich,"533,1",333,"2367,50",1479
Wels-Land,Oberösterreich,595,439,"1751,20",1292
Wien,Wien,"250,7",#ERROR!,"2083,50",39820
Wiener Neustadt,Niederöstereich,"314,3",144,"1835,30",841
Wiener Neustadt (Land),Niederöstereich,"324,4",254,"1232,30",965
Wolfsberg,Kärnten,"382,1",201,"942,80",496
Zell am See,Salzburg,"414,3",363,"1556,60",1364
Zwettl,Niederöstereich,"364,4",153,"1514,80",636
