Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,91,106,"6361,10",7412
Baden,Niederösterreich,"203,7",299,"4135,60",6069
Bludenz,Vorarlberg,"71,8",46,"5289,60",3391
Braunau am Inn,Oberösterreich,"195,2",206,"5409,60",5710
Bregenz,Vorarlberg,"27,4",37,"5313,80",7173
Bruck an der Leitha,Niederösterreich,"157,1",163,"3515,70",3647
Bruck-Mürzzuschlag,Steiermark,151,149,"4646,50",4586
Deutschlandsberg,Steiermark,"156,1",95,"4339,00",2641
Dornbirn,Vorarlberg,"65,6",59,"6675,40",6002
Eferding,Oberösterreich,"84,4",28,"6772,60",2247
Eisenstadt,Burgenland,"60,7",9,"4029,40",597
Eisenstadt-Umgebung,Burgenland,"138,8",60,"3559,50",1539
Feldkirch,Vorarlberg,"77,7",84,"5857,60",6334
Feldkirchen,Kärnten,"73,6",22,"5534,70",1655
Freistadt,Oberösterreich,"86,7",58,"6209,90",4152
Gänserndorf,Niederösterreich,210,220,"3365,10",3526
Gmünd,Niederösterreich,"213,4",78,"4990,00",1824
Gmunden,Oberösterreich,"130,6",133,"5715,70",5822
Graz,Steiermark,"150,1",437,"3800,40",11062
Graz-Umgebung,Steiermark,"121,1",189,"3838,00",5990
Grieskirchen,Oberösterreich,"81,7",53,"6625,00",4298
Güssing,Burgenland,179,46,"5085,80",1307
Hallein,Salzburg,"154,5",94,"8297,70",5047
Hartberg-Fürstenfeld,Steiermark,"240,6",218,"5344,00",4842
Hermagor,Kärnten,"631,4",114,"8048,10",1453
Hollabrunn,Niederösterreich,"211,6",108,"3190,10",1628
Horn,Niederösterreich,"187,5",58,"2789,60",863
Imst,Tirol,"90,9",55,"5640,40",3411
Innsbruck-Land,Tirol,"48,2",87,"5577,10",10064
Innsbruck-Stadt,Tirol,"45,5",60,"5301,60",6996
Jennersdorf,Burgenland,"280,8",48,"5334,30",912
Kirchdorf an der Krems,Oberösterreich,"80,6",46,"5069,10",2893
Kitzbühel,Tirol,"90,4",58,"5389,00",3458
Klagenfurt Land,Kärnten,"101,6",61,"5007,20",3005
Klagenfurt Stadt,Kärnten,"132,3",134,"4567,60",4627
Korneuburg,Niederösterreich,"132,6",121,"3136,30",2862
Krems (Land),Niederösterreich,62,35,"4270,00",2412
Krems an der Donau,Niederösterreich,24,6,"3926,30",983
Kufstein,Tirol,"71,6",79,"6494,90",7163
Landeck,Tirol,"47,3",21,"6605,70",2932
Leibnitz,Steiermark,"148,7",126,"4498,80",3813
Leoben,Steiermark,"115,6",69,"4055,30",2421
Lienz,Tirol,"153,9",75,"7078,70",3450
Liezen,Steiermark,59,47,"4925,20",3923
Lilienfeld,Niederösterreich,"128,6",33,"4287,70",1100
Linz,Oberösterreich,"98,3",203,"4736,30",9785
Linz-Land,Oberösterreich,"94,5",143,"4830,50",7312
Mattersburg,Burgenland,"129,9",52,"3748,60",1501
Melk,Niederösterreich,"181,6",142,"4843,30",3787
Mistelbach,Niederösterreich,"195,7",148,"3053,20",2309
Mödling,Niederösterreich,"120,1",143,"3477,30",4142
Murau,Steiermark,"87,1",24,"4756,20",1310
Murtal,Steiermark,"75,3",54,"4774,20",3423
Neunkirchen,Niederösterreich,"196,9",170,"4277,10",3693
Neusiedl am See,Burgenland,180,108,"3677,30",2206
Oberpullendorf,Burgenland,"90,9",34,"4282,60",1601
Oberwart,Burgenland,"125,5",68,"4118,70",2232
Perg,Oberösterreich,"127,6",88,"6114,40",4217
Reutte,Tirol,"109,6",36,"4126,30",1355
Ried im Innkreis,Oberösterreich,"113,5",70,"6903,90",4259
Rohrbach,Oberösterreich,"155,6",88,"7790,30",4405
Rust,Burgenland,0,±0,"3434,30",68
Salzburg,Salzburg,"110,3",171,"5369,00",8323
Salzburg-Umgebung,Salzburg,"136,2",209,"5871,30",9012
Sankt Johann im Pongau,Salzburg,"252,5",205,"8668,10",7038
Sankt Pölten,Niederösterreich,"86,5",48,"4532,20",2516
Sankt Pölten (Land),Niederösterreich,"110,1",145,"3876,10",5106
Sankt Veit an der Glan,Kärnten,"132,9",72,"5427,60",2941
Schärding,Oberösterreich,"158,6",91,"7300,80",4190
Scheibbs,Niederösterreich,"111,1",46,"6162,20",2552
Schwaz,Tirol,"164,8",139,"9254,20",7804
Spittal an der Drau,Kärnten,"216,2",164,"4742,40",3598
Steyr,Oberösterreich,"76,2",29,"4532,80",1725
Steyr-Land,Oberösterreich,"74,1",45,"5537,20",3362
Südoststeiermark,Steiermark,"198,7",167,"4993,10",4196
Tamsweg,Salzburg,"98,8",20,"9940,20",2013
Tulln,Niederösterreich,"106,1",111,"3646,50",3814
Urfahr-Umgebung,Oberösterreich,"63,9",55,"5842,70",5025
Villach Land,Kärnten,"120,7",78,"4703,00",3039
Villach Stadt,Kärnten,"133,6",84,"4044,10",2543
Vöcklabruck,Oberösterreich,"108,5",149,"5684,80",7805
