Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"110,7",129,"6030,70",7027
Baden,Niederösterreich,"121,3",178,"3617,70",5309
Bludenz,Vorarlberg,"96,7",62,"4977,60",3191
Braunau am Inn,Oberösterreich,"141,2",149,"4805,20",5072
Bregenz,Vorarlberg,117,158,"5139,00",6937
Bruck an der Leitha,Niederösterreich,"67,5",70,"3123,30",3240
Bruck-Mürzzuschlag,Steiermark,"93,2",92,"4145,00",4091
Deutschlandsberg,Steiermark,"141,3",86,"3739,30",2276
Dornbirn,Vorarlberg,139,125,"6315,10",5678
Eferding,Oberösterreich,"108,5",36,"6525,40",2165
Eisenstadt,Burgenland,"67,5",10,"3820,20",566
Eisenstadt-Umgebung,Burgenland,74,32,"3203,30",1385
Feldkirch,Vorarlberg,"85,1",92,"5544,10",5995
Feldkirchen,Kärnten,"167,2",50,"5210,40",1558
Freistadt,Oberösterreich,"79,3",53,"5939,20",3971
Gänserndorf,Niederösterreich,"164,2",172,"2772,40",2905
Gmünd,Niederösterreich,"87,5",32,"4593,30",1679
Gmunden,Oberösterreich,"143,3",146,"5287,70",5386
Graz,Steiermark,"78,7",229,"3448,60",10038
Graz-Umgebung,Steiermark,"87,8",137,"3454,90",5392
Grieskirchen,Oberösterreich,"100,2",65,"6346,10",4117
Güssing,Burgenland,"167,3",43,"4517,70",1161
Hallein,Salzburg,"200,6",122,"7673,00",4667
Hartberg-Fürstenfeld,Steiermark,"121,4",110,"4589,10",4158
Hermagor,Kärnten,"304,6",55,"6519,30",1177
Hollabrunn,Niederösterreich,"80,3",41,"2553,20",1303
Horn,Niederösterreich,139,43,"2317,70",717
Imst,Tirol,"54,6",33,"5402,30",3267
Innsbruck-Land,Tirol,"59,8",108,"5368,70",9688
Innsbruck-Stadt,Tirol,"62,1",82,"5117,40",6753
Jennersdorf,Burgenland,"245,7",42,"4357,50",745
Kirchdorf an der Krems,Oberösterreich,"96,4",55,"4851,90",2769
Kitzbühel,Tirol,"112,2",72,"5049,20",3240
Klagenfurt Land,Kärnten,"153,3",92,"4578,90",2748
Klagenfurt Stadt,Kärnten,"81,9",83,"4206,30",4261
Korneuburg,Niederösterreich,"70,1",64,"2824,00",2577
Krems (Land),Niederösterreich,"164,6",93,"3933,60",2222
Krems an der Donau,Niederösterreich,"43,9",11,"3762,60",942
Kufstein,Tirol,87,96,"6173,90",6809
Landeck,Tirol,"33,8",15,"6380,40",2832
Leibnitz,Steiermark,"94,4",80,"4122,40",3494
Leoben,Steiermark,"46,9",28,"3758,80",2244
Lienz,Tirol,"311,9",152,"6282,60",3062
Liezen,Steiermark,"149,4",119,"4640,20",3696
Lilienfeld,Niederösterreich,"70,2",18,"4053,80",1040
Linz,Oberösterreich,"47,9",99,"4519,50",9337
Linz-Land,Oberösterreich,"67,4",102,"4586,10",6942
Mattersburg,Burgenland,"69,9",28,"3441,40",1378
Melk,Niederösterreich,"71,6",56,"4483,90",3506
Mistelbach,Niederösterreich,"72,7",55,"2404,00",1818
Mödling,Niederösterreich,"73,9",88,"3170,90",3777
Murau,Steiermark,"83,5",23,"4324,10",1191
Murtal,Steiermark,"117,2",84,"4506,40",3231
Neunkirchen,Niederösterreich,"69,5",60,"3817,30",3296
Neusiedl am See,Burgenland,90,54,"3230,50",1938
Oberpullendorf,Burgenland,"64,2",24,"4028,50",1506
Oberwart,Burgenland,"73,8",40,"3775,50",2046
Perg,Oberösterreich,"124,7",86,"5725,80",3949
Reutte,Tirol,"79,2",26,"3556,90",1168
Ried im Innkreis,Oberösterreich,"126,4",78,"6586,20",4063
Rohrbach,Oberösterreich,"65,4",37,"7401,20",4185
Rust,Burgenland,"151,5",3,"3333,30",66
Salzburg,Salzburg,"180,6",280,"4974,20",7711
Salzburg-Umgebung,Salzburg,"147,2",226,"5453,10",8370
Sankt Johann im Pongau,Salzburg,"284,5",231,"7855,30",6378
Sankt Pölten,Niederösterreich,"57,6",32,"4319,60",2398
Sankt Pölten (Land),Niederösterreich,"68,3",90,"3574,80",4709
Sankt Veit an der Glan,Kärnten,96,52,"5112,00",2770
Schärding,Oberösterreich,"97,6",56,"6910,50",3966
Scheibbs,Niederösterreich,169,70,"5773,40",2391
Schwaz,Tirol,"227,7",192,"8728,90",7361
Spittal an der Drau,Kärnten,"297,9",226,"3964,80",3008
Steyr,Oberösterreich,"26,3",10,"4393,50",1672
Steyr-Land,Oberösterreich,"46,1",28,"5360,90",3255
Südoststeiermark,Steiermark,"276,1",232,"4342,20",3649
Tamsweg,Salzburg,"459,2",93,"9313,10",1886
Tulln,Niederösterreich,"104,2",109,"3359,70",3514
Urfahr-Umgebung,Oberösterreich,"62,8",54,"5635,70",4847
Villach Land,Kärnten,"173,3",112,"4272,80",2761
Villach Stadt,Kärnten,"84,3",53,"3665,60",2305
Vöcklabruck,Oberösterreich,"125,3",172,"5394,90",7407
Voitsberg,Steiermark,"107,8",55,"4200,30",2144
Völkermarkt,Kärnten,"105,1",44,"6093,80",2551
Waidhofen an der Thaya,Niederösterreich,"70,1",18,"3714,70",954
Waidhofen an der Ybbs,Niederösterreich,"115,8",13,"5471,40",614
Weiz,Steiermark,"102,6",93,"3458,20",3135
Wels,Oberösterreich,"129,7",81,"5484,20",3426
Wels-Land,Oberösterreich,"67,8",50,"4597,60",3392
Wien,Wien,"90,8",#ERROR!,"4220,70",80666
Wiener Neustadt,Niederösterreich,"154,9",71,"4203,10",1926
Wiener Neustadt (Land),Niederösterreich,"108,5",85,"3349,60",2623
Wolfsberg,Kärnten,"66,5",35,"4849,20",2551
Zell am See,Salzburg,"101,6",89,"5909,10",5178
Zwettl,Niederösterreich,"200,1",84,"5118,30",2149
