Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;7661;23;149
Rust(Stadt);102;2000;934;2;9
Eisenstadt-Umgebung;103;43861;21998;70;459
Güssing;104;25770;12765;96;299
Jennersdorf;105;17109;8048;42;112
Mattersburg;106;40316;19716;82;387
Neusiedl am See;107;60397;30591;85;768
Oberpullendorf;108;37453;18215;63;455
Oberwart;109;54209;26038;145;492
Klagenfurt Stadt;201;101765;44876;276;819
Villach Stadt;202;63236;27802;172;383
Hermagor;203;18052;8745;61;125
Klagenfurt Land;204;60503;28073;126;421
Sankt Veit an der Glan;205;53880;25565;165;333
Spittal an der Drau;206;75628;36633;265;394
Villach Land;207;64920;30658;195;368
Völkermarkt;208;41834;21165;121;254
Wolfsberg;209;52488;24956;180;340
Feldkirchen;210;29783;14183;82;183
Krems an der Donau(Stadt);301;24837;11839;72;186
Sankt Pölten(Stadt);302;55878;28266;139;483
Waidhofen an der Ybbs(Stadt);303;11134;6496;40;73
Wiener Neustadt(Stadt);304;46456;24049;181;444
Amstetten;305;116592;71596;306;867
Baden;306;147113;74575;319;1596
Bruck an der Leitha;307;105507;53182;216;1233
Gänserndorf;308;105824;50842;171;1107
Gmünd;309;36275;17970;152;274
Hollabrunn;310;51332;23908;92;543
Horn;311;30838;14876;60;237
Korneuburg;312;91777;43726;141;1081
Krems(Land);313;56559;29840;99;473
Lilienfeld;314;25474;14174;113;167
Melk;315;78281;46139;296;598
Mistelbach;316;75655;36207;101;888
Mödling;317;119240;57353;269;1267
Neunkirchen;318;86323;44040;248;867
Sankt Pölten(Land);319;132064;69920;300;1129
Scheibbs;320;41567;25521;95;317
Tulln;321;105762;51194;206;1074
Waidhofen an der Thaya;322;25531;12925;68;246
Wiener Neustadt(Land);323;79033;41664;197;777
Zwettl;325;41827;23832;84;305
Linz(Stadt);401;206537;97577;428;1890
Steyr(Stadt);402;37952;18054;67;269
Wels(Stadt);403;62654;32246;155;410
Braunau am Inn;404;106492;63494;254;833
Eferding;405;33368;18020;73;337
Freistadt;406;66922;38742;183;666
Gmunden;407;102102;56286;233;860
Grieskirchen;408;65137;37894;144;536
Kirchdorf an der Krems;409;57163;31128;147;478
Linz-Land;410;152391;78767;278;1412
Perg;411;69241;40333;150;513
Ried im Innkreis;412;61850;36271;166;671
Rohrbach;413;56623;32821;158;606
Schärding;414;57438;32277;154;474
Steyr-Land;415;60936;33807;146;552
Urfahr-Umgebung;416;86235;48422;155;1017
Vöcklabruck;417;137993;80326;326;1214
Wels-Land;418;74574;42580;116;652
Salzburg(Stadt);501;155416;82419;289;1581
Hallein;502;60992;38140;139;424
Salzburg-Umgebung;503;154624;95712;300;1557
Sankt Johann im Pongau;504;81392;48831;187;634
Tamsweg;505;20118;11529;64;177
Zell am See;506;88168;47363;186;671
Graz(Stadt);601;291134;132750;536;2697
Deutschlandsberg;603;60871;29730;178;337
Graz-Umgebung;606;157853;77153;415;1291
Leibnitz;610;85294;42091;182;534
Leoben;611;59151;24911;185;363
Liezen;612;79592;38409;217;508
Murau;614;27449;12364;60;167
Voitsberg;616;50947;23204;179;243
Weiz;617;90916;47032;252;570
Murtal;620;71356;32336;270;514
Bruck-Mürzzuschlag;621;98054;41730;353;587
Hartberg-Fürstenfeld;622;90619;44590;304;604
Südoststeiermark;623;83841;41002;288;565
Innsbruck-Stadt;701;131059;67407;225;1280
Imst;702;60922;35594;86;437
Innsbruck-Land;703;181698;99072;264;1706
Kitzbühel;704;64676;34123;98;400
Kufstein;705;111080;62541;238;828
Landeck;706;44346;26984;85;356
Lienz;707;48814;27664;136;423
Reutte;708;33054;17622;25;277
Schwaz;709;84456;44970;207;636
Bludenz;801;64368;36922;87;548
Bregenz;802;135310;73413;226;1137
Dornbirn;803;90502;50179;162;722
Feldkirch;804;109057;61258;168;984
Wien;900;1920949;1024686;4058;24153
