Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"325,3",379,"5431,70",6329
Baden,Niederösterreich,169,248,"3029,60",4446
Bludenz,Vorarlberg,"123,20",79,"4433,20",2842
Braunau am Inn,Oberösterreich,"138,3",146,"4186,50",4419
Bregenz,Vorarlberg,"160,8",217,"4594,50",6202
Bruck an der Leitha,Niederösterreich,"112,8",117,"2753,20",2856
Bruck-Mürzzuschlag,Steiermark,"121,6",120,"3730,60",3682
Deutschlandsberg,Steiermark,"277,70",169,"3116,60",1897
Dornbirn,Vorarlberg,268,241,"5680,00",5107
Eferding,Oberösterreich,"81,4",27,6113,2028
Eisenstadt,Burgenland,270,40,"3496,20",518
Eisenstadt-Umgebung,Burgenland,"134,10",58,"2909,60",1258
Feldkirch,Vorarlberg,"194,2",210,"4943,00",5345
Feldkirchen,Kärnten,"294,3",88,"4314,10",1290
Freistadt,Oberösterreich,"194,4",130,"5450,10",3644
Gänserndorf,Niederösterreich,"176,60",185,"2259,00",2367
Gmünd,Niederösterreich,"147,7",54,"4139,20",1513
Gmunden,Oberösterreich,"255,30",260,"4581,80",4667
Graz,Steiermark,"112,7",328,"3119,20",9079
Graz-Umgebung,Steiermark,"134,60",210,"3073,60",4797
Grieskirchen,Oberösterreich,"189,6",123,"5831,20",3783
Güssing,Burgenland,"194,60",50,"3712,20",954
Hallein,Salzburg,"586,9",357,"6479,40",3941
Hartberg-Fürstenfeld,Steiermark,"153,4",139,"4082,50",3699
Hermagor,Kärnten,"470,8",85,"5256,50",949
Hollabrunn,Niederösterreich,"58,8",30,"2312,20",1180
Horn,Niederösterreich,"77,6",24,"2017,10",624
Imst,Tirol,"175,3",106,"5018,70",3035
Innsbruck-Land,Tirol,"143,5",259,"5051,70",9116
Innsbruck-Stadt,Tirol,"86,4",114,"4853,70",6405
Jennersdorf,Burgenland,"99,4",17,"3708,30",634
Kirchdorf an der Krems,Oberösterreich,205,117,"4240,30",2420
Kitzbühel,Tirol,"235,3",151,"4304,30",2762
Klagenfurt Land,Kärnten,"223,3",134,"3889,10",2334
Klagenfurt Stadt,Kärnten,"169,8",172,"3839,10",3889
Korneuburg,Niederösterreich,"73,4",67,"2525,90",2305
Krems (Land),Niederösterreich,"86,7",49,"3448,60",1948
Krems an der Donau,Niederösterreich,"115,8",29,"3495,00",875
Kufstein,Tirol,"146,9",162,"5778,60",6373
Landeck,Tirol,"313,2",139,"5986,10",2657
Leibnitz,Steiermark,"168,7",143,"3642,20",3087
Leoben,Steiermark,"92,1",55,"3433,80",2050
Lienz,Tirol,"194,9",95,"5367,50",2616
Liezen,Steiermark,"278,7",222,"3796,50",3024
Lilienfeld,Niederösterreich,"74,1",19,"3734,20",958
Linz,Oberösterreich,"125,4",259,"4208,20",8694
Linz-Land,Oberösterreich,"93,8",142,"4219,40",6387
Mattersburg,Burgenland,"89,9",36,"2959,40",1185
Melk,Niederösterreich,"139,4",109,"4042,70",3161
Mistelbach,Niederösterreich,"112,4",85,"2062,80",1560
Mödling,Niederösterreich,"103,3",123,"2835,10",3377
Murau,Steiermark,"210,6",58,"3739,60",1030
Murtal,Steiermark,"256,6",184,"3906,70",2801
Neunkirchen,Niederösterreich,"189,9",164,"3288,00",2839
Neusiedl am See,Burgenland,175,105,"2732,10",1639
Oberpullendorf,Burgenland,"133,7",50,"3656,60",1367
Oberwart,Burgenland,"70,1",38,"3478,40",1885
Perg,Oberösterreich,"198,6",137,"5215,50",3597
Reutte,Tirol,"149,2",49,"2987,40",981
Ried im Innkreis,Oberösterreich,"220,5",136,"5971,80",3684
Rohrbach,Oberösterreich,"215,8",122,"6913,10",3909
Rust,Burgenland,"505,1",10,"3030,30",60
Salzburg,Salzburg,"262,5",407,"4152,30",6437
Salzburg-Umgebung,Salzburg,"314,7",483,"4763,80",7312
Sankt Johann im Pongau,Salzburg,"386,7",314,"6709,90",5448
Sankt Pölten,Niederösterreich,"102,7",57,"3991,80",2216
Sankt Pölten (Land),Niederösterreich,"126,8",167,"3261,20",4296
Sankt Veit an der Glan,Kärnten,"252,8",137,"4421,80",2396
Schärding,Oberösterreich,"243,9",140,"6354,70",3647
Scheibbs,Niederösterreich,"188,3",78,"5022,50",2080
Schwaz,Tirol,"188,5",159,"8067,20",6803
Spittal an der Drau,Kärnten,"271,5",206,"2769,30",2101
Steyr,Oberösterreich,"123,5",47,"4159,70",1583
Steyr-Land,Oberösterreich,"136,7",83,"5005,20",3039
Südoststeiermark,Steiermark,"140,4",118,"3593,70",3020
Tamsweg,Salzburg,"592,6",120,"7347,80",1488
Tulln,Niederösterreich,"140,5",147,"2854,90",2986
Urfahr-Umgebung,Oberösterreich,"81,4",70,"5403,20",4647
Villach Land,Kärnten,"168,7",109,"3579,50",2313
Villach Stadt,Kärnten,"174,9",110,"3328,50",2093
Vöcklabruck,Oberösterreich,"259,3",356,"4901,80",6730
Voitsberg,Steiermark,"88,2",45,"3757,50",1918
Völkermarkt,Kärnten,"238,9",100,"5530,10",2315
Waidhofen an der Thaya,Niederösterreich,"85,7",22,"3278,60",842
Waidhofen an der Ybbs,Niederösterreich,"552,5",62,"4642,70",521
Weiz,Steiermark,"110,3",100,"3086,50",2798
Wels,Oberösterreich,"86,4",54,"4960,80",3099
Wels-Land,Oberösterreich,"173,5",128,"4193,70",3094
Wien,Wien,"120,9",#ERROR!,"3828,60",73172
Wiener Neustadt,Niederösterreich,"146,2",67,"3517,90",1612
Wiener Neustadt (Land),Niederösterreich,"154,5",121,"2805,60",2197
Wolfsberg,Kärnten,"184,4",97,"4421,50",2326
Zell am See,Salzburg,"327,5",287,"5151,30",4514
Zwettl,Niederösterreich,"192,9",81,"4120,30",1730
