Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"119,3",139,"6059,90",7061
Baden,Niederösterreich,"119,9",176,"3652,40",5360
Bludenz,Vorarlberg,"118,6",76,"5021,30",3219
Braunau am Inn,Oberösterreich,"136,4",144,"4847,80",5117
Bregenz,Vorarlberg,103,139,"5159,80",6965
Bruck an der Leitha,Niederösterreich,79,82,"3152,30",3270
Bruck-Mürzzuschlag,Steiermark,"92,2",91,"4174,40",4120
Deutschlandsberg,Steiermark,"162,6",99,"3803,40",2315
Dornbirn,Vorarlberg,139,125,"6360,70",5719
Eferding,Oberösterreich,"126,6",42,"6546,50",2172
Eisenstadt,Burgenland,"20,2",3,"3820,20",566
Eisenstadt-Umgebung,Burgenland,"53,2",23,"3212,60",1389
Feldkirch,Vorarlberg,"85,1",92,"5567,20",6020
Feldkirchen,Kärnten,"137,1",41,"5217,00",1560
Freistadt,Oberösterreich,"74,8",50,"5952,60",3980
Gänserndorf,Niederösterreich,"172,7",181,"2829,70",2965
Gmünd,Niederösterreich,"90,3",33,"4612,50",1686
Gmunden,Oberösterreich,"146,3",149,"5321,10",5420
Graz,Steiermark,77,224,"3468,90",10097
Graz-Umgebung,Steiermark,"81,4",127,"3479,20",5430
Grieskirchen,Oberösterreich,"117,1",76,"6381,50",4140
Güssing,Burgenland,"186,8",48,"4576,10",1176
Hallein,Salzburg,"236,7",144,"7745,30",4711
Hartberg-Fürstenfeld,Steiermark,"124,7",113,"4615,60",4182
Hermagor,Kärnten,"249,3",45,"6585,80",1189
Hollabrunn,Niederösterreich,"72,5",37,"2574,80",1314
Horn,Niederösterreich,"164,9",51,"2372,60",734
Imst,Tirol,"49,6",30,"5417,20",3276
Innsbruck-Land,Tirol,"61,5",111,"5393,60",9733
Innsbruck-Stadt,Tirol,"53,8",71,"5128,00",6767
Jennersdorf,Burgenland,"204,7",35,"4451,10",761
Kirchdorf an der Krems,Oberösterreich,"71,8",41,"4864,10",2776
Kitzbühel,Tirol,"112,2",72,"5078,90",3259
Klagenfurt Land,Kärnten,"156,6",94,"4612,30",2768
Klagenfurt Stadt,Kärnten,80,81,"4231,00",4286
Korneuburg,Niederösterreich,"78,9",72,"2840,40",2592
Krems (Land),Niederösterreich,"164,6",93,"3960,20",2237
Krems an der Donau,Niederösterreich,"35,9",9,"3774,60",945
Kufstein,Tirol,"89,8",99,"6212,90",6852
Landeck,Tirol,"45,1",20,"6414,20",2847
Leibnitz,Steiermark,"114,4",97,"4161,40",3527
Leoben,Steiermark,67,40,"3787,30",2261
Lienz,Tirol,"334,4",163,"6389,30",3114
Liezen,Steiermark,"140,6",112,"4677,80",3726
Lilienfeld,Niederösterreich,"50,7",13,"4065,50",1043
Linz,Oberösterreich,"54,7",113,"4540,30",9380
Linz-Land,Oberösterreich,"64,7",98,"4601,30",6965
Mattersburg,Burgenland,"59,9",24,"3451,40",1382
Melk,Niederösterreich,"79,3",62,"4505,60",3523
Mistelbach,Niederösterreich,"80,7",61,"2427,80",1836
Mödling,Niederösterreich,"73,9",88,"3193,60",3804
Murau,Steiermark,"87,1",24,"4356,80",1200
Murtal,Steiermark,"86,5",62,"4524,50",3244
Neunkirchen,Niederösterreich,"76,4",66,"3840,50",3316
Neusiedl am See,Burgenland,"73,3",44,"3250,50",1950
Oberpullendorf,Burgenland,"48,1",18,"4049,90",1514
Oberwart,Burgenland,"68,3",37,"3810,50",2065
Perg,Oberösterreich,"111,6",77,"5746,10",3963
Reutte,Tirol,"149,2",49,"3639,10",1195
Ried im Innkreis,Oberösterreich,"123,2",76,"6618,60",4083
Rohrbach,Oberösterreich,"54,8",31,"7411,80",4191
Rust,Burgenland,"151,5",3,"3383,80",67
Salzburg,Salzburg,"165,1",256,"5012,90",7771
Salzburg-Umgebung,Salzburg,"138,8",213,"5492,80",8431
Sankt Johann im Pongau,Salzburg,"252,5",205,"7937,80",6445
Sankt Pölten,Niederösterreich,"57,6",32,"4328,60",2403
Sankt Pölten (Land),Niederösterreich,"70,6",93,"3595,30",4736
Sankt Veit an der Glan,Kärnten,"86,7",47,"5134,20",2782
Schärding,Oberösterreich,"104,5",60,"6940,10",3983
Scheibbs,Niederösterreich,"137,6",57,"5804,80",2404
Schwaz,Tirol,"213,4",180,"8755,00",7383
Spittal an der Drau,Kärnten,"279,4",212,"4039,90",3065
Steyr,Oberösterreich,"26,3",10,"4401,40",1675
Steyr-Land,Oberösterreich,"49,4",30,"5374,10",3263
Südoststeiermark,Steiermark,"249,9",210,"4389,80",3689
Tamsweg,Salzburg,"419,7",85,"9416,80",1907
Tulln,Niederösterreich,"90,8",95,"3375,00",3530
Urfahr-Umgebung,Oberösterreich,"66,3",57,"5654,30",4863
Villach Land,Kärnten,"140,8",91,"4308,40",2784
Villach Stadt,Kärnten,"109,7",69,"3697,40",2325
Vöcklabruck,Oberösterreich,"112,2",154,"5415,30",7435
Voitsberg,Steiermark,"82,3",42,"4219,90",2154
Völkermarkt,Kärnten,"88,4",37,"6115,30",2560
Waidhofen an der Thaya,Niederösterreich,"58,4",15,"3718,60",955
Waidhofen an der Ybbs,Niederösterreich,"115,8",13,"5498,10",617
Weiz,Steiermark,139,126,"3514,50",3186
Wels,Oberösterreich,"108,9",68,"5497,00",3434
Wels-Land,Oberösterreich,"71,8",53,"4634,20",3419
Wien,Wien,"94,6",#ERROR!,"4246,00",81149
Wiener Neustadt,Niederösterreich,"133,1",61,"4220,60",1934
Wiener Neustadt (Land),Niederösterreich,"108,5",85,"3368,80",2638
Wolfsberg,Kärnten,"60,8",32,"4858,70",2556
Zell am See,Salzburg,"83,3",73,"5925,00",5192
Zwettl,Niederösterreich,181,76,"5156,40",2165
