Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"7,7",9,"8620,70",10051
Baden,Niederösterreich,"5,4",8,"6783,20",9979
Bludenz,Vorarlberg,"3,1",2,"6604,20",4251
Braunau am Inn,Oberösterreich,"7,5",8,"8701,10",9266
Bregenz,Vorarlberg,"4,4",6,"7350,50",9946
Bruck an der Leitha,Niederösterreich,"10,4",11,"5839,40",6161
Bruck-Mürzzuschlag,Steiermark,2,2,"6233,30",6112
Deutschlandsberg,Steiermark,"3,3",2,"6691,20",4073
Dornbirn,Vorarlberg,"3,3",3,"8561,10",7748
Eferding,Oberösterreich,3,1,"8415,20",2808
Eisenstadt,Burgenland,"20,1",3,"6646,50",990
Eisenstadt-Umgebung,Burgenland,"31,9",14,"5458,20",2394
Feldkirch,Vorarlberg,"2,8",3,"7641,90",8334
Feldkirchen,Kärnten,0,±0,"8098,60",2412
Freistadt,Oberösterreich,0,±0,"8282,80",5543
Gänserndorf,Niederösterreich,"11,3",12,"5705,70",6038
Gmünd,Niederösterreich,"5,5",2,"7572,70",2747
Gmunden,Oberösterreich,"4,9",5,"7681,50",7843
Graz,Steiermark,"8,2",24,"5614,30",16345
Graz-Umgebung,Steiermark,"5,1",8,"5572,30",8796
Grieskirchen,Oberösterreich,"4,6",3,"8027,70",5229
Güssing,Burgenland,"7,8",2,"7132,30",1838
Hallein,Salzburg,"8,2",5,"10999,80",6709
Hartberg-Fürstenfeld,Steiermark,0,±0,"8166,10",7400
Hermagor,Kärnten,0,±0,"10458,70",1888
Hollabrunn,Niederösterreich,"1,9",1,"5135,20",2636
Horn,Niederösterreich,0,±0,"4987,40",1538
Imst,Tirol,0,±0,"9016,40",5493
Innsbruck-Land,Tirol,"9,9",18,"7680,30",13955
Innsbruck-Stadt,Tirol,"4,6",6,"7505,00",9836
Jennersdorf,Burgenland,0,±0,"7621,70",1304
Kirchdorf an der Krems,Oberösterreich,7,4,"7434,90",4250
Kitzbühel,Tirol,"4,6",3,"6945,40",4492
Klagenfurt Land,Kärnten,"1,7",1,"6940,20",4199
Klagenfurt Stadt,Kärnten,"17,7",18,"6175,00",6284
Korneuburg,Niederösterreich,"7,6",7,"4782,20",4389
Krems (Land),Niederösterreich,"5,3",3,"5873,50",3322
Krems an der Donau,Niederösterreich,4,1,"5656,90",1405
Kufstein,Tirol,"2,7",3,"8464,20",9402
Landeck,Tirol,"11,3",5,"8339,00",3698
Leibnitz,Steiermark,"5,9",5,"6943,00",5922
Leoben,Steiermark,"3,4",2,"5687,10",3364
Lienz,Tirol,"6,1",3,"10906,70",5324
Liezen,Steiermark,0,±0,"6851,20",5453
Lilienfeld,Niederösterreich,"11,8",3,"6653,80",1695
Linz,Oberösterreich,"13,1",27,"6721,30",13882
Linz-Land,Oberösterreich,"11,8",18,"6707,70",10222
Mattersburg,Burgenland,"7,4",3,"5727,30",2309
Melk,Niederösterreich,0,±0,"7407,90",5799
Mistelbach,Niederösterreich,0,±0,"5001,70",3784
Mödling,Niederösterreich,"13,4",16,"5413,50",6455
Murau,Steiermark,0,±0,"7264,40",1994
Murtal,Steiermark,"1,4",1,"7171,10",5117
Neunkirchen,Niederösterreich,"1,2",1,"6936,70",5988
Neusiedl am See,Burgenland,"9,9",6,"5435,70",3283
Oberpullendorf,Burgenland,"5,3",2,"5983,50",2241
Oberwart,Burgenland,"3,7",2,"6807,00",3690
Perg,Oberösterreich,"1,4",1,"8518,10",5898
Reutte,Tirol,"27,2",9,"6135,40",2028
Ried im Innkreis,Oberösterreich,"3,2",2,"9705,70",6003
Rohrbach,Oberösterreich,"1,8",1,"9045,80",5122
Rust,Burgenland,50,1,"3850,00",77
