Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;1008;11;11
Rust(Stadt);102;2000;78;0;0
Eisenstadt-Umgebung;103;43861;2472;25;21
Güssing;104;25770;1880;57;15
Jennersdorf;105;17109;1322;26;3
Mattersburg;106;40316;2398;34;41
Neusiedl am See;107;60397;3352;42;24
Oberpullendorf;108;37453;2292;41;16
Oberwart;109;54209;3779;95;24
Klagenfurt Stadt;201;101765;6568;159;62
Villach Stadt;202;63236;4077;68;40
Hermagor;203;18052;1941;30;8
Klagenfurt Land;204;60503;4273;67;26
Sankt Veit an der Glan;205;53880;4086;100;26
Spittal an der Drau;206;75628;6058;124;65
Villach Land;207;64920;4609;87;20
Völkermarkt;208;41834;3762;62;17
Wolfsberg;209;52488;3548;73;23
Feldkirchen;210;29783;2476;52;28
Krems an der Donau(Stadt);301;24837;1441;31;18
Sankt Pölten(Stadt);302;55878;4123;59;56
Waidhofen an der Ybbs(Stadt);303;11134;925;14;1
Wiener Neustadt(Stadt);304;46456;4033;88;53
Amstetten;305;116592;10297;133;74
Baden;306;147113;10334;134;127
Bruck an der Leitha;307;105507;6386;94;67
Gänserndorf;308;105824;6299;72;85
Gmünd;309;36275;2776;44;17
Hollabrunn;310;51332;2730;54;31
Horn;311;30838;1597;27;31
Korneuburg;312;91777;4635;52;70
Krems(Land);313;56559;3393;41;24
Lilienfeld;314;25474;1754;50;20
Melk;315;78281;5935;102;30
Mistelbach;316;75655;3865;34;31
Mödling;317;119240;6756;126;64
Neunkirchen;318;86323;6222;102;107
Sankt Pölten(Land);319;132064;8271;141;92
Scheibbs;320;41567;3871;44;21
Tulln;321;105762;5681;97;74
Waidhofen an der Thaya;322;25531;1699;14;3
Wiener Neustadt(Land);323;79033;5453;96;58
Zwettl;325;41827;3378;39;8
Linz(Stadt);401;206537;14690;224;330
Steyr(Stadt);402;37952;2588;20;50
Wels(Stadt);403;62654;6023;83;158
Braunau am Inn;404;106492;9560;111;116
Eferding;405;33368;2954;37;67
Freistadt;406;66922;5630;93;16
Gmunden;407;102102;8170;113;125
Grieskirchen;408;65137;5420;75;56
Kirchdorf an der Krems;409;57163;4509;85;50
Linz-Land;410;152391;10732;91;160
Perg;411;69241;6062;77;49
Ried im Innkreis;412;61850;6166;102;61
Rohrbach;413;56623;5185;97;23
Schärding;414;57438;5407;73;34
Steyr-Land;415;60936;4474;71;39
Urfahr-Umgebung;416;86235;6305;76;39
Vöcklabruck;417;137993;11923;163;177
Wels-Land;418;74574;5962;64;83
Salzburg(Stadt);501;155416;12387;144;170
Hallein;502;60992;6890;66;49
Salzburg-Umgebung;503;154624;12932;126;137
Sankt Johann im Pongau;504;81392;9945;114;62
Tamsweg;505;20118;2511;43;8
Zell am See;506;88168;7769;106;95
Graz(Stadt);601;291134;17463;314;404
Deutschlandsberg;603;60871;4189;112;24
Graz-Umgebung;606;157853;9254;254;108
Leibnitz;610;85294;6074;112;36
Leoben;611;59151;3481;113;29
Liezen;612;79592;5686;114;119
Murau;614;27449;2030;30;2
Voitsberg;616;50947;3506;120;13
Weiz;617;90916;6332;147;56
Murtal;620;71356;5245;174;47
Bruck-Mürzzuschlag;621;98054;6299;251;53
Hartberg-Fürstenfeld;622;90619;7522;189;25
Südoststeiermark;623;83841;6127;172;29
Innsbruck-Stadt;701;131059;10201;98;114
Imst;702;60922;5639;39;44
Innsbruck-Land;703;181698;14348;137;112
Kitzbühel;704;64676;4648;43;20
Kufstein;705;111080;9748;138;116
Landeck;706;44346;3797;49;33
Lienz;707;48814;5932;47;94
Reutte;708;33054;2145;6;11
Schwaz;709;84456;9156;132;49
Bludenz;801;64368;4440;48;79
Bregenz;802;135310;10415;107;145
Dornbirn;803;90502;8026;76;94
Feldkirch;804;109057;8731;76;110
Wien;900;1920949;146648;2372;2388
