Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"250,6",292,"7758,30",9040
Baden,Niederösterreich,"203,7",299,"6201,70",9101
Bludenz,Vorarlberg,"154,4",99,"5896,40",3780
Braunau am Inn,Oberösterreich,"336,3",355,"7582,90",8004
Bregenz,Vorarlberg,"154,1",208,"5976,10",8067
Bruck an der Leitha,Niederösterreich,"193,8",201,"5232,60",5428
Bruck-Mürzzuschlag,Steiermark,"106,4",105,"5649,60",5576
Deutschlandsberg,Steiermark,138,84,"5564,60",3387
Dornbirn,Vorarlberg,"161,3",145,"7368,30",6625
Eferding,Oberösterreich,"201,9",67,"7812,40",2592
Eisenstadt,Burgenland,"168,7",25,"6000,30",889
Eisenstadt-Umgebung,Burgenland,"168,8",73,"5039,80",2179
Feldkirch,Vorarlberg,"129,5",140,"6581,70",7117
Feldkirchen,Kärnten,"257,5",77,"7073,10",2115
Freistadt,Oberösterreich,178,119,"7496,10",5012
Gänserndorf,Niederösterreich,"185,1",194,"4952,20",5189
Gmünd,Niederösterreich,"210,7",77,"6823,00",2494
Gmunden,Oberösterreich,"255,3",260,"7069,60",7201
Graz,Steiermark,"118,2",344,"4745,20",13812
Graz-Umgebung,Steiermark,141,220,"4853,60",7575
Grieskirchen,Oberösterreich,"106,4",69,"7374,20",4784
Güssing,Burgenland,"120,6",31,"6661,70",1712
Hallein,Salzburg,"179,2",109,"9798,80",5960
Hartberg-Fürstenfeld,Steiermark,"197,6",179,"7147,40",6476
Hermagor,Kärnten,"127,4",23,"10158,40",1834
Hollabrunn,Niederösterreich,"148,9",76,"4597,00",2346
Horn,Niederösterreich,"168,1",52,"4247,50",1314
Imst,Tirol,"147,2",89,"7188,20",4347
Innsbruck-Land,Tirol,"188,4",340,"6671,00",12038
Innsbruck-Stadt,Tirol,"212,9",281,"6348,80",8378
Jennersdorf,Burgenland,"163,8",28,"7094,80",1213
Kirchdorf an der Krems,Oberösterreich,184,105,"6751,20",3853
Kitzbühel,Tirol,"137,1",88,"6430,00",4126
Klagenfurt Land,Kärnten,"153,3",92,"6188,60",3714
Klagenfurt Stadt,Kärnten,"198,4",201,"5627,80",5701
Korneuburg,Niederösterreich,"116,2",106,"4382,30",3999
Krems (Land),Niederösterreich,"129,2",73,"5270,20",2977
Krems an der Donau,Niederösterreich,"107,8",27,"4976,80",1246
Kufstein,Tirol,"180,4",199,"7691,70",8483
Landeck,Tirol,"105,9",47,"7588,00",3368
Leibnitz,Steiermark,"188,8",160,"6132,90",5198
Leoben,Steiermark,"144,1",86,"5113,90",3053
Lienz,Tirol,"449,3",219,"9551,10",4655
Liezen,Steiermark,"202,1",161,"6205,70",4943
Lilienfeld,Niederösterreich,"175,4",45,"5644,10",1448
Linz,Oberösterreich,"187,8",388,"5726,70",11831
Linz-Land,Oberösterreich,"201,5",305,"5912,60",8950
Mattersburg,Burgenland,"157,3",63,"5272,00",2111
Melk,Niederösterreich,"251,9",197,"6603,10",5163
Mistelbach,Niederösterreich,"145,5",110,"4555,40",3445
Mödling,Niederösterreich,"172,1",205,"4951,50",5898
Murau,Steiermark,"232,4",64,"6081,40",1675
Murtal,Steiermark,"239,9",172,"5891,40",4224
Neunkirchen,Niederösterreich,"191,1",165,"6366,50",5497
