Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"120,2",140,"8341,10",9719
Baden,Niederösterreich,"71,5",105,"6602,30",9689
Bludenz,Vorarlberg,"109,2",70,"6269,20",4019
Braunau am Inn,Oberösterreich,"188,5",199,"8385,40",8851
Bregenz,Vorarlberg,"252,6",341,"6808,10",9190
Bruck an der Leitha,Niederösterreich,"77,1",80,"5723,20",5937
Bruck-Mürzzuschlag,Steiermark,"83,1",82,"5971,80",5894
Deutschlandsberg,Steiermark,207,126,"6354,80",3868
Dornbirn,Vorarlberg,208,187,"8079,00",7264
Eferding,Oberösterreich,"96,4",32,"8219,30",2727
Eisenstadt,Burgenland,"60,7",9,"6351,20",941
Eisenstadt-Umgebung,Burgenland,"87,9",38,"5379,80",2326
Feldkirch,Vorarlberg,"211,8",229,"7287,30",7880
Feldkirchen,Kärnten,"173,9",52,"7765,40",2322
Freistadt,Oberösterreich,"137,6",92,"8025,60",5366
Gänserndorf,Niederösterreich,"77,3",81,"5399,80",5658
Gmünd,Niederösterreich,"71,1",26,"7263,40",2655
Gmunden,Oberösterreich,"104,1",106,"7470,10",7609
Graz,Steiermark,"151,2",440,"5334,80",15528
Graz-Umgebung,Steiermark,"126,9",198,"5362,30",8369
Grieskirchen,Oberösterreich,"141,8",92,"7876,70",5110
Güssing,Burgenland,109,28,"7093,70",1823
Hallein,Salzburg,"254,8",155,"10661,90",6485
Hartberg-Fürstenfeld,Steiermark,213,193,"7837,20",7101
Hermagor,Kärnten,"22,2",4,"10319,00",1863
Hollabrunn,Niederösterreich,"76,4",39,"4973,30",2538
Horn,Niederösterreich,"119,6",37,"4800,20",1485
Imst,Tirol,"274,5",166,"8006,70",4842
Innsbruck-Land,Tirol,"160,7",290,"7334,90",13236
Innsbruck-Stadt,Tirol,"190,2",251,"7062,70",9320
Jennersdorf,Burgenland,"128,7",22,"7574,40",1295
Kirchdorf an der Krems,Oberösterreich,"134,9",77,"7145,50",4078
Kitzbühel,Tirol,"77,9",50,"6791,50",4358
Klagenfurt Land,Kärnten,"133,3",80,"6805,10",4084
Klagenfurt Stadt,Kärnten,"123,4",125,"6006,90",6085
Korneuburg,Niederösterreich,"65,8",60,"4623,40",4219
Krems (Land),Niederösterreich,"111,5",63,"5661,50",3198
Krems an der Donau,Niederösterreich,"87,9",22,"5372,30",1345
Kufstein,Tirol,"173,2",191,"8415,30",9281
Landeck,Tirol,"101,4",45,"7959,70",3533
Leibnitz,Steiermark,"166,4",141,"6745,20",5717
Leoben,Steiermark,72,43,"5464,00",3262
Lienz,Tirol,"211,3",103,"10652,90",5192
Liezen,Steiermark,"106,7",85,"6674,00",5316
Lilienfeld,Niederösterreich,"194,9",50,"6131,40",1573
Linz,Oberösterreich,"167,5",346,"6372,40",13165
Linz-Land,Oberösterreich,"156,6",237,"6493,30",9829
Mattersburg,Burgenland,"74,9",30,"5599,10",2242
Melk,Niederösterreich,"103,6",81,"7211,80",5639
Mistelbach,Niederösterreich,"72,7",55,"4846,30",3665
Mödling,Niederösterreich,"44,5",53,"5263,80",6270
Murau,Steiermark,236,65,"6858,40",1889
Murtal,Steiermark,"260,8",187,"6643,10",4763
Neunkirchen,Niederösterreich,"90,3",78,"6768,40",5844
Neusiedl am See,Burgenland,60,36,"5375,90",3225
Oberpullendorf,Burgenland,"29,4",11,"5967,80",2231
Oberwart,Burgenland,107,58,"6676,30",3618
Perg,Oberösterreich,"114,5",79,"8231,40",5677
Reutte,Tirol,"234,5",77,"5944,30",1952
Ried im Innkreis,Oberösterreich,"144,3",89,"9364,60",5777
Rohrbach,Oberösterreich,76,43,"8943,30",5057
Rust,Burgenland,"50,5",1,"3787,90",75
Salzburg,Salzburg,"115,5",179,"7377,70",11437
Salzburg-Umgebung,Salzburg,114,175,"7961,30",12220
Sankt Johann im Pongau,Salzburg,"139,2",113,"11600,60",9419
Sankt Pölten,Niederösterreich,"163,9",91,"6630,80",3681
Sankt Pölten (Land),Niederösterreich,104,137,"5725,40",7542
Sankt Veit an der Glan,Kärnten,"101,5",55,"7112,50",3854
Schärding,Oberösterreich,"109,8",63,"9168,70",5262
Scheibbs,Niederösterreich,"125,6",52,"8972,80",3716
Schwaz,Tirol,"46,2",39,"10640,50",8973
Spittal an der Drau,Kärnten,"250,4",190,"7386,50",5604
Steyr,Oberösterreich,"202,3",77,"6114,70",2327
Steyr-Land,Oberösterreich,"116,9",71,"6805,30",4132
Südoststeiermark,Steiermark,169,142,"6935,10",5828
Tamsweg,Salzburg,"128,4",26,"12108,00",2452
Tulln,Niederösterreich,"61,2",64,"5037,60",5269
Urfahr-Umgebung,Oberösterreich,"70,9",61,"6953,10",5980
Villach Land,Kärnten,99,64,"6704,00",4332
Villach Stadt,Kärnten,"184,5",116,"5960,40",3748
Vöcklabruck,Oberösterreich,"181,4",249,"8167,00",11213
Voitsberg,Steiermark,"186,1",95,"6392,50",3263
Völkermarkt,Kärnten,160,67,"8566,20",3586
Waidhofen an der Thaya,Niederösterreich,"27,3",7,"6502,60",1670
Waidhofen an der Ybbs,Niederösterreich,98,11,"7850,70",881
Weiz,Steiermark,"249,3",226,"6459,70",5856
Wels,Oberösterreich,"214,5",134,"8592,90",5368
Wels-Land,Oberösterreich,"204,7",151,"7395,30",5456
Wien,Wien,"130,2",#ERROR!,"6974,80",133301
Wiener Neustadt,Niederösterreich,"82,9",38,"8319,00",3812
Wiener Neustadt (Land),Niederösterreich,"57,5",45,"6558,80",5136
Wolfsberg,Kärnten,"51,3",27,"6444,00",3390
Zell am See,Salzburg,"93,6",82,"8178,90",7167
Zwettl,Niederösterreich,"64,3",27,"7785,70",3269
