Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"665,1",775,"3265,50",3805
Baden,Niederösterreich,"226,20",332,"2042,20",2997
Bludenz,Vorarlberg,"424,3",272,"3330,40",2135
Braunau am Inn,Oberösterreich,"563,70",595,"2640,40",2787
Bregenz,Vorarlberg,"389,7",526,"3505,50",4732
Bruck an der Leitha,Niederösterreich,"240,00",249,"1917,40",1989
Bruck-Mürzzuschlag,Steiermark,"427,6",422,"2376,00",2345
Deutschlandsberg,Steiermark,"239,90",146,"1693,90",1031
Dornbirn,Vorarlberg,"503,8",453,4399,3955
Eferding,Oberösterreich,"1012,70",336,4961,1646
Eisenstadt,Burgenland,243,36,"2335,30",346
Eisenstadt-Umgebung,Burgenland,"256,7",111,"2102,40",909
Feldkirch,Vorarlberg,"499,4",540,"3586,30",3878
Feldkirchen,Kärnten,"565,2",169,"2330,90",697
Freistadt,Oberösterreich,"489,1",327,"3941,00",2635
Gänserndorf,Niederösterreich,147,154,"1479,30",1550
Gmünd,Niederösterreich,"385,7",141,"2785,00",1018
Gmunden,Oberösterreich,"412,3",420,"2961,00",3016
Graz,Steiermark,"292,4",851,2216,6449
Graz-Umgebung,Steiermark,"328,7",513,"1981,20",3092
Grieskirchen,Oberösterreich,"961,8",624,"4383,80",2844
Güssing,Burgenland,"303,5",78,"2626,60",675
Hallein,Salzburg,"580,4",353,"4106,90",2498
Hartberg-Fürstenfeld,Steiermark,"398,4",361,"2665,40",2415
Hermagor,Kärnten,"537,30",97,"2547,90",460
Hollabrunn,Niederösterreich,"225,3",115,"1843,90",941
Horn,Niederösterreich,"177,8",55,"1448,20",448
Imst,Tirol,"416,7",252,"3568,50",2158
Innsbruck-Land,Tirol,"544,2",982,"3708,40",6692
Innsbruck-Stadt,Tirol,"372,10",491,"4005,70",5286
Jennersdorf,Burgenland,"280,80",48,"2649,60",453
Kirchdorf an der Krems,Oberösterreich,506,289,"2686,10",1533
Kitzbühel,Tirol,"439,50",282,"3123,10",2004
Klagenfurt Land,Kärnten,"469,90",282,"2309,50",1386
Klagenfurt Stadt,Kärnten,"398,80",404,"2502,50",2535
Korneuburg,Niederösterreich,"172,00",157,"1976,90",1804
Krems (Land),Niederösterreich,"306,30",173,"2655,50",1500
Krems an der Donau,Niederösterreich,"439,40",110,"2764,00",692
Kufstein,Tirol,711,784,"4419,40",4874
Landeck,Tirol,"241,10",107,"4472,10",1985
Leibnitz,Steiermark,"333,90",283,"2455,30",2081
Leoben,Steiermark,"435,50",260,"2366,80",1413
Lienz,Tirol,"787,90",384,"3161,80",1541
Liezen,Steiermark,"467,00",372,"2526,00",2012
Lilienfeld,Niederösterreich,"331,30",85,"2623,30",673
Linz,Oberösterreich,"426,90",882,"3135,60",6478
Linz-Land,Oberösterreich,483,731,"3167,10",4794
Mattersburg,Burgenland,"304,70",122,"2030,40",813
Melk,Niederösterreich,"475,80",372,"2554,00",1997
Mistelbach,Niederösterreich,"175,90",133,"1523,30",1152
Mödling,Niederösterreich,"190,60",227,"2042,60",2433
Murau,Steiermark,"551,90",152,"1924,30",530
Murtal,Steiermark,"457,50",328,"2103,30",1508
Neunkirchen,Niederösterreich,"251,30",217,"2007,10",1733
Neusiedl am See,Burgenland,"298,40",179,"1923,70",1154
Oberpullendorf,Burgenland,"486,80",182,"2843,50",1063
Oberwart,Burgenland,"335,80",182,"2745,80",1488
Perg,Oberösterreich,"684,40",472,"3825,00",2638
Reutte,Tirol,"261,90",86,"2009,90",660
Ried im Innkreis,Oberösterreich,"690,50",426,"4608,50",2843
Rohrbach,Oberösterreich,"741,00",419,"5572,60",3151
Rust,Burgenland,"454,50",9,"2323,20",46
Salzburg,Salzburg,"536,10",831,"2736,40",4242
Salzburg-Umgebung,Salzburg,515,791,"3241,90",4976
Sankt Johann im Pongau,Salzburg,"708,20",575,"4754,00",3860
Sankt Pölten,Niederösterreich,"446,70",248,"2676,80",1486
Sankt Pölten (Land),Niederösterreich,"360,6",475,"2304,00",3035
Sankt Veit an der Glan,Kärnten,"751,1",407,"2674,10",1449
Schärding,Oberösterreich,"644,7",370,"4145,20",2379
