Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8710;24;189
Rust(Stadt);102;2021;1060;4;11
Eisenstadt-Umgebung;103;44488;24948;72;465
Güssing;104;25809;14123;100;288
Jennersdorf;105;17216;8926;43;162
Mattersburg;106;40731;22792;83;490
Neusiedl am See;107;61358;35000;87;444
Oberpullendorf;108;37556;21059;63;366
Oberwart;109;54682;29274;145;604
Klagenfurt Stadt;201;103297;51429;289;1225
Villach Stadt;202;64125;31760;174;700
Hermagor;203;18069;9691;62;210
Klagenfurt Land;204;61114;31813;127;659
Sankt Veit an der Glan;205;53953;29263;167;873
Spittal an der Drau;206;75725;40640;271;767
Villach Land;207;65635;34617;197;689
Völkermarkt;208;41947;23982;122;432
Wolfsberg;209;52352;27569;189;431
Feldkirchen;210;29949;15859;83;366
Krems an der Donau(Stadt);301;24930;13257;74;276
Sankt Pölten(Stadt);302;56697;31822;144;590
Waidhofen an der Ybbs(Stadt);303;11187;7242;41;110
Wiener Neustadt(Stadt);304;47407;26767;193;385
Amstetten;305;117442;79437;311;1150
Baden;306;148765;83572;330;1555
Bruck an der Leitha;307;107297;60674;216;1095
Gänserndorf;308;107504;57720;182;995
Gmünd;309;36152;19855;156;367
Hollabrunn;310;51879;27124;98;483
Horn;311;30875;16311;60;395
Korneuburg;312;92442;50385;145;1046
Krems(Land);313;56840;33103;105;661
Lilienfeld;314;25491;15621;113;268
Melk;315;78779;51841;315;818
Mistelbach;316;76641;40935;103;741
Mödling;317;120412;65575;269;1385
Neunkirchen;318;87048;49449;248;893
Sankt Pölten(Land);319;133497;79254;322;1478
Scheibbs;320;41711;28080;94;388
Tulln;321;107723;58639;209;1210
Waidhofen an der Thaya;322;25644;14520;73;283
Wiener Neustadt(Land);323;80020;46471;201;828
Zwettl;325;41757;26361;85;457
Linz(Stadt);401;208445;109729;453;2213
Steyr(Stadt);402;37915;19967;70;378
Wels(Stadt);403;63542;35632;157;607
Braunau am Inn;404;108388;69763;259;1362
Eferding;405;33715;20495;75;454
Freistadt;406;67638;43182;189;743
Gmunden;407;102765;62531;238;1367
Grieskirchen;408;65929;42521;146;962
Kirchdorf an der Krems;409;57882;34678;151;743
Linz-Land;410;154320;88392;289;1849
Perg;411;69905;44832;150;861
Ried im Innkreis;412;62535;40007;169;854
Rohrbach;413;57034;36064;160;713
Schärding;414;57750;36175;155;747
Steyr-Land;415;61494;37804;151;753
Urfahr-Umgebung;416;87466;54580;157;1165
Vöcklabruck;417;139989;89094;334;1846
Wels-Land;418;75514;47444;117;907
Salzburg(Stadt);501;155743;91657;303;1794
Hallein;502;61262;41821;143;861
Salzburg-Umgebung;503;155982;105758;307;2125
Sankt Johann im Pongau;504;81962;53197;188;805
Tamsweg;505;20327;12802;67;203
Zell am See;506;89017;51698;188;888
Graz(Stadt);601;293929;150469;551;3119
Deutschlandsberg;603;61092;32728;179;667
Graz-Umgebung;606;161131;86621;421;1791
Leibnitz;610;86399;46906;186;980
Leoben;611;59341;28020;188;569
Liezen;612;79739;41953;224;812
Murau;614;27343;13681;59;217
Voitsberg;616;51165;25488;184;434
Weiz;617;91844;51188;255;822
Murtal;620;71398;35265;275;547
Bruck-Mürzzuschlag;621;98394;45971;354;778
Hartberg-Fürstenfeld;622;91091;48817;306;831
Südoststeiermark;623;84024;44831;292;790
Innsbruck-Stadt;701;130599;75497;237;1529
Imst;702;61843;38876;88;618
Innsbruck-Land;703;183827;110609;273;2213
Kitzbühel;704;65482;38035;98;822
Kufstein;705;112301;69235;241;1345
Landeck;706;44681;29241;89;454
Lienz;707;48854;31077;142;722
Reutte;708;33427;19624;28;321
Schwaz;709;85478;49365;213;805
Bludenz;801;64943;39939;94;649
Bregenz;802;136369;78544;230;1164
Dornbirn;803;91344;53854;167;687
Feldkirch;804;110547;66632;173;1128
Wien;900;1951354;1171064;4271;18456
