Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"93,5",109,"6478,70",7549
Baden,Niederösterreich,"282,1",414,"4534,90",6655
Bludenz,Vorarlberg,"88,9",57,"5417,50",3473
Braunau am Inn,Oberösterreich,"263,4",278,"5804,70",6127
Bregenz,Vorarlberg,"59,3",80,"5397,60",7286
Bruck an der Leitha,Niederösterreich,"229,4",238,"3842,50",3986
Bruck-Mürzzuschlag,Steiermark,155,153,"4861,30",4798
Deutschlandsberg,Steiermark,"142,9",87,"4562,40",2777
Dornbirn,Vorarlberg,"76,7",69,"6794,40",6109
Eferding,Oberösterreich,"75,4",25,"6850,90",2273
Eisenstadt,Burgenland,"155,2",23,"4225,20",626
Eisenstadt-Umgebung,Burgenland,"161,9",70,"3804,70",1645
Feldkirch,Vorarlberg,"90,6",98,"5992,60",6480
Feldkirchen,Kärnten,"177,2",53,"5815,70",1739
Freistadt,Oberösterreich,"83,8",56,"6313,10",4221
Gänserndorf,Niederösterreich,"262,4",275,"3729,60",3908
Gmünd,Niederösterreich,"224,3",82,"5340,20",1952
Gmunden,Oberösterreich,"102,1",104,"5855,20",5964
Graz,Steiermark,"114,7",334,"3981,80",11590
Graz-Umgebung,Steiermark,"112,1",175,"4046,90",6316
Grieskirchen,Oberösterreich,"84,8",55,"6742,20",4374
Güssing,Burgenland,"221,8",57,"5385,40",1384
Hallein,Salzburg,194,118,"8524,60",5185
Hartberg-Fürstenfeld,Steiermark,"256,1",232,"5772,20",5230
Hermagor,Kärnten,"670,2",121,"9039,50",1632
Hollabrunn,Niederösterreich,"213,6",109,"3540,80",1807
Horn,Niederösterreich,"174,6",54,"2993,30",926
Imst,Tirol,"170,3",103,"5913,30",3576
Innsbruck-Land,Tirol,"59,3",107,"5667,40",10227
Innsbruck-Stadt,Tirol,"43,2",57,"5372,80",7090
Jennersdorf,Burgenland,"292,4",50,"5743,70",982
Kirchdorf an der Krems,Oberösterreich,"119,1",68,"5232,10",2986
Kitzbühel,Tirol,"129,3",83,"5569,80",3574
Klagenfurt Land,Kärnten,180,108,"5250,40",3151
Klagenfurt Stadt,Kärnten,"149,1",151,"4780,80",4843
Korneuburg,Niederösterreich,"142,5",130,"3332,50",3041
Krems (Land),Niederösterreich,"120,4",68,"4429,30",2502
Krems an der Donau,Niederösterreich,"55,9",14,"4026,20",1008
Kufstein,Tirol,"113,3",125,"6658,10",7343
