Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;3203;13;238
Rust(Stadt);102;2000;327;1;41
Eisenstadt-Umgebung;103;43861;9055;39;748
Güssing;104;25770;5977;72;403
Jennersdorf;105;17109;3672;30;273
Mattersburg;106;40316;9230;58;656
Neusiedl am See;107;60397;13183;57;1089
Oberpullendorf;108;37453;7689;50;568
Oberwart;109;54209;12323;102;1149
Klagenfurt Stadt;201;101765;26398;198;1927
Villach Stadt;202;63236;17089;119;1016
Hermagor;203;18052;5375;37;440
Klagenfurt Land;204;60503;16488;85;1453
Sankt Veit an der Glan;205;53880;13671;125;1175
Spittal an der Drau;206;75628;23340;173;1230
Villach Land;207;64920;18704;135;1393
Völkermarkt;208;41834;12953;83;963
Wolfsberg;209;52488;14112;130;1143
Feldkirchen;210;29783;8868;68;504
Krems an der Donau(Stadt);301;24837;5547;38;441
Sankt Pölten(Stadt);302;55878;14277;86;1174
Waidhofen an der Ybbs(Stadt);303;11134;3532;23;274
Wiener Neustadt(Stadt);304;46456;12954;118;1160
Amstetten;305;116592;39080;153;3374
Baden;306;147113;37042;204;3340
Bruck an der Leitha;307;105507;24581;107;2338
Gänserndorf;308;105824;22120;87;1995
Gmünd;309;36275;8536;71;1000
Hollabrunn;310;51332;9975;66;1083
Horn;311;30838;6239;33;706
Korneuburg;312;91777;19218;72;2008
Krems(Land);313;56559;13766;48;1314
Lilienfeld;314;25474;7025;56;613
Melk;315;78281;25212;140;2230
Mistelbach;316;75655;14846;43;1748
Mödling;317;119240;25342;149;2410
Neunkirchen;318;86323;23068;129;2156
Sankt Pölten(Land);319;132064;34400;185;3108
Scheibbs;320;41567;14310;70;1288
Tulln;321;105762;21672;111;2154
Waidhofen an der Thaya;322;25531;6286;28;634
Wiener Neustadt(Land);323;79033;21038;131;1879
Zwettl;325;41827;12231;55;1042
Linz(Stadt);401;206537;55208;325;3834
Steyr(Stadt);402;37952;10478;49;790
Wels(Stadt);403;62654;19720;121;1352
Braunau am Inn;404;106492;38483;193;2083
Eferding;405;33368;9795;57;738
Freistadt;406;66922;21931;118;1861
Gmunden;407;102102;32696;168;2385
Grieskirchen;408;65137;21554;112;1716
Kirchdorf an der Krems;409;57163;17076;109;1270
Linz-Land;410;152391;45258;190;2803
Perg;411;69241;22128;115;1917
Ried im Innkreis;412;61850;20963;126;1370
Rohrbach;413;56623;19593;123;1402
Schärding;414;57438;18410;113;1156
Steyr-Land;415;60936;18317;114;1549
Urfahr-Umgebung;416;86235;25932;97;1920
Vöcklabruck;417;137993;46929;250;3223
Wels-Land;418;74574;24683;94;1944
Salzburg(Stadt);501;155416;45846;219;2691
Hallein;502;60992;24866;93;1226
Salzburg-Umgebung;503;154624;53812;206;3267
Sankt Johann im Pongau;504;81392;33937;136;1424
Tamsweg;505;20118;7795;52;307
Zell am See;506;88168;30982;138;1931
Graz(Stadt);601;291134;66709;408;5493
Deutschlandsberg;603;60871;14645;135;1551
Graz-Umgebung;606;157853;38003;314;3316
Leibnitz;610;85294;22337;144;2138
Leoben;611;59151;12533;141;1204
Liezen;612;79592;22188;153;1352
Murau;614;27449;6346;38;528
Voitsberg;616;50947;12734;146;1285
Weiz;617;90916;25710;188;2107
Murtal;620;71356;18708;221;1840
Bruck-Mürzzuschlag;621;98054;22632;283;1780
Hartberg-Fürstenfeld;622;90619;25042;221;2329
Südoststeiermark;623;83841;20694;213;1871
Innsbruck-Stadt;701;131059;38455;138;2840
Imst;702;60922;23401;52;1531
Innsbruck-Land;703;181698;57474;172;4634
Kitzbühel;704;64676;22851;53;1187
Kufstein;705;111080;41502;170;2452
Landeck;706;44346;18316;57;1100
Lienz;707;48814;18031;71;1167
Reutte;708;33054;9661;13;707
Schwaz;709;84456;29562;142;2114
Bludenz;801;64368;20940;73;1465
Bregenz;802;135310;40496;171;2933
Dornbirn;803;90502;28906;114;1968
Feldkirch;804;109057;33552;123;2270
Wien;900;1920949;530567;3015;39888
