Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10447;25;77
Rust(Stadt);102;2021;1308;5;9
Eisenstadt-Umgebung;103;44488;29560;77;223
Güssing;104;25809;16719;101;122
Jennersdorf;105;17216;10005;44;40
Mattersburg;106;40731;26586;87;137
Neusiedl am See;107;61358;41739;85;320
Oberpullendorf;108;37556;24659;68;187
Oberwart;109;54682;34175;145;186
Klagenfurt Stadt;201;103297;58784;302;301
Villach Stadt;202;64125;35407;174;107
Hermagor;203;18069;10655;66;19
Klagenfurt Land;204;61114;35682;127;150
Sankt Veit an der Glan;205;53953;32749;167;118
Spittal an der Drau;206;75725;44306;276;92
Villach Land;207;65635;38274;205;128
Völkermarkt;208;41947;26397;121;136
Wolfsberg;209;52352;30151;201;73
Feldkirchen;210;29949;17250;83;59
Krems an der Donau(Stadt);301;24930;15566;75;109
Sankt Pölten(Stadt);302;56697;37312;146;174
Waidhofen an der Ybbs(Stadt);303;11187;8016;58;56
Wiener Neustadt(Stadt);304;47407;30692;218;134
Amstetten;305;117442;88943;309;489
Baden;306;148765;97934;361;625
Bruck an der Leitha;307;107297;72500;220;468
Gänserndorf;308;107504;69463;216;527
Gmünd;309;36152;22821;158;135
Hollabrunn;310;51879;32367;115;208
Horn;311;30875;19022;60;96
Korneuburg;312;92442;61911;145;441
Krems(Land);313;56840;38312;109;240
Lilienfeld;314;25491;17500;110;82
Melk;315;78779;58790;433;258
Mistelbach;316;76641;49271;107;312
Mödling;317;120412;79550;303;762
Neunkirchen;318;87048;56788;250;286
Sankt Pölten(Land);319;133497;93509;336;602
Scheibbs;320;41711;31136;98;181
Tulln;321;107723;70474;214;448
Waidhofen an der Thaya;322;25644;16883;80;103
Wiener Neustadt(Land);323;80020;53393;217;253
Zwettl;325;41757;29784;84;150
Linz(Stadt);401;208445;125313;471;672
Steyr(Stadt);402;37915;22981;77;167
Wels(Stadt);403;63542;39705;163;195
Braunau am Inn;404;108388;76575;269;250
Eferding;405;33715;23123;79;93
Freistadt;406;67638;48083;195;195
Gmunden;407;102765;70506;255;350
Grieskirchen;408;65929;47442;156;192
Kirchdorf an der Krems;409;57882;39080;161;219
Linz-Land;410;154320;99911;294;480
Perg;411;69905;50241;153;266
Ried im Innkreis;412;62535;44566;170;171
Rohrbach;413;57034;40477;165;164
Schärding;414;57750;39660;156;141
Steyr-Land;415;61494;42859;155;202
Urfahr-Umgebung;416;87466;62009;160;290
Vöcklabruck;417;139989;99298;340;444
Wels-Land;418;75514;53704;122;264
Salzburg(Stadt);501;155743;102526;334;365
Hallein;502;61262;45671;146;110
Salzburg-Umgebung;503;155982;116701;315;380
Sankt Johann im Pongau;504;81962;57234;184;114
Tamsweg;505;20327;13831;68;40
Zell am See;506;89017;56379;199;117
Graz(Stadt);601;293929;171418;594;745
Deutschlandsberg;603;61092;36115;182;92
Graz-Umgebung;606;161131;98653;437;382
Leibnitz;610;86399;52883;192;221
Leoben;611;59341;31357;195;177
Liezen;612;79739;46486;227;266
Murau;614;27343;15032;59;48
Voitsberg;616;51165;28165;190;61
Weiz;617;91844;56403;259;164
Murtal;620;71398;38970;294;158
Bruck-Mürzzuschlag;621;98394;51315;359;219
Hartberg-Fürstenfeld;622;91091;54722;307;157
Südoststeiermark;623;84024;49936;295;206
Innsbruck-Stadt;701;130599;85581;255;292
Imst;702;61843;42888;100;143
Innsbruck-Land;703;183827;124942;288;526
Kitzbühel;704;65482;41757;100;135
Kufstein;705;112301;75221;249;166
Landeck;706;44681;32092;93;63
Lienz;707;48854;33759;146;123
Reutte;708;33427;21534;29;52
Schwaz;709;85478;53913;219;136
Bludenz;801;64943;43156;96;125
Bregenz;802;136369;85686;240;191
Dornbirn;803;91344;59141;170;163
Feldkirch;804;110547;72369;179;160
Wien;900;1951354;1382925;4680;10673
