Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"159,3",185,"578,7",672
Baden,Niederöstereich,130,190,"717,5",1.049
Bludenz,Vorarlberg,"169,5",108,"1.020,20",650
Braunau am Inn,Oberösterreich,"97,7",102,"515,3",538
Bregenz,Vorarlberg,"203,2",273,"821,5",1.104
Bruck an der Leitha,Niederöstereich,"174,5",178,746,761
Bruck-Mürzzuschlag,Steiermark,"74,8",74,"325,3",322
Deutschlandsberg,Steiermark,"93,7",57,"302,5",184
Dornbirn,Vorarlberg,"269,5",240,"963,6",858
Eferding,Oberösterreich,"199,1",66,"693,7",230
Eisenstadt,Burgenland,"75,2",11,"416,8",61
Eisenstadt-Umgebung,Burgenland,"123,5",53,"482,2",207
Feldkirch,Vorarlberg,"239,8",257,"952,8",1.021
Feldkirchen,Kärnten,"40,1",12,"200,4",60
Freistadt,Oberösterreich,"187,6",125,"725,00",483
Gänserndorf,Niederöstereich,"109,9",114,"686,70",712
Gmünd,Niederöstereich,"163,2",60,"611,90",225
Gmunden,Oberösterreich,"177,1",180,"638,60",649
Graz,Steiermark,134,387,657,1.898
Graz-Umgebung,Steiermark,"111,5",172,"483,00",745
Grieskirchen,Oberösterreich,"321,4",208,"784,90",508
Güssing,Burgenland,"81,4",21,"500,10",129
Hallein,Salzburg,"460,5",278,"1.424,50",860
Hartberg-Fürstenfeld,Steiermark,"105,9",96,"600,30",544
Hermagor,Kärnten,"76,8",14,412,75
Hollabrunn,Niederöstereich,"64,9",33,"326,40",166
Horn,Niederöstereich,"41,8",13,"472,80",147
Imst,Tirol,"246,4",148,"1.170,60",703
Innsbruck-Land,Tirol,"207,5",372,"1.036,70",1.859
Innsbruck-Stadt,Tirol,"342,1",452,"1.700,90",2.247
Jennersdorf,Burgenland,"70,3",12,"199,20",34
Kirchdorf an der Krems,Oberösterreich,"75,6",43,"369,30",210
Kitzbühel,Tirol,"84,5",54,"876,60",560
Klagenfurt Land,Kärnten,"63,5",38,"296,00",177
Klagenfurt Stadt,Kärnten,"144,8",146,"441,40",445
Korneuburg,Niederöstereich,"171,6",156,790,718
Krems (Land),Niederöstereich,129,73,"802,20",454
Krems an der Donau,Niederöstereich,"168,8",42,"800,00",199
Kufstein,Tirol,"161,4",177,"1.165,20",1.278
Landeck,Tirol,"234,4",104,3.077,1.365
Leibnitz,Steiermark,"123,7",102,"511,6",422
Leoben,Steiermark,"148,2",89,"457,9",275
Lienz,Tirol,"104,6",51,523,255
Liezen,Steiermark,"123,9",99,"439,3",351
Lilienfeld,Niederöstereich,"209,2",54,"689,6",178
Linz,Oberösterreich,"148,3",305,"975,6",2.007
Linz-Land,Oberösterreich,"117,1",176,"859,8",1.292
Mattersburg,Burgenland,"112,7",45,536,214
Melk,Niederöstereich,"89,8",70,"633,6",494
Mistelbach,Niederöstereich,49,37,"604,1",456
Mödling,Niederöstereich,"168,9",201,"825,2",982
Murau,Steiermark,"25,3",7,"177,2",49
Murtal,Steiermark,118,85,"365,3",263
Neunkirchen,Niederöstereich,"99,7",86,"757,9",654
Neusiedl am See,Burgenland,"124,3",74,"685,1",408
Oberpullendorf,Burgenland,"138,6",52,"434,5",163
Oberwart,Burgenland,"103,6",56,"665,7",360
Perg,Oberösterreich,"78,9",54,"797,60",546
Reutte,Tirol,"104,1",34,"523,40",171
Ried im Innkreis,Oberösterreich,268,164,"926,40",567
Rohrbach,Oberösterreich,"164,5",93,"824,40",466
Rust,Burgenland,0,0,"154,60",3
Salzburg,Salzburg,"169,9",262,"643,30",992
Salzburg-Umgebung,Salzburg,"269,2",410,"762,40",1.161
Sankt Johann im Pongau,Salzburg,"330,1",266,"1.300,70",1.048
Sankt Pölten,Niederöstereich,"132,6",73,"837,50",461
Sankt Pölten (Land),Niederöstereich,"142,7",187,"694,40",910
Sankt Veit an der Glan,Kärnten,"56,8",31,"364,80",199
Schärding,Oberösterreich,"336,8",193,"762,60",437
Scheibbs,Niederöstereich,"67,6",28,"514,5",213
Schwaz,Tirol,"349,3",293,"1.515,40",1.271
Spittal an der Drau,Kärnten,"31,5",24,"164,3",125
Steyr,Oberösterreich,199,76,"759,3",290
Steyr-Land,Oberösterreich,144,87,"723,20",437
Südoststeiermark,Steiermark,"83,8",72,"229,2",197
Tamsweg,Salzburg,"206,7",42,536,109
Tulln,Niederöstereich,185,192,678,703
Urfahr-Umgebung,Oberösterreich,"109,9",94,"752,00",643
Villach Land,Kärnten,"46,4",30,"276,80",179
Villach Stadt,Kärnten,"80,3",50,"310,10",193
Vöcklabruck,Oberösterreich,"177,6",242,"698,70",952
Voitsberg,Steiermark,"140,7",72,"586,40",300
Völkermarkt,Kärnten,"102,7",43,"470,40",197
Waidhofen an der Thaya,Niederöstereich,"162,2",42,"861,40",223
Waidhofen an der Ybbs,Niederöstereich,"195,4",22,"532,80",60
Weiz,Steiermark,"75,3",68,485,438
Wels,Oberösterreich,277,171,"1.187,50",733
Wels-Land,Oberösterreich,"158,7",116,"678,6",496
Wien,Wien,"210,2",#ERROR!,"1.379,80",26.181
Wiener Neustadt,Niederöstereich,201,91,"887,9",402
Wiener Neustadt (Land),Niederöstereich,"96,2",75,"537,2",419
Wolfsberg,Kärnten,"98,6",52,"282,6",149
Zell am See,Salzburg,"177,2",155,"791,2",692
Zwettl,Niederöstereich,"127,9",54,"682,1",288
