Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"102,1",119,"6082,20",7087
Baden,Niederösterreich,"105,6",155,"3662,70",5375
Bludenz,Vorarlberg,"106,1",68,"5041,60",3232
Braunau am Inn,Oberösterreich,"138,3",146,"4888,50",5160
Bregenz,Vorarlberg,"85,2",115,"5170,90",6980
Bruck an der Leitha,Niederösterreich,"74,2",77,"3171,50",3290
Bruck-Mürzzuschlag,Steiermark,"97,3",96,"4199,70",4145
Deutschlandsberg,Steiermark,"208,7",127,"3880,60",2362
Dornbirn,Vorarlberg,"150,1",135,"6399,60",5754
Eferding,Oberösterreich,"120,6",40,"6561,60",2177
Eisenstadt,Burgenland,"20,2",3,"3820,20",566
Eisenstadt-Umgebung,Burgenland,"60,1",26,"3226,50",1395
Feldkirch,Vorarlberg,86,93,"5589,40",6044
Feldkirchen,Kärnten,"140,5",42,"5263,90",1574
Freistadt,Oberösterreich,"79,3",53,"5976,60",3996
Gänserndorf,Niederösterreich,"181,3",190,"2865,00",3002
Gmünd,Niederösterreich,"60,2",22,"4626,20",1691
Gmunden,Oberösterreich,"145,3",148,"5372,10",5472
Graz,Steiermark,"83,5",243,"3497,40",10180
Graz-Umgebung,Steiermark,"85,2",133,"3504,80",5470
Grieskirchen,Oberösterreich,"104,8",68,"6392,30",4147
Güssing,Burgenland,"194,6",50,"4618,90",1187
Hallein,Salzburg,"236,7",144,"7779,80",4732
Hartberg-Fürstenfeld,Steiermark,128,116,"4653,10",4216
Hermagor,Kärnten,"249,3",45,"6657,80",1202
Hollabrunn,Niederösterreich,"80,3",41,"2604,20",1329
Horn,Niederösterreich,"135,8",42,"2388,80",739
Imst,Tirol,"49,6",30,"5435,40",3287
Innsbruck-Land,Tirol,"66,5",120,"5415,30",9772
Innsbruck-Stadt,Tirol,"62,9",83,"5157,60",6806
Jennersdorf,Burgenland,"239,8",41,"4492,00",768
Kirchdorf an der Krems,Oberösterreich,"52,6",30,"4869,40",2779
Kitzbühel,Tirol,"102,9",66,"5103,80",3275
Klagenfurt Land,Kärnten,"156,6",94,"4658,90",2796
Klagenfurt Stadt,Kärnten,"82,9",84,"4258,60",4314
Korneuburg,Niederösterreich,"64,7",59,"2851,40",2602
Krems (Land),Niederösterreich,"129,2",73,"3983,20",2250
Krems an der Donau,Niederösterreich,"39,9",10,"3782,60",947
Kufstein,Tirol,"92,5",102,"6228,30",6869
Landeck,Tirol,"54,1",24,"6420,90",2850
