Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;2843;13;234
Rust(Stadt);102;2000;260;1;32
Eisenstadt-Umgebung;103;43861;8045;38;765
Güssing;104;25770;5402;73;608
Jennersdorf;105;17109;3297;30;325
Mattersburg;106;40316;8267;56;831
Neusiedl am See;107;60397;11697;56;1289
Oberpullendorf;108;37453;6903;49;803
Oberwart;109;54209;10767;100;1159
Klagenfurt Stadt;201;101765;23742;192;2655
Villach Stadt;202;63236;15617;112;1791
Hermagor;203;18052;4766;37;572
Klagenfurt Land;204;60503;14534;85;1921
Sankt Veit an der Glan;205;53880;12056;122;1652
Spittal an der Drau;206;75628;21596;170;2211
Villach Land;207;64920;16777;134;2075
Völkermarkt;208;41834;11526;81;1737
Wolfsberg;209;52488;12494;130;1463
Feldkirchen;210;29783;8089;67;1177
Krems an der Donau(Stadt);301;24837;4957;37;486
Sankt Pölten(Stadt);302;55878;12789;84;1134
Waidhofen an der Ybbs(Stadt);303;11134;3157;23;318
Wiener Neustadt(Stadt);304;46456;11388;116;1079
Amstetten;305;116592;34494;153;3327
Baden;306;147113;32261;203;2790
Bruck an der Leitha;307;105507;21489;107;2037
Gänserndorf;308;105824;19325;85;2036
Gmünd;309;36275;7178;71;760
Hollabrunn;310;51332;8441;65;970
Horn;311;30838;5249;30;696
Korneuburg;312;91777;16394;71;1640
Krems(Land);313;56559;11907;48;1313
Lilienfeld;314;25474;6262;56;476
Melk;315;78281;22243;138;2315
Mistelbach;316;75655;12473;43;1354
Mödling;317;119240;21972;149;1984
Neunkirchen;318;86323;20193;129;1962
Sankt Pölten(Land);319;132064;30047;185;2998
Scheibbs;320;41567;12575;68;1261
Tulln;321;105762;18597;109;1763
Waidhofen an der Thaya;322;25531;5392;28;540
Wiener Neustadt(Land);323;79033;18547;130;1734
Zwettl;325;41827;10725;55;1304
Linz(Stadt);401;206537;49668;318;4965
Steyr(Stadt);402;37952;9359;49;1036
Wels(Stadt);403;62654;17849;118;1545
Braunau am Inn;404;106492;35483;187;2972
Eferding;405;33368;8783;57;989
Freistadt;406;66922;19363;117;2110
Gmunden;407;102102;29362;162;3202
Grieskirchen;408;65137;19086;110;2315
Kirchdorf an der Krems;409;57163;15231;109;1715
Linz-Land;410;152391;41098;184;3986
Perg;411;69241;19402;114;2035
Ried im Innkreis;412;61850;18990;124;1729
Rohrbach;413;56623;17699;122;2086
Schärding;414;57438;16691;110;1800
Steyr-Land;415;60936;16070;111;1884
Urfahr-Umgebung;416;86235;23262;97;2550
Vöcklabruck;417;137993;42392;243;4004
Wels-Land;418;74574;21959;93;2196
Salzburg(Stadt);501;155416;42272;216;3664
Hallein;502;60992;23119;92;1607
Salzburg-Umgebung;503;154624;49311;201;4225
Sankt Johann im Pongau;504;81392;31924;134;1775
Tamsweg;505;20118;7374;52;422
Zell am See;506;88168;28323;133;2386
Graz(Stadt);601;291134;59160;402;6482
Deutschlandsberg;603;60871;12576;135;1365
Graz-Umgebung;606;157853;33392;309;4115
Leibnitz;610;85294;19444;143;2740
Leoben;611;59151;10945;137;1248
Liezen;612;79592;20330;150;1663
Murau;614;27449;5646;38;546
Voitsberg;616;50947;10943;141;1647
Weiz;617;90916;22780;186;2772
Murtal;620;71356;16269;218;2025
Bruck-Mürzzuschlag;621;98054;20220;280;2460
Hartberg-Fürstenfeld;622;90619;21805;219;2686
Südoststeiermark;623;83841;18127;211;2327
Innsbruck-Stadt;701;131059;34521;138;3280
Imst;702;60922;21317;52;1756
Innsbruck-Land;703;181698;51203;171;5079
Kitzbühel;704;64676;21212;53;1521
Kufstein;705;111080;38046;169;3324
Landeck;706;44346;16759;57;1390
Lienz;707;48814;16461;71;1320
Reutte;708;33054;8687;13;895
Schwaz;709;84456;26705;141;2277
Bludenz;801;64368;18728;73;1888
Bregenz;802;135310;36153;165;4112
Dornbirn;803;90502;26001;110;2747
Feldkirch;804;109057;30229;118;3410
Wien;900;1920949;474169;2951;40806
