Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"684,9",798,"2061,40",2402
Baden,Niederöstereich,"342,80",503,"1585,70",2327
Bludenz,Vorarlberg,"661,4",424,"2514,50",1612
Braunau am Inn,Oberösterreich,"608,20",642,"1754,60",1852
Bregenz,Vorarlberg,"872,7",#ERROR!,"2709,10",3657
Bruck an der Leitha,Niederöstereich,262,272,"1444,10",1498
Bruck-Mürzzuschlag,Steiermark,"595,8",588,"1575,50",1555
Deutschlandsberg,Steiermark,348,212,"1212,50",738
Dornbirn,Vorarlberg,"1037,70",933,"3455,60",3107
Eferding,Oberösterreich,1079,358,"3315,40",1100
Eisenstadt,Burgenland,486,72,"1842,60",273
Eisenstadt-Umgebung,Burgenland,"420,9",182,"1591,30",688
Feldkirch,Vorarlberg,"778,70",842,2650,2865
Feldkirchen,Kärnten,"568,5",170,"1394,60",417
Freistadt,Oberösterreich,"1057,40",707,"2909,00",1945
Gänserndorf,Niederöstereich,"212,8",223,"1210,10",1268
Gmünd,Niederöstereich,"519,8",190,"2054,60",751
Gmunden,Oberösterreich,"597,9",609,"2256,10",2298
Graz,Steiermark,"456,9",#ERROR!,"1684,10",4902
Graz-Umgebung,Steiermark,"386,4",603,"1392,30",2173
Grieskirchen,Oberösterreich,"880,2",571,"2973,40",1929
Güssing,Burgenland,"727,7",187,"1918,40",493
Hallein,Salzburg,"674,1",410,"3038,30",1848
Hartberg-Fürstenfeld,Steiermark,"623,6",565,"1930,30",1749
Hermagor,Kärnten,"526,2",95,"1728,10",312
Hollabrunn,Niederöstereich,"433,1",221,"1332,50",680
Horn,Niederöstereich,"255,4",79,"1082,90",335
Imst,Tirol,"625,1",378,"2604,40",1575
Innsbruck-Land,Tirol,"676,6",#ERROR!,"2727,00",4921
Innsbruck-Stadt,Tirol,"587,3",775,"3301,00",4356
Jennersdorf,Burgenland,"906,6",155,"2006,20",343
Kirchdorf an der Krems,Oberösterreich,"713,1",407,"1743,40",995
Kitzbühel,Tirol,"603,1",387,2232,1432
Klagenfurt Land,Kärnten,"529,9",318,1311,787
Klagenfurt Stadt,Kärnten,"548,9",556,"1572,60",1593
Korneuburg,Niederöstereich,"323,3",295,"1631,70",1489
Krems (Land),Niederöstereich,"495,7",280,"2032,30",1148
Krems an der Donau,Niederöstereich,"547,2",137,"1969,20",493
Kufstein,Tirol,797,879,"3055,70",3370
Landeck,Tirol,"376,2",167,"3951,70",1754
Leibnitz,Steiermark,"548,6",465,"1838,20",1558
Leoben,Steiermark,"517,6",309,"1618,10",966
Lienz,Tirol,"681,2",332,"1834,30",894
Liezen,Steiermark,"507,2",404,1780,1418
Lilienfeld,Niederöstereich,"549,6",141,"2042,50",524
Linz,Oberösterreich,"619,1",#ERROR!,"2309,30",4771
Linz-Land,Oberösterreich,"626,9",949,"2250,10",3406
Mattersburg,Burgenland,"369,6",148,"1495,90",599
Melk,Niederöstereich,"460,4",360,"1584,60",1239
Mistelbach,Niederöstereich,"249,90",189,"1138,50",861
Mödling,Niederöstereich,319,380,"1689,10",2012
Murau,Steiermark,"417,5",115,"998,40",275
Murtal,Steiermark,"463,10",332,"1323,60",949
Neunkirchen,Niederöstereich,"305,8",264,"1543,80",1333
Neusiedl am See,Burgenland,260,156,"1396,90",838
Oberpullendorf,Burgenland,"623,30",233,"1982,10",741
Oberwart,Burgenland,"507,50",275,"2140,50",1160
Perg,Oberösterreich,"848,20",585,"2676,60",1846
Reutte,Tirol,"328,90",108,"1419,10",466
Ried im Innkreis,Oberösterreich,"1014,80",626,"3366,80",2077
Rohrbach,Oberösterreich,"1612,90",912,"3917,20",2215
Rust,Burgenland,"505,10",10,"1464,60",29
Salzburg,Salzburg,"503,2",780,"1808,10",2803
Salzburg-Umgebung,Salzburg,"643,70",988,"2281,60",3502
Sankt Johann im Pongau,Salzburg,957,777,"3538,40",2873
Sankt Pölten,Niederöstereich,"428,70",238,"1886,00",1047
Sankt Pölten (Land),Niederöstereich,"428,2",564,"1642,00",2163
Sankt Veit an der Glan,Kärnten,585,317,"1539,10",834
Schärding,Oberösterreich,"916,50",526,"3030,10",1739
Scheibbs,Niederöstereich,"842,7",349,"2040,40",845
Schwaz,Tirol,"1317,50",#ERROR!,"4720,80",3981
Spittal an der Drau,Kärnten,"330,8",251,"715,70",543
Steyr,Oberösterreich,"614,9",234,"2262,50",861
Steyr-Land,Oberösterreich,"978,30",594,"2666,50",1619
Südoststeiermark,Steiermark,"625,9",526,"1748,10",1469
Tamsweg,Salzburg,"923,40",187,"2498,60",506
Tulln,Niederöstereich,"360,4",377,"1668,40",1745
Urfahr-Umgebung,Oberösterreich,"1173,20",#ERROR!,"3097,50",2664
Villach Land,Kärnten,"430,2",278,"1126,60",728
Villach Stadt,Kärnten,"505,7",318,"1278,60",804
Vöcklabruck,Oberösterreich,850,#ERROR!,"2437,80",3347
Voitsberg,Steiermark,"538,8",275,"1718,10",877
Völkermarkt,Kärnten,"979,4",410,"2018,50",845
Waidhofen an der Thaya,Niederöstereich,"385,5",99,"1989,70",511
