Bezirk,Bundesland,Δ 7 Tage / 1000.00 EW,Δ 7 Tage,Gesamt pro 1000.00 EW,Gesamt
Amstetten,Niederösterreich,"307,2",358,"5139,90",5989
Baden,Niederösterreich,"159,5",234,"2885,80",4235
Bludenz,Vorarlberg,103,66,4327,2774
Braunau am Inn,Oberösterreich,"164,8",174,"4053,90",4279
Bregenz,Vorarlberg,"142,2",192,4469,6032
Bruck an der Leitha,Niederösterreich,"100,3",104,2651,2750
Bruck-Mürzzuschlag,Steiermark,"145,9",144,"3623,20",3576
Deutschlandsberg,Steiermark,"211,9",129,"2886,60",1757
Dornbirn,Vorarlberg,"195,7",176,"5453,10",4903
Eferding,Oberösterreich,"105,5",35,"6052,20",2008
Eisenstadt,Burgenland,"303,7",45,"3307,20",490
Eisenstadt-Umgebung,Burgenland,"106,4",46,2794,1208
Feldkirch,Vorarlberg,184,199,"4771,00",5159
Feldkirchen,Kärnten,"280,9",84,"4046,60",1210
Freistadt,Oberösterreich,"200,40",134,"5266,10",3521
Gänserndorf,Niederösterreich,"141,2",148,"2094,80",2195
Gmünd,Niederösterreich,"199,7",73,"4024,30",1471
Gmunden,Oberösterreich,"281,8",287,"4341,30",4422
Graz,Steiermark,"130,9",381,"3040,80",8851
Graz-Umgebung,Steiermark,"126,20",197,"2964,70",4627
Grieskirchen,Oberösterreich,"171,1",111,"5663,20",3674
Güssing,Burgenland,144,37,3560,915
Hallein,Salzburg,"404,4",246,"5935,20",3610
Hartberg-Fürstenfeld,Steiermark,"192,00",174,"3969,90",3597
Hermagor,Kärnten,637,115,"4835,50",873
Hollabrunn,Niederösterreich,"66,6",34,"2255,40",1151
Horn,Niederösterreich,"67,9",21,"1958,90",606
Imst,Tirol,"175,30",106,"4823,60",2917
Innsbruck-Land,Tirol,"108,6",196,"4881,00",8808
Innsbruck-Stadt,Tirol,"63,70",84,"4749,90",6268
Jennersdorf,Burgenland,117,20,"3614,70",618
Kirchdorf an der Krems,Oberösterreich,"219,00",125,"4030,10",2300
Kitzbühel,Tirol,"154,3",99,"4072,10",2613
Klagenfurt Land,Kärnten,"284,90",171,"3687,50",2213
Klagenfurt Stadt,Kärnten,"225,1",228,"3715,70",3764
Korneuburg,Niederösterreich,"84,4",77,"2460,20",2245
Krems (Land),Niederösterreich,"63,7",36,"3368,90",1903
Krems an der Donau,Niederösterreich,"63,9",16,"3403,10",852
Kufstein,Tirol,"117,9",130,"5576,40",6150
Landeck,Tirol,"241,1",107,"5596,40",2484
Leibnitz,Steiermark,"161,6",137,"3492,40",2960
Leoben,Steiermark,"117,3",70,"3356,80",2004
Lienz,Tirol,"190,8",93,"5170,50",2520
Liezen,Steiermark,231,184,"3584,30",2855
Lilienfeld,Niederösterreich,"144,2",37,"3687,40",946
Linz,Oberösterreich,"132,6",274,"4113,40",8498
Linz-Land,Oberösterreich,"104,4",158,"4140,20",6267
Mattersburg,Burgenland,"79,9",32,"2874,50",1151
Melk,Niederösterreich,"182,9",143,"3908,40",3056
Mistelbach,Niederösterreich,"56,9",43,"1961,00",1483
Mödling,Niederösterreich,"120,9",144,"2745,20",3270
Murau,Steiermark,"196,1",54,"3561,70",981
Murtal,Steiermark,"195,3",140,"3689,10",2645
Neunkirchen,Niederösterreich,"141,3",122,"3105,10",2681
Neusiedl am See,Burgenland,"118,4",71,"2578,80",1547
Oberpullendorf,Burgenland,"50,8",19,"3520,20",1316
Oberwart,Burgenland,"94,1",51,"3423,00",1855
Perg,Oberösterreich,"169,6",117,"5057,40",3488
Reutte,Tirol,"130,9",43,"2810,80",923
Ried im Innkreis,Oberösterreich,"186,4",115,"5793,50",3574
Rohrbach,Oberösterreich,"194,5",110,"6736,20",3809
Rust,Burgenland,"50,5",1,"2575,80",51
Salzburg,Salzburg,"177,4",275,"3913,00",6066
Salzburg-Umgebung,Salzburg,"224,8",345,"4490,80",6893
Sankt Johann im Pongau,Salzburg,"293,1",238,"6365,00",5168
Sankt Pölten,Niederösterreich,"102,7",57,"3899,90",2165
Sankt Pölten (Land),Niederösterreich,"93,4",123,"3141,30",4138
Sankt Veit an der Glan,Kärnten,"156,9",85,"4205,90",2279
Schärding,Oberösterreich,"243,9",140,"6135,10",3521
Scheibbs,Niederösterreich,"176,3",73,"4843,80",2006
Schwaz,Tirol,"161,3",136,"7892,90",6656
Spittal an der Drau,Kärnten,"195,1",148,"2513,60",1907
Steyr,Oberösterreich,"178,7",68,"4078,20",1552
Steyr-Land,Oberösterreich,"176,2",107,"4903,10",2977
Südoststeiermark,Steiermark,"164,2",138,"3502,10",2943
Tamsweg,Salzburg,"281,5",57,"6868,80",1391
Tulln,Niederösterreich,"137,7",144,"2728,70",2854
Urfahr-Umgebung,Oberösterreich,"119,8",103,"5343,90",4596
Villach Land,Kärnten,"185,7",120,"3424,70",2213
Villach Stadt,Kärnten,"162,2",102,"3171,00",1994
Vöcklabruck,Oberösterreich,"203,2",279,"4678,90",6424
Voitsberg,Steiermark,"105,8",54,"3696,80",1887
Völkermarkt,Kärnten,"234,1",98,"5303,10",2220
Waidhofen an der Thaya,Niederösterreich,"66,2",17,"3200,70",822
Waidhofen an der Ybbs,Niederösterreich,"436,6",49,"4197,10",471
Weiz,Steiermark,"88,2",80,"2979,50",2701
Wels,Oberösterreich,"156,9",98,"4890,30",3055
Wels-Land,Oberösterreich,"158,6",117,"4040,60",2981
Wien,Wien,116,#ERROR!,"3721,00",71115
Wiener Neustadt,Niederösterreich,"89,5",41,"3380,40",1549
Wiener Neustadt (Land),Niederösterreich,"160,9",126,"2681,80",2100
Wolfsberg,Kärnten,"152,1",80,"4248,50",2235
Zell am See,Salzburg,"330,9",290,"4860,30",4259
Zwettl,Niederösterreich,"233,4",98,"3965,50",1665
