Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"144,2",168,"5859,90",6828
Baden,Niederösterreich,"158,1",232,"3428,30",5031
Bludenz,Vorarlberg,"135,7",87,"4753,00",3047
Braunau am Inn,Oberösterreich,"143,1",151,"4595,80",4851
Bregenz,Vorarlberg,"114,8",155,"4896,80",6610
Bruck an der Leitha,Niederösterreich,"94,5",98,"2995,10",3107
Bruck-Mürzzuschlag,Steiermark,"97,3",96,"3992,00",3940
Deutschlandsberg,Steiermark,"133,1",81,"3537,20",2153
Dornbirn,Vorarlberg,"130,1",117,"6047,00",5437
Eferding,Oberösterreich,"87,4",29,"6356,60",2109
Eisenstadt,Burgenland,108,16,"3752,70",556
Eisenstadt-Umgebung,Burgenland,81,35,"3103,90",1342
Feldkirch,Vorarlberg,"149,8",162,"5338,80",5773
Feldkirchen,Kärnten,214,64,"4993,00",1493
Freistadt,Oberösterreich,"113,7",76,"5758,20",3850
Gänserndorf,Niederösterreich,"122,2",128,"2553,90",2676
Gmünd,Niederösterreich,"131,3",48,"4437,40",1622
Gmunden,Oberösterreich,"178,7",182,"5066,80",5161
Graz,Steiermark,"73,9",215,"3324,30",9676
Graz-Umgebung,Steiermark,73,114,"3320,90",5183
Grieskirchen,Oberösterreich,"135,6",88,"6181,10",4010
Güssing,Burgenland,"233,5",60,"4292,00",1103
Hallein,Salzburg,"284,4",173,"7324,40",4455
Hartberg-Fürstenfeld,Steiermark,"91,6",83,"4413,60",3999
Hermagor,Kärnten,360,65,"6087,30",1099
Hollabrunn,Niederösterreich,"45,1",23,"2433,70",1242
Horn,Niederösterreich,"80,8",25,"2139,90",662
Imst,Tirol,"79,4",48,"5309,70",3211
Innsbruck-Land,Tirol,"70,4",127,"5256,80",9486
Innsbruck-Stadt,Tirol,"68,2",90,"5024,20",6630
Jennersdorf,Burgenland,"105,3",18,"4018,20",687
Kirchdorf an der Krems,Oberösterreich,"147,2",84,"4715,20",2691
Kitzbühel,Tirol,"232,2",149,"4868,50",3124
Klagenfurt Land,Kärnten,"158,3",95,"4329,00",2598
Klagenfurt Stadt,Kärnten,"85,9",87,"4087,90",4141
Korneuburg,Niederösterreich,"88,8",81,"2726,50",2488
Krems (Land),Niederösterreich,"115,1",65,"3715,90",2099
Krems an der Donau,Niederösterreich,"55,9",14,"3670,70",919
Kufstein,Tirol,"65,3",72,"6037,00",6658
Landeck,Tirol,"90,1",40,"6315,10",2803
Leibnitz,Steiermark,"133,3",113,"3959,60",3356
Leoben,Steiermark,"78,7",47,"3671,70",2192
Lienz,Tirol,"207,2",101,"5855,80",2854
Liezen,Steiermark,"256,1",204,"4410,40",3513
Lilienfeld,Niederösterreich,"101,3",26,"3948,50",1013
Linz,Oberösterreich,"76,5",158,"4411,00",9113
Linz-Land,Oberösterreich,"70,7",107,"4454,60",6743
Mattersburg,Burgenland,"94,9",38,"3226,60",1292
Melk,Niederösterreich,"131,7",103,"4353,40",3404
Mistelbach,Niederösterreich,"104,5",79,"2308,80",1746
Mödling,Niederösterreich,"87,3",104,"3076,90",3665
Murau,Steiermark,"174,3",48,"4142,60",1141
Murtal,Steiermark,159,114,"4320,90",3098
Neunkirchen,Niederösterreich,154,133,"3681,80",3179
Neusiedl am See,Burgenland,"128,4",77,"3112,20",1867
Oberpullendorf,Burgenland,"74,9",28,"3913,40",1463
Oberwart,Burgenland,59,32,"3662,90",1985
Perg,Oberösterreich,"78,3",54,"5538,80",3820
Reutte,Tirol,"121,8",40,"3407,60",1119
Ried im Innkreis,Oberösterreich,"191,3",118,"6380,30",3936
Rohrbach,Oberösterreich,"162,7",92,"7293,30",4124
Rust,Burgenland,0,±0,"3080,80",61
Salzburg,Salzburg,"181,9",282,"4687,10",7266
Salzburg-Umgebung,Salzburg,"156,4",240,"5220,50",8013
Sankt Johann im Pongau,Salzburg,"312,8",254,"7458,70",6056
Sankt Pölten,Niederösterreich,"111,7",62,"4231,40",2349
Sankt Pölten (Land),Niederösterreich,"87,3",115,"3474,60",4577
Sankt Veit an der Glan,Kärnten,"164,2",89,"4981,00",2699
Schärding,Oberösterreich,"128,9",74,"6751,90",3875
Scheibbs,Niederösterreich,"282,5",117,"5519,90",2286
Schwaz,Tirol,"135,2",114,"8386,20",7072
Spittal an der Drau,Kärnten,"329,5",250,"3498,20",2654
Steyr,Oberösterreich,"60,4",23,"4338,30",1651
Steyr-Land,Oberösterreich,"70,8",43,"5273,60",3202
Südoststeiermark,Steiermark,"152,3",128,"3979,20",3344
Tamsweg,Salzburg,"582,7",118,"8592,20",1740
Tulln,Niederösterreich,"143,4",150,"3200,00",3347
Urfahr-Umgebung,Oberösterreich,"53,5",46,"5550,80",4774
Villach Land,Kärnten,"162,5",105,"3991,10",2579
Villach Stadt,Kärnten,"84,3",53,"3559,00",2238
Vöcklabruck,Oberösterreich,"93,2",128,"5212,10",7156
Voitsberg,Steiermark,"101,9",52,"4053,40",2069
Völkermarkt,Kärnten,"109,9",46,"5929,00",2482
Waidhofen an der Thaya,Niederösterreich,"105,1",27,"3570,60",917
Waidhofen an der Ybbs,Niederösterreich,"213,9",24,"5239,70",588
Weiz,Steiermark,"67,3",61,"3318,10",3008
Wels,Oberösterreich,"116,9",73,"5226,50",3265
Wels-Land,Oberösterreich,"105,7",78,"4485,10",3309
Wien,Wien,"102,1",#ERROR!,"4084,70",78067
Wiener Neustadt,Niederösterreich,"178,9",82,"3989,30",1828
Wiener Neustadt (Land),Niederösterreich,"140,5",110,"3173,40",2485
Wolfsberg,Kärnten,76,40,"4740,80",2494
Zell am See,Salzburg,"187,2",164,"5709,40",5003
Zwettl,Niederösterreich,"335,8",141,"4825,30",2026
