Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"217,10",253,"5747,50",6697
Baden,Niederösterreich,186,273,"3299,50",4842
Bludenz,Vorarlberg,"113,9",73,"4639,10",2974
Braunau am Inn,Oberösterreich,"194,2",205,"4487,80",4737
Bregenz,Vorarlberg,"121,5",164,"4793,10",6470
Bruck an der Leitha,Niederösterreich,"110,9",115,"2917,00",3026
Bruck-Mürzzuschlag,Steiermark,150,148,"3931,20",3880
Deutschlandsberg,Steiermark,"238,2",145,"3435,40",2091
Dornbirn,Vorarlberg,"137,9",124,"5939,10",5340
Eferding,Oberösterreich,"117,5",39,"6293,30",2088
Eisenstadt,Burgenland,"101,2",15,"3671,70",544
Eisenstadt-Umgebung,Burgenland,"57,8",25,"3034,50",1312
Feldkirch,Vorarlberg,"171,1",185,"5208,40",5632
Feldkirchen,Kärnten,"314,4",94,"4822,40",1442
Freistadt,Oberösterreich,"143,6",96,"5673,00",3793
Gänserndorf,Niederösterreich,"123,1",129,"2453,70",2571
Gmünd,Niederösterreich,145,53,"4333,40",1584
Gmunden,Oberösterreich,"236,6",241,"4919,50",5011
Graz,Steiermark,"91,7",267,"3269,00",9515
Graz-Umgebung,Steiermark,"117,9",184,"3269,00",5102
Grieskirchen,Oberösterreich,"127,9",83,"6082,50",3946
Güssing,Burgenland,"237,4",61,"4078,00",1048
Hallein,Salzburg,"366,6",223,"7087,70",4311
Hartberg-Fürstenfeld,Steiermark,"150,1",136,"4347,40",3939
Hermagor,Kärnten,"271,4",49,"5755,00",1039
Hollabrunn,Niederösterreich,"52,9",27,"2396,50",1223
Horn,Niederösterreich,"64,6",20,"2088,20",646
Imst,Tirol,"152,1",92,"5256,80",3179
Innsbruck-Land,Tirol,"95,9",173,"5208,00",9398
Innsbruck-Stadt,Tirol,"69,7",92,"4962,80",6549
Jennersdorf,Burgenland,"128,7",22,"3930,50",672
Kirchdorf an der Krems,Oberösterreich,191,109,"4594,30",2622
Kitzbühel,Tirol,"204,2",131,"4653,40",2986
Klagenfurt Land,Kärnten,"243,3",146,"4217,30",2531
Klagenfurt Stadt,Kärnten,"132,3",134,"4029,60",4082
Korneuburg,Niederösterreich,"86,6",79,"2649,70",2418
Krems (Land),Niederösterreich,"118,6",67,"3627,40",2049
Krems an der Donau,Niederösterreich,"79,9",20,"3614,80",905
Kufstein,Tirol,"106,1",117,"5990,70",6607
Landeck,Tirol,"164,5",73,"6243,00",2771
Leibnitz,Steiermark,"160,5",136,"3871,10",3281
Leoben,Steiermark,"108,9",65,"3623,10",2163
Lienz,Tirol,"192,9",94,"5724,50",2790
Liezen,Steiermark,"263,6",210,"4208,30",3352
Lilienfeld,Niederösterreich,"85,8",22,"3862,80",991
Linz,Oberösterreich,"107,9",223,"4353,40",8994
Linz-Land,Oberösterreich,"104,4",158,"4406,40",6670
Mattersburg,Burgenland,"84,9",34,"3131,70",1254
Melk,Niederösterreich,"129,2",101,"4244,70",3319
Mistelbach,Niederösterreich,"112,4",85,"2224,10",1682
Mödling,Niederösterreich,110,131,"3003,80",3578
Murau,Steiermark,"221,5",61,"4037,30",1112
Murtal,Steiermark,"164,6",118,"4187,00",3002
Neunkirchen,Niederösterreich,"164,5",142,"3551,00",3066
Neusiedl am See,Burgenland,"166,7",100,"2980,50",1788
Oberpullendorf,Burgenland,"85,6",32,"3846,60",1438
Oberwart,Burgenland,83,45,"3607,50",1955
Perg,Oberösterreich,"153,7",106,"5476,50",3777
Reutte,Tirol,"258,8",85,"3322,40",1091
Ried im Innkreis,Oberösterreich,141,87,"6210,10",3831
Rohrbach,Oberösterreich,"178,6",101,"7180,10",4060
Rust,Burgenland,"50,5",1,"3080,80",61
Salzburg,Salzburg,"245,8",381,"4532,90",7027
Salzburg-Umgebung,Salzburg,"219,6",337,"5096,70",7823
Sankt Johann im Pongau,Salzburg,"360,9",293,"7228,40",5869
Sankt Pölten,Niederösterreich,"109,9",61,"4148,50",2303
Sankt Pölten (Land),Niederösterreich,"102,5",135,"3407,00",4488
Sankt Veit an der Glan,Kärnten,"271,3",147,"4951,50",2683
Schärding,Oberösterreich,"207,3",119,"6673,50",3830
Scheibbs,Niederösterreich,"229,4",95,"5317,00",2202
Schwaz,Tirol,"125,7",106,"8270,00",6974
Spittal an der Drau,Kärnten,"358,5",272,"3249,10",2465
Steyr,Oberösterreich,"86,7",33,"4288,40",1632
Steyr-Land,Oberösterreich,"130,1",79,"5219,30",3169
Südoststeiermark,Steiermark,"214,2",180,"3878,10",3259
Tamsweg,Salzburg,"572,8",116,"8118,10",1644
Tulln,Niederösterreich,"173,1",181,"3085,30",3227
Urfahr-Umgebung,Oberösterreich,"70,9",61,"5506,70",4736
Villach Land,Kärnten,"160,9",104,"3844,10",2484
Villach Stadt,Kärnten,"103,4",65,"3484,30",2191
Vöcklabruck,Oberösterreich,"131,8",181,"5134,10",7049
Voitsberg,Steiermark,"164,6",84,"3973,00",2028
Völkermarkt,Kärnten,"198,3",83,"5847,80",2448
Waidhofen an der Thaya,Niederösterreich,"124,6",32,"3473,20",892
Waidhofen an der Ybbs,Niederösterreich,"311,9",35,"5061,50",568
Weiz,Steiermark,"111,4",101,"3275,10",2969
Wels,Oberösterreich,"100,8",63,"5127,30",3203
Wels-Land,Oberösterreich,"109,8",81,"4395,70",3243
Wien,Wien,125,#ERROR!,"4005,30",76549
Wiener Neustadt,Niederösterreich,251,115,"3867,10",1772
Wiener Neustadt (Land),Niederösterreich,"160,9",126,"3061,00",2397
Wolfsberg,Kärnten,"127,4",67,"4689,50",2467
Zell am See,Salzburg,"224,8",197,"5563,30",4875
Zwettl,Niederösterreich,"302,5",127,"4568,10",1918
