Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;6753;22;86
Rust(Stadt);102;2000;864;2;11
Eisenstadt-Umgebung;103;43861;19058;68;238
Güssing;104;25770;11266;93;92
Jennersdorf;105;17109;7520;41;64
Mattersburg;106;40316;17423;82;254
Neusiedl am See;107;60397;26553;83;402
Oberpullendorf;108;37453;15895;63;188
Oberwart;109;54209;23560;145;230
Klagenfurt Stadt;201;101765;41171;271;307
Villach Stadt;202;63236;25954;172;126
Hermagor;203;18052;8218;61;79
Klagenfurt Land;204;60503;26015;124;193
Sankt Veit an der Glan;205;53880;23689;162;166
Spittal an der Drau;206;75628;34580;262;131
Villach Land;207;64920;28743;189;157
Völkermarkt;208;41834;19846;116;172
Wolfsberg;209;52488;23432;177;198
Feldkirchen;210;29783;13453;82;51
Krems an der Donau(Stadt);301;24837;10586;72;132
Sankt Pölten(Stadt);302;55878;25946;130;287
Waidhofen an der Ybbs(Stadt);303;11134;6063;37;34
Wiener Neustadt(Stadt);304;46456;21696;175;181
Amstetten;305;116592;67043;300;428
Baden;306;147113;66598;310;690
Bruck an der Leitha;307;105507;46348;214;715
Gänserndorf;308;105824;44335;164;658
Gmünd;309;36275;16463;151;142
Hollabrunn;310;51332;21204;90;260
Horn;311;30838;13341;60;97
Korneuburg;312;91777;37981;137;545
Krems(Land);313;56559;26936;97;300
Lilienfeld;314;25474;13396;113;111
Melk;315;78281;43269;263;292
Mistelbach;316;75655;31440;96;519
Mödling;317;119240;49888;262;650
Neunkirchen;318;86323;40132;246;336
Sankt Pölten(Land);319;132064;63116;287;619
Scheibbs;320;41567;24127;94;136
Tulln;321;105762;44809;201;742
Waidhofen an der Thaya;322;25531;11899;65;100
Wiener Neustadt(Land);323;79033;37804;195;311
Zwettl;325;41827;22017;84;172
Linz(Stadt);401;206537;89255;424;632
Steyr(Stadt);402;37952;16790;65;130
Wels(Stadt);403;62654;30274;154;158
Braunau am Inn;404;106492;59452;252;428
Eferding;405;33368;16618;73;96
Freistadt;406;66922;36241;181;198
Gmunden;407;102102;52432;226;299
Grieskirchen;408;65137;35117;142;217
Kirchdorf an der Krems;409;57163;28916;147;191
Linz-Land;410;152391;72473;274;543
Perg;411;69241;37606;147;185
Ried im Innkreis;412;61850;33686;166;201
Rohrbach;413;56623;30193;156;121
Schärding;414;57438;30329;153;233
Steyr-Land;415;60936;31381;144;242
Urfahr-Umgebung;416;86235;44041;153;328
Vöcklabruck;417;137993;74741;326;422
Wels-Land;418;74574;39650;114;210
Salzburg(Stadt);501;155416;73787;283;602
Hallein;502;60992;35740;136;200
Salzburg-Umgebung;503;154624;88414;294;630
Sankt Johann im Pongau;504;81392;45994;184;112
Tamsweg;505;20118;10806;64;39
Zell am See;506;88168;44471;182;207
Graz(Stadt);601;291134;119182;532;915
Deutschlandsberg;603;60871;27871;173;154
Graz-Umgebung;606;157853;70838;413;563
Leibnitz;610;85294;39672;179;173
Leoben;611;59151;23024;183;179
Liezen;612;79592;35993;214;193
Murau;614;27449;11639;59;51
Voitsberg;616;50947;22005;177;141
Weiz;617;90916;44143;250;204
Murtal;620;71356;30312;268;187
Bruck-Mürzzuschlag;621;98054;38555;347;334
Hartberg-Fürstenfeld;622;90619;41891;300;147
Südoststeiermark;623;83841;38495;284;152
Innsbruck-Stadt;701;131059;60620;218;471
Imst;702;60922;33273;85;134
Innsbruck-Land;703;181698;90553;260;767
Kitzbühel;704;64676;32058;95;150
Kufstein;705;111080;58274;234;341
Landeck;706;44346;25321;84;104
Lienz;707;48814;25962;132;120
Reutte;708;33054;15922;23;205
Schwaz;709;84456;42137;200;208
Bludenz;801;64368;34096;87;124
Bregenz;802;135310;67300;225;455
Dornbirn;803;90502;46289;159;224
Feldkirch;804;109057;56087;166;299
Wien;900;1920949;886126;3959;10376
