Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,79,92,"6308,80",7351
Baden,Niederösterreich,"153,3",225,"4010,90",5886
Bludenz,Vorarlberg,"71,8",46,"5238,10",3358
Braunau am Inn,Oberösterreich,163,172,"5298,80",5593
Bregenz,Vorarlberg,"38,5",52,"5299,00",7153
Bruck an der Leitha,Niederösterreich,"117,6",122,"3414,50",3542
Bruck-Mürzzuschlag,Steiermark,"134,8",133,"4563,50",4504
Deutschlandsberg,Steiermark,"129,8",79,"4268,30",2598
Dornbirn,Vorarlberg,89,80,"6639,80",5970
Eferding,Oberösterreich,"78,4",26,"6715,30",2228
Eisenstadt,Burgenland,"114,7",17,"3995,70",592
Eisenstadt-Umgebung,Burgenland,"113,3",49,"3446,20",1490
Feldkirch,Vorarlberg,"99,9",108,"5820,60",6294
Feldkirchen,Kärnten,"103,7",31,"5498,00",1644
Freistadt,Oberösterreich,"92,7",62,"6172,50",4127
Gänserndorf,Niederösterreich,"126,9",133,"3215,20",3369
Gmünd,Niederösterreich,"155,9",57,"4869,60",1780
Gmunden,Oberösterreich,"116,8",119,"5628,40",5733
Graz,Steiermark,"134,3",391,"3716,30",10817
Graz-Umgebung,Steiermark,"99,3",155,"3771,40",5886
Grieskirchen,Oberösterreich,"90,9",59,"6583,40",4271
Güssing,Burgenland,144,37,"4976,80",1279
Hallein,Salzburg,"115,1",70,"8199,10",4987
Hartberg-Fürstenfeld,Steiermark,234,212,"5186,20",4699
Hermagor,Kärnten,"537,3",97,"7754,50",1400
Hollabrunn,Niederösterreich,"213,6",109,"3070,60",1567
Horn,Niederösterreich,"129,3",40,"2666,80",825
Imst,Tirol,"71,1",43,"5589,20",3380
Innsbruck-Land,Tirol,"38,2",69,"5543,30",10003
Innsbruck-Stadt,Tirol,"45,5",60,"5273,50",6959
Jennersdorf,Burgenland,"274,9",47,"5223,10",893
Kirchdorf an der Krems,Oberösterreich,"68,3",39,"5011,30",2860
Kitzbühel,Tirol,"90,4",58,"5332,90",3422
Klagenfurt Land,Kärnten,"116,6",70,"4957,20",2975
Klagenfurt Stadt,Kärnten,"116,5",118,"4497,50",4556
Korneuburg,Niederösterreich,"101,9",93,"3067,30",2799
Krems (Land),Niederösterreich,"67,3",38,"4229,30",2389
Krems an der Donau,Niederösterreich,"43,9",11,"3910,40",979
Kufstein,Tirol,"77,1",85,"6452,30",7116
Landeck,Tirol,"51,8",23,"6576,40",2919
Leibnitz,Steiermark,"103,8",88,"4413,80",3741
Leoben,Steiermark,"98,8",59,"4003,40",2390
Lienz,Tirol,"170,3",83,"6998,60",3411
Liezen,Steiermark,54,43,"4905,10",3907
Lilienfeld,Niederösterreich,"74,1",19,"4213,60",1081
Linz,Oberösterreich,60,124,"4670,50",9649
Linz-Land,Oberösterreich,"81,3",123,"4777,70",7232
Mattersburg,Burgenland,"107,4",43,"3676,10",1472
Melk,Niederösterreich,"140,7",110,"4749,90",3714
Mistelbach,Niederösterreich,164,124,"2932,90",2218
Mödling,Niederösterreich,"78,1",93,"3396,70",4046
Murau,Steiermark,"72,6",20,"4712,60",1298
Murtal,Steiermark,"101,8",73,"4750,50",3406
Neunkirchen,Niederösterreich,"144,8",125,"4154,40",3587
Neusiedl am See,Burgenland,"138,4",83,"3583,90",2150
Oberpullendorf,Burgenland,"64,2",24,"4223,70",1579
