Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;1011;11;7
Rust(Stadt);102;2000;78;0;0
Eisenstadt-Umgebung;103;43861;2483;25;20
Güssing;104;25770;1892;57;14
Jennersdorf;105;17109;1325;26;5
Mattersburg;106;40316;2424;34;42
Neusiedl am See;107;60397;3368;42;27
Oberpullendorf;108;37453;2311;41;26
Oberwart;109;54209;3794;95;23
Klagenfurt Stadt;201;101765;6621;159;71
Villach Stadt;202;63236;4087;68;24
Hermagor;203;18052;1941;30;3
Klagenfurt Land;204;60503;4292;67;30
Sankt Veit an der Glan;205;53880;4097;100;20
Spittal an der Drau;206;75628;6085;124;67
Villach Land;207;64920;4620;88;23
Völkermarkt;208;41834;3776;63;20
Wolfsberg;209;52488;3563;73;27
Feldkirchen;210;29783;2490;52;31
Krems an der Donau(Stadt);301;24837;1453;31;22
Sankt Pölten(Stadt);302;55878;4166;59;58
Waidhofen an der Ybbs(Stadt);303;11134;926;14;2
Wiener Neustadt(Stadt);304;46456;4090;88;72
Amstetten;305;116592;10342;133;79
Baden;306;147113;10433;134;151
Bruck an der Leitha;307;105507;6445;94;82
Gänserndorf;308;105824;6352;72;89
Gmünd;309;36275;2781;44;12
Hollabrunn;310;51332;2749;54;31
Horn;311;30838;1610;27;25
Korneuburg;312;91777;4663;52;60
Krems(Land);313;56559;3419;41;31
Lilienfeld;314;25474;1759;50;18
Melk;315;78281;5955;104;31
Mistelbach;316;75655;3883;34;25
Mödling;317;119240;6795;126;70
Neunkirchen;318;86323;6279;102;95
Sankt Pölten(Land);319;132064;8334;141;97
Scheibbs;320;41567;3883;44;18
Tulln;321;105762;5711;97;54
Waidhofen an der Thaya;322;25531;1703;14;5
Wiener Neustadt(Land);323;79033;5487;96;61
Zwettl;325;41827;3384;39;11
Linz(Stadt);401;206537;14917;226;386
Steyr(Stadt);402;37952;2611;21;49
Wels(Stadt);403;62654;6156;83;174
Braunau am Inn;404;106492;9641;111;131
Eferding;405;33368;3023;37;75
Freistadt;406;66922;5644;93;16
Gmunden;407;102102;8245;113;136
Grieskirchen;408;65137;5470;74;71
Kirchdorf an der Krems;409;57163;4555;85;64
Linz-Land;410;152391;10862;91;198
Perg;411;69241;6117;77;79
Ried im Innkreis;412;61850;6210;102;77
Rohrbach;413;56623;5193;97;21
Schärding;414;57438;5448;72;47
Steyr-Land;415;60936;4510;71;53
Urfahr-Umgebung;416;86235;6328;76;40
Vöcklabruck;417;137993;12044;163;187
Wels-Land;418;74574;6054;64;113
Salzburg(Stadt);501;155416;12593;144;263
Hallein;502;60992;6930;67;64
Salzburg-Umgebung;503;154624;13054;127;177
Sankt Johann im Pongau;504;81392;9987;114;63
Tamsweg;505;20118;2515;43;11
Zell am See;506;88168;7830;106;90
Graz(Stadt);601;291134;17729;312;443
Deutschlandsberg;603;60871;4214;112;30
Graz-Umgebung;606;157853;9333;254;127
Leibnitz;610;85294;6088;112;26
Leoben;611;59151;3491;113;27
Liezen;612;79592;5735;114;92
Murau;614;27449;2032;30;3
Voitsberg;616;50947;3524;119;21
Weiz;617;90916;6365;147;57
Murtal;620;71356;5270;173;46
Bruck-Mürzzuschlag;621;98054;6319;251;46
Hartberg-Fürstenfeld;622;90619;7558;189;49
Südoststeiermark;623;83841;6145;172;31
Innsbruck-Stadt;701;131059;10288;98;127
Imst;702;60922;5654;39;32
Innsbruck-Land;703;181698;14456;137;160
Kitzbühel;704;64676;4672;43;33
Kufstein;705;111080;9803;138;112
Landeck;706;44346;3810;49;30
Lienz;707;48814;5982;43;78
Reutte;708;33054;2151;6;11
Schwaz;709;84456;9187;132;48
Bludenz;801;64368;4479;48;70
Bregenz;802;135310;10492;107;144
Dornbirn;803;90502;8102;76;109
Feldkirch;804;109057;8800;77;113
Wien;900;1920949;148290;2375;2773
