Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"388,8",453,"4062,00",4733
Baden,Niederösterreich,"196,3",288,"2414,30",3543
Bludenz,Vorarlberg,"330,7",212,"3907,50",2505
Braunau am Inn,Oberösterreich,"357,20",377,"3409,70",3599
Bregenz,Vorarlberg,"260,80",352,"3990,00",5386
Bruck an der Leitha,Niederösterreich,177,184,"2261,50",2346
Bruck-Mürzzuschlag,Steiermark,"359,70",355,"3062,90",3023
Deutschlandsberg,Steiermark,"205,40",125,"2088,20",1271
Dornbirn,Vorarlberg,"284,70",256,"4868,10",4377
Eferding,Oberösterreich,"298,40",99,"5597,10",1857
Eisenstadt,Burgenland,"330,70",49,"2861,80",424
Eisenstadt-Umgebung,Burgenland,"157,30",68,"2472,50",1069
Feldkirch,Vorarlberg,"338,50",366,"4188,40",4529
Feldkirchen,Kärnten,341,102,"3093,40",925
Freistadt,Oberösterreich,"252,80",169,"4699,30",3142
Gänserndorf,Niederösterreich,"108,80",114,"1712,10",1794
Gmünd,Niederösterreich,"314,60",115,"3323,90",1215
Gmunden,Oberösterreich,"279,80",285,"3503,90",3569
Graz,Steiermark,"212,30",618,"2633,00",7664
Graz-Umgebung,Steiermark,"275,50",430,"2495,70",3895
Grieskirchen,Oberösterreich,"285,20",185,"5111,40",3316
Güssing,Burgenland,222,57,"3039,00",781
Hallein,Salzburg,"373,20",227,"4840,20",2944
Hartberg-Fürstenfeld,Steiermark,"339,90",308,"3316,60",3005
Hermagor,Kärnten,"470,80",85,"3306,70",597
Hollabrunn,Niederösterreich,"76,40",39,"2047,70",1045
Horn,Niederösterreich,"113,10",35,"1658,30",513
Imst,Tirol,"262,90",159,"4155,50",2513
Innsbruck-Land,Tirol,"264,90",478,"4297,00",7754
Innsbruck-Stadt,Tirol,"183,40",242,"4393,70",5798
Jennersdorf,Burgenland,"204,70",35,"3211,10",549
Kirchdorf an der Krems,Oberösterreich,"282,10",161,"3308,20",1888
Kitzbühel,Tirol,"235,30",151,"3579,70",2297
Klagenfurt Land,Kärnten,"274,90",165,"2961,00",1777
Klagenfurt Stadt,Kärnten,"263,60",267,"3086,90",3127
Korneuburg,Niederösterreich,"118,40",108,"2220,20",2026
Krems (Land),Niederösterreich,166,94,"3062,70",1730
Krems an der Donau,Niederösterreich,"147,80",37,"3171,40",794
Kufstein,Tirol,"272,00",300,"5115,70",5642
Landeck,Tirol,"263,60",117,"4888,90",2170
Leibnitz,Steiermark,"286,7",243,"3002,70",2545
Leoben,Steiermark,"236,2",141,"2872,70",1715
Lienz,Tirol,"486,3",237,"4362,10",2126
Liezen,Steiermark,"243,6",194,3002,2391
Lilienfeld,Niederösterreich,"288,4",74,3122,801
Linz,Oberösterreich,"246,4",509,3677,7596
Linz-Land,Oberösterreich,222,336,"3696,90",5596
Mattersburg,Burgenland,"312,2",125,"2622,20",1050
Melk,Niederösterreich,"312,1",244,"3219,00",2517
Mistelbach,Niederösterreich,"63,5",48,"1729,60",1308
Mödling,Niederösterreich,"151,1",180,2335,2781
Murau,Steiermark,"591,8",163,"2940,90",810
Murtal,Steiermark,"387,7",278,"2973,60",2132
Neunkirchen,Niederösterreich,"279,1",241,"2537,60",2191
Neusiedl am See,Burgenland,"128,4",77,"2252,00",1351
Oberpullendorf,Burgenland,"133,70",50,"3228,70",1207
Oberwart,Burgenland,"147,6",80,"3054,00",1655
Perg,Oberösterreich,"258,1",178,"4522,40",3119
Reutte,Tirol,"170,5",56,"2454,50",806
Ried im Innkreis,Oberösterreich,"301,5",186,"5226,10",3224
Rohrbach,Oberösterreich,"189,20",107,"6177,40",3493
Rust,Burgenland,101,2,"2525,30",50
Salzburg,Salzburg,"237,4",368,3347,5188
Salzburg-Umgebung,Salzburg,273,419,"3833,40",5884
Sankt Johann im Pongau,Salzburg,"400,30",325,"5581,70",4532
Sankt Pölten,Niederösterreich,"356,7",198,"3413,60",1895
Sankt Pölten (Land),Niederösterreich,"207,20",273,"2756,40",3631
Sankt Veit an der Glan,Kärnten,"420,80",228,"3644,90",1975
Schärding,Oberösterreich,"395,5",227,"5117,50",2937
Scheibbs,Niederösterreich,"350,10",145,"4213,60",1745
Schwaz,Tirol,"397,3",335,"7428,00",6264
Spittal an der Drau,Kärnten,"195,10",148,"1960,00",1487
Steyr,Oberösterreich,"199,7",76,"3565,80",1357
Steyr-Land,Oberösterreich,"227,3",138,"4255,80",2584
Südoststeiermark,Steiermark,"309,4",260,"3118,90",2621
Tamsweg,Salzburg,"977,7",198,"5742,90",1163
Tulln,Niederösterreich,"104,2",109,"2389,30",2499
Urfahr-Umgebung,Oberösterreich,"277,9",239,"4962,50",4268
Villach Land,Kärnten,"360,6",233,"2740,70",1771
Villach Stadt,Kärnten,"214,7",135,"2477,70",1558
Vöcklabruck,Oberösterreich,"238,2",327,"3930,90",5397
Voitsberg,Steiermark,"250,8",128,"3350,10",1710
Völkermarkt,Kärnten,"398,9",167,"4292,70",1797
Waidhofen an der Thaya,Niederösterreich,"175,2",45,"2877,50",739
Waidhofen an der Ybbs,Niederösterreich,"320,8",36,"3377,30",379
Weiz,Steiermark,278,252,"2554,80",2316
Wels,Oberösterreich,"328,2",205,"4413,30",2757
Wels-Land,Oberösterreich,"229,1",169,"3530,90",2605
Wien,Wien,"171,8",#ERROR!,"3318,10",63415
Wiener Neustadt,Niederösterreich,216,99,"3055,20",1400
Wiener Neustadt (Land),Niederösterreich,166,130,"2255,20",1766
Wolfsberg,Kärnten,"475,2",250,"3604,10",1896
Zell am See,Salzburg,"325,2",285,"4042,10",3542
Zwettl,Niederösterreich,"276,3",116,"3243,90",1362
