Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;6896;22;39
Rust(Stadt);102;2000;879;2;9
Eisenstadt-Umgebung;103;43861;19674;69;182
Güssing;104;25770;11473;94;60
Jennersdorf;105;17109;7615;41;5
Mattersburg;106;40316;17942;82;105
Neusiedl am See;107;60397;27174;83;131
Oberpullendorf;108;37453;16279;63;86
Oberwart;109;54209;23936;145;62
Klagenfurt Stadt;201;101765;41915;275;210
Villach Stadt;202;63236;26313;172;69
Hermagor;203;18052;8326;61;13
Klagenfurt Land;204;60503;26491;126;111
Sankt Veit an der Glan;205;53880;24120;164;109
Spittal an der Drau;206;75628;34994;262;102
Villach Land;207;64920;29155;190;78
Völkermarkt;208;41834;20185;117;80
Wolfsberg;209;52488;23818;178;63
Feldkirchen;210;29783;13580;82;20
Krems an der Donau(Stadt);301;24837;10826;72;61
Sankt Pölten(Stadt);302;55878;26303;135;146
Waidhofen an der Ybbs(Stadt);303;11134;6139;39;17
Wiener Neustadt(Stadt);304;46456;22179;177;138
Amstetten;305;116592;67730;302;214
Baden;306;147113;67809;314;390
Bruck an der Leitha;307;105507;47729;216;420
Gänserndorf;308;105824;45548;168;351
Gmünd;309;36275;16757;152;90
Hollabrunn;310;51332;21694;91;137
Horn;311;30838;13645;60;87
Korneuburg;312;91777;38955;141;357
Krems(Land);313;56559;27512;97;134
Lilienfeld;314;25474;13602;113;43
Melk;315;78281;43809;281;228
Mistelbach;316;75655;32574;100;225
Mödling;317;119240;51122;267;390
Neunkirchen;318;86323;40782;246;164
Sankt Pölten(Land);319;132064;64562;293;368
Scheibbs;320;41567;24328;94;93
Tulln;321;105762;46149;205;349
Waidhofen an der Thaya;322;25531;12073;67;50
Wiener Neustadt(Land);323;79033;38506;195;184
Zwettl;325;41827;22430;84;118
Linz(Stadt);401;206537;90717;426;337
Steyr(Stadt);402;37952;17092;65;67
Wels(Stadt);403;62654;30635;155;80
Braunau am Inn;404;106492;60410;252;231
Eferding;405;33368;16889;73;67
Freistadt;406;66922;36642;182;74
Gmunden;407;102102;53209;228;206
Grieskirchen;408;65137;35594;142;124
Kirchdorf an der Krems;409;57163;29345;147;95
Linz-Land;410;152391;73821;275;235
Perg;411;69241;38122;149;117
Ried im Innkreis;412;61850;34085;166;89
Rohrbach;413;56623;30620;156;137
Schärding;414;57438;30760;153;71
Steyr-Land;415;60936;31882;145;99
Urfahr-Umgebung;416;86235;44824;153;128
Vöcklabruck;417;137993;75795;327;337
Wels-Land;418;74574;40099;114;129
Salzburg(Stadt);501;155416;75692;286;576
Hallein;502;60992;36310;137;152
Salzburg-Umgebung;503;154624;89870;299;531
Sankt Johann im Pongau;504;81392;46500;184;169
Tamsweg;505;20118;10955;64;12
Zell am See;506;88168;44996;184;116
Graz(Stadt);601;291134;121364;534;590
Deutschlandsberg;603;60871;28230;177;77
Graz-Umgebung;606;157853;72070;415;288
Leibnitz;610;85294;40081;181;78
Leoben;611;59151;23389;184;62
Liezen;612;79592;36469;215;104
Murau;614;27449;11797;59;38
Voitsberg;616;50947;22220;178;36
Weiz;617;90916;44688;250;123
Murtal;620;71356;30821;270;77
Bruck-Mürzzuschlag;621;98054;39233;350;120
Hartberg-Fürstenfeld;622;90619;42315;300;102
Südoststeiermark;623;83841;38882;286;90
Innsbruck-Stadt;701;131059;61767;220;423
Imst;702;60922;33653;87;106
Innsbruck-Land;703;181698;92016;261;466
Kitzbühel;704;64676;32499;95;94
Kufstein;705;111080;59090;236;182
Landeck;706;44346;25552;84;67
Lienz;707;48814;26306;132;65
Reutte;708;33054;16426;24;97
Schwaz;709;84456;42667;201;128
Bludenz;801;64368;34531;87;153
Bregenz;802;135310;68719;225;507
Dornbirn;803;90502;46974;160;234
Feldkirch;804;109057;56938;166;276
Wien;900;1920949;913570;3991;7757
