Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;6766;22;75
Rust(Stadt);102;2000;865;2;11
Eisenstadt-Umgebung;103;43861;19114;68;212
Güssing;104;25770;11281;93;83
Jennersdorf;105;17109;7538;41;64
Mattersburg;106;40316;17488;82;250
Neusiedl am See;107;60397;26617;83;329
Oberpullendorf;108;37453;15950;63;177
Oberwart;109;54209;23609;145;213
Klagenfurt Stadt;201;101765;41261;272;304
Villach Stadt;202;63236;25995;172;119
Hermagor;203;18052;8248;61;78
Klagenfurt Land;204;60503;26077;124;189
Sankt Veit an der Glan;205;53880;23734;162;161
Spittal an der Drau;206;75628;34639;262;150
Villach Land;207;64920;28787;189;151
Völkermarkt;208;41834;19905;116;174
Wolfsberg;209;52488;23490;178;201
Feldkirchen;210;29783;13470;82;48
Krems an der Donau(Stadt);301;24837;10619;72;106
Sankt Pölten(Stadt);302;55878;26020;130;262
Waidhofen an der Ybbs(Stadt);303;11134;6075;38;37
Wiener Neustadt(Stadt);304;46456;21746;177;161
Amstetten;305;116592;67152;300;401
Baden;306;147113;66743;310;640
Bruck an der Leitha;307;105507;46447;215;561
Gänserndorf;308;105824;44411;164;531
Gmünd;309;36275;16493;152;115
Hollabrunn;310;51332;21247;90;210
Horn;311;30838;13367;60;81
Korneuburg;312;91777;38125;137;508
Krems(Land);313;56559;27009;97;264
Lilienfeld;314;25474;13427;113;102
Melk;315;78281;43325;264;264
Mistelbach;316;75655;31589;96;473
Mödling;317;119240;49976;262;580
Neunkirchen;318;86323;40233;246;336
Sankt Pölten(Land);319;132064;63232;288;584
Scheibbs;320;41567;24163;94;127
Tulln;321;105762;44961;201;636
Waidhofen an der Thaya;322;25531;11916;66;85
Wiener Neustadt(Land);323;79033;37892;195;289
Zwettl;325;41827;22074;84;171
Linz(Stadt);401;206537;89448;426;607
Steyr(Stadt);402;37952;16835;65;129
Wels(Stadt);403;62654;30277;154;146
Braunau am Inn;404;106492;59559;251;396
Eferding;405;33368;16661;73;111
Freistadt;406;66922;36293;181;197
Gmunden;407;102102;52492;226;247
Grieskirchen;408;65137;35192;142;227
Kirchdorf an der Krems;409;57163;28979;147;187
Linz-Land;410;152391;72649;274;511
Perg;411;69241;37646;147;182
Ried im Innkreis;412;61850;33722;166;161
Rohrbach;413;56623;30239;156;122
Schärding;414;57438;30384;153;201
Steyr-Land;415;60936;31432;144;232
Urfahr-Umgebung;416;86235;44159;153;343
Vöcklabruck;417;137993;74864;326;418
Wels-Land;418;74574;39710;114;203
Salzburg(Stadt);501;155416;74022;283;626
Hallein;502;60992;35813;137;199
Salzburg-Umgebung;503;154624;88632;294;645
Sankt Johann im Pongau;504;81392;46034;184;106
Tamsweg;505;20118;10823;64;37
Zell am See;506;88168;44539;183;205
Graz(Stadt);601;291134;119477;532;909
Deutschlandsberg;603;60871;27931;173;149
Graz-Umgebung;606;157853;70990;414;519
Leibnitz;610;85294;39731;179;155
Leoben;611;59151;23089;184;178
Liezen;612;79592;36047;214;181
Murau;614;27449;11661;59;54
Voitsberg;616;50947;22047;177;119
Weiz;617;90916;44189;250;175
Murtal;620;71356;30378;268;198
Bruck-Mürzzuschlag;621;98054;38653;348;326
Hartberg-Fürstenfeld;622;90619;41946;300;148
Südoststeiermark;623;83841;38564;284;168
Innsbruck-Stadt;701;131059;60874;218;606
Imst;702;60922;33331;85;147
Innsbruck-Land;703;181698;90846;260;856
Kitzbühel;704;64676;32104;95;143
Kufstein;705;111080;58382;234;332
Landeck;706;44346;25361;84;115
Lienz;707;48814;26018;132;129
Reutte;708;33054;16002;23;231
Schwaz;709;84456;42197;200;201
Bludenz;801;64368;34140;87;132
Bregenz;802;135310;67443;225;433
Dornbirn;803;90502;46359;159;210
Feldkirch;804;109057;56192;166;307
Wien;900;1920949;888783;3960;9570
