Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10660;25;14
Rust(Stadt);102;2021;1322;5;3
Eisenstadt-Umgebung;103;44488;30127;77;49
Güssing;104;25809;16904;101;8
Jennersdorf;105;17216;10076;44;1
Mattersburg;106;40731;26926;88;40
Neusiedl am See;107;61358;42640;85;68
Oberpullendorf;108;37556;25112;68;40
Oberwart;109;54682;34683;145;30
Klagenfurt Stadt;201;103297;59392;303;41
Villach Stadt;202;64125;35736;174;41
Hermagor;203;18069;10704;66;7
Klagenfurt Land;204;61114;36009;127;23
Sankt Veit an der Glan;205;53953;33057;167;15
Spittal an der Drau;206;75725;44601;275;38
Villach Land;207;65635;38602;204;30
Völkermarkt;208;41947;26631;121;16
Wolfsberg;209;52352;30356;203;3
Feldkirchen;210;29949;17370;83;12
Krems an der Donau(Stadt);301;24930;15859;75;13
Sankt Pölten(Stadt);302;56697;37916;146;42
Waidhofen an der Ybbs(Stadt);303;11187;8129;59;5
Wiener Neustadt(Stadt);304;47407;31093;222;30
Amstetten;305;117442;90084;309;60
Baden;306;148765;99682;364;161
Bruck an der Leitha;307;107297;73977;220;128
Gänserndorf;308;107504;70818;231;112
Gmünd;309;36152;23132;158;29
Hollabrunn;310;51879;32855;116;39
Horn;311;30875;19194;60;13
Korneuburg;312;92442;63288;145;145
Krems(Land);313;56840;38820;153;28
Lilienfeld;314;25491;17759;111;17
Melk;315;78779;59492;472;45
Mistelbach;316;76641;50099;107;71
Mödling;317;120412;81447;308;140
Neunkirchen;318;87048;57592;251;102
Sankt Pölten(Land);319;133497;95008;336;106
Scheibbs;320;41711;31516;98;13
Tulln;321;107723;71776;214;113
Waidhofen an der Thaya;322;25644;17076;80;22
Wiener Neustadt(Land);323;80020;54087;217;55
Zwettl;325;41757;30178;84;23
Linz(Stadt);401;208445;127013;474;119
Steyr(Stadt);402;37915;23355;84;29
Wels(Stadt);403;63542;40323;165;44
Braunau am Inn;404;108388;77134;269;46
Eferding;405;33715;23370;81;18
Freistadt;406;67638;48502;201;37
Gmunden;407;102765;71062;256;38
Grieskirchen;408;65929;47863;158;25
Kirchdorf an der Krems;409;57882;39501;167;36
Linz-Land;410;154320;101090;295;72
Perg;411;69905;50742;155;19
Ried im Innkreis;412;62535;44935;170;18
Rohrbach;413;57034;40770;165;16
Schärding;414;57750;39912;156;15
Steyr-Land;415;61494;43451;158;51
Urfahr-Umgebung;416;87466;62700;161;45
Vöcklabruck;417;139989;100224;340;59
Wels-Land;418;75514;54466;123;52
Salzburg(Stadt);501;155743;103474;340;71
Hallein;502;61262;45937;148;28
Salzburg-Umgebung;503;155982;117540;318;60
Sankt Johann im Pongau;504;81962;57516;184;20
Tamsweg;505;20327;13939;68;8
Zell am See;506;89017;56649;200;23
Graz(Stadt);601;293929;173466;607;155
Deutschlandsberg;603;61092;36391;184;36
Graz-Umgebung;606;161131;99774;441;68
Leibnitz;610;86399;53396;194;36
Leoben;611;59341;31728;197;16
Liezen;612;79739;46783;229;22
Murau;614;27343;15148;60;5
Voitsberg;616;51165;28359;191;10
Weiz;617;91844;56786;259;37
Murtal;620;71398;39287;294;33
Bruck-Mürzzuschlag;621;98394;51781;359;33
Hartberg-Fürstenfeld;622;91091;55124;311;35
Südoststeiermark;623;84024;50385;295;45
Innsbruck-Stadt;701;130599;86427;263;79
Imst;702;61843;43139;104;16
Innsbruck-Land;703;183827;125954;293;91
Kitzbühel;704;65482;42002;102;23
Kufstein;705;112301;75574;256;16
Landeck;706;44681;32266;93;7
Lienz;707;48854;33959;148;13
Reutte;708;33427;21670;34;14
Schwaz;709;85478;54201;222;23
Bludenz;801;64943;43352;98;2
Bregenz;802;136369;86039;242;9
Dornbirn;803;91344;59493;171;1
Feldkirch;804;110547;72687;179;9
Wien;900;1951354;1413040;4778;2636
