Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"52,4",61,"8450,90",9847
Baden,Niederösterreich,"34,8",51,"6663,00",9778
Bludenz,Vorarlberg,"98,3",63,"6428,30",4121
Braunau am Inn,Oberösterreich,"79,6",84,"8531,30",9005
Bregenz,Vorarlberg,"144,5",195,"7067,30",9540
Bruck an der Leitha,Niederösterreich,"31,8",33,"5787,80",6004
Bruck-Mürzzuschlag,Steiermark,"53,7",53,"6076,20",5997
Deutschlandsberg,Steiermark,"73,9",45,"6579,90",4005
Dornbirn,Vorarlberg,"106,8",96,"8328,10",7488
Eferding,Oberösterreich,"90,4",30,"8351,90",2771
Eisenstadt,Burgenland,"47,2",7,"6621,20",981
Eisenstadt-Umgebung,Burgenland,"41,6",18,"5400,60",2335
Feldkirch,Vorarlberg,"108,2",117,"7510,20",8121
Feldkirchen,Kärnten,97,29,"7952,60",2378
Freistadt,Oberösterreich,"74,8",50,"8167,70",5461
Gänserndorf,Niederösterreich,"38,2",40,"5490,40",5753
Gmünd,Niederösterreich,"27,4",10,"7329,10",2679
Gmunden,Oberösterreich,"62,8",64,"7577,10",7718
Graz,Steiermark,"77,3",225,"5484,60",15964
Graz-Umgebung,Steiermark,"77,5",121,"5531,50",8633
Grieskirchen,Oberösterreich,"44,7",29,"7967,60",5169
Güssing,Burgenland,"27,2",7,"7062,50",1815
Hallein,Salzburg,"103,6",63,"10887,10",6622
Hartberg-Fürstenfeld,Steiermark,"62,9",57,"7980,70",7231
Hermagor,Kärnten,"11,1",2,"10374,40",1873
Hollabrunn,Niederösterreich,"39,2",20,"5063,40",2584
Horn,Niederösterreich,"48,5",15,"4897,20",1515
Imst,Tirol,"244,7",148,"8458,20",5115
Innsbruck-Land,Tirol,"74,3",134,"7475,10",13489
Innsbruck-Stadt,Tirol,"78,1",103,"7202,90",9505
Jennersdorf,Burgenland,"5,8",1,"7562,70",1293
Kirchdorf an der Krems,Oberösterreich,"106,9",61,"7333,00",4185
Kitzbühel,Tirol,81,52,"6894,40",4424
Klagenfurt Land,Kärnten,55,33,"6911,70",4148
Klagenfurt Stadt,Kärnten,"63,2",64,"6078,00",6157
Korneuburg,Niederösterreich,"41,6",38,"4707,70",4296
Krems (Land),Niederösterreich,"72,6",41,"5792,50",3272
Krems an der Donau,Niederösterreich,28,7,"5448,20",1364
Kufstein,Tirol,"45,3",50,"8430,70",9298
Landeck,Tirol,"110,4",49,"8160,20",3622
Leibnitz,Steiermark,"79,1",67,"6893,90",5843
Leoben,Steiermark,"58,6",35,"5577,90",3330
Lienz,Tirol,78,38,"10804,70",5266
Liezen,Steiermark,"66,5",53,"6792,00",5410
Lilienfeld,Niederösterreich,113,29,"6373,00",1635
Linz,Oberösterreich,"81,3",168,"6532,10",13495
Linz-Land,Oberösterreich,"54,2",82,"6637,30",10047
Mattersburg,Burgenland,"52,4",21,"5619,10",2250
Melk,Niederösterreich,"52,4",41,"7286,00",5697
Mistelbach,Niederösterreich,"26,4",20,"4908,40",3712
Mödling,Niederösterreich,"45,3",54,"5328,50",6347
Murau,Steiermark,"94,4",26,"7119,80",1961
Murtal,Steiermark,"139,5",100,"6937,40",4974
Neunkirchen,Niederösterreich,"30,1",26,"6835,50",5902
Neusiedl am See,Burgenland,35,21,"5385,90",3231
Oberpullendorf,Burgenland,16,6,"5925,00",2215
Oberwart,Burgenland,24,13,"6663,30",3611
Perg,Oberösterreich,"72,5",50,"8374,90",5776
Reutte,Tirol,"73,1",24,"6081,40",1997
Ried im Innkreis,Oberösterreich,"64,8",40,"9476,40",5846
Rohrbach,Oberösterreich,"28,3",16,"9001,70",5090
Rust,Burgenland,0,±0,"3787,90",75
Salzburg,Salzburg,"48,4",75,"7477,70",11592
Salzburg-Umgebung,Salzburg,"33,9",52,"8016,10",12304
Sankt Johann im Pongau,Salzburg,"81,3",66,"11743,50",9535
Sankt Pölten,Niederösterreich,"113,5",63,"6841,50",3798
Sankt Pölten (Land),Niederösterreich,"78,2",103,"5871,10",7734
Sankt Veit an der Glan,Kärnten,"38,8",21,"7201,10",3902
Schärding,Oberösterreich,"43,6",25,"9269,70",5320
Scheibbs,Niederösterreich,"38,6",16,"9042,80",3745
Schwaz,Tirol,"28,5",24,"10666,60",8995
Spittal an der Drau,Kärnten,"92,3",70,"7581,60",5752
Steyr,Oberösterreich,"102,5",39,"6288,10",2393
Steyr-Land,Oberösterreich,"74,1",45,"6947,00",4218
Südoststeiermark,Steiermark,"54,7",46,"7076,70",5947
Tamsweg,Salzburg,"44,4",9,"12231,50",2477
Tulln,Niederösterreich,"32,5",34,"5099,80",5334
Urfahr-Umgebung,Oberösterreich,"30,2",26,"7014,70",6033
Villach Land,Kärnten,"102,1",66,"6858,80",4432
Villach Stadt,Kärnten,"112,9",71,"6186,20",3890
Vöcklabruck,Oberösterreich,"69,2",95,"8312,60",11413
Voitsberg,Steiermark,"72,5",37,"6580,60",3359
Völkermarkt,Kärnten,"95,6",40,"8745,40",3661
Waidhofen an der Thaya,Niederösterreich,"27,3",7,"6529,90",1677
Waidhofen an der Ybbs,Niederösterreich,"8,9",1,"7921,90",889
Weiz,Steiermark,"89,4",81,"6694,70",6069
Wels,Oberösterreich,"100,8",63,"8791,40",5492
Wels-Land,Oberösterreich,"90,8",67,"7566,00",5582
Wien,Wien,"61,2",#ERROR!,"7096,80",135634
Wiener Neustadt,Niederösterreich,"45,8",21,"8439,00",3867
Wiener Neustadt (Land),Niederösterreich,"54,9",43,"6643,10",5202
Wolfsberg,Kärnten,"30,4",16,"6506,70",3423
Zell am See,Salzburg,"37,7",33,"8248,50",7228
Zwettl,Niederösterreich,"23,8",10,"7864,30",3302
