Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10646;25;27
Rust(Stadt);102;2021;1318;5;2
Eisenstadt-Umgebung;103;44488;30079;77;70
Güssing;104;25809;16896;101;8
Jennersdorf;105;17216;10074;44;2
Mattersburg;106;40731;26886;88;28
Neusiedl am See;107;61358;42573;85;95
Oberpullendorf;108;37556;25070;68;56
Oberwart;109;54682;34654;145;45
Klagenfurt Stadt;201;103297;59351;303;68
Villach Stadt;202;64125;35696;174;47
Hermagor;203;18069;10696;66;5
Klagenfurt Land;204;61114;35986;127;31
Sankt Veit an der Glan;205;53953;33042;167;33
Spittal an der Drau;206;75725;44563;275;40
Villach Land;207;65635;38569;204;30
Völkermarkt;208;41947;26615;121;25
Wolfsberg;209;52352;30354;203;26
Feldkirchen;210;29949;17358;83;17
Krems an der Donau(Stadt);301;24930;15846;75;35
Sankt Pölten(Stadt);302;56697;37874;146;48
Waidhofen an der Ybbs(Stadt);303;11187;8124;59;11
Wiener Neustadt(Stadt);304;47407;31063;222;43
Amstetten;305;117442;90025;309;93
Baden;306;148765;99523;363;186
Bruck an der Leitha;307;107297;73848;220;170
Gänserndorf;308;107504;70706;222;146
Gmünd;309;36152;23101;158;44
Hollabrunn;310;51879;32816;116;46
Horn;311;30875;19181;60;9
Korneuburg;312;92442;63143;145;136
Krems(Land);313;56840;38793;139;72
Lilienfeld;314;25491;17742;111;17
Melk;315;78779;59446;464;46
Mistelbach;316;76641;50027;107;94
Mödling;317;120412;81307;307;194
Neunkirchen;318;87048;57490;250;86
Sankt Pölten(Land);319;133497;94900;336;124
Scheibbs;320;41711;31503;98;34
Tulln;321;107723;71661;214;118
Waidhofen an der Thaya;322;25644;17054;80;15
Wiener Neustadt(Land);323;80020;54029;217;82
Zwettl;325;41757;30156;84;32
Linz(Stadt);401;208445;126893;474;134
Steyr(Stadt);402;37915;23326;83;29
Wels(Stadt);403;63542;40274;165;54
Braunau am Inn;404;108388;77089;269;54
Eferding;405;33715;23352;81;11
Freistadt;406;67638;48465;200;23
Gmunden;407;102765;71024;256;48
Grieskirchen;408;65929;47838;158;42
Kirchdorf an der Krems;409;57882;39465;167;43
Linz-Land;410;154320;101018;295;93
Perg;411;69905;50723;155;39
Ried im Innkreis;412;62535;44917;170;31
Rohrbach;413;57034;40755;165;20
Schärding;414;57750;39897;156;21
Steyr-Land;415;61494;43400;158;56
Urfahr-Umgebung;416;87466;62654;161;54
Vöcklabruck;417;139989;100165;340;84
Wels-Land;418;75514;54414;123;52
Salzburg(Stadt);501;155743;103402;340;104
Hallein;502;61262;45910;147;36
Salzburg-Umgebung;503;155982;117478;317;102
Sankt Johann im Pongau;504;81962;57495;184;20
Tamsweg;505;20327;13931;68;4
Zell am See;506;89017;56626;200;23
Graz(Stadt);601;293929;173315;604;227
Deutschlandsberg;603;61092;36354;184;20
Graz-Umgebung;606;161131;99698;440;98
Leibnitz;610;86399;53358;194;53
Leoben;611;59341;31711;196;29
Liezen;612;79739;46761;229;24
Murau;614;27343;15143;60;12
Voitsberg;616;51165;28350;191;17
Weiz;617;91844;56748;259;25
Murtal;620;71398;39254;294;32
Bruck-Mürzzuschlag;621;98394;51749;359;38
Hartberg-Fürstenfeld;622;91091;55090;310;39
Südoststeiermark;623;84024;50340;295;25
Innsbruck-Stadt;701;130599;86347;263;98
Imst;702;61843;43123;104;24
Innsbruck-Land;703;183827;125862;293;92
Kitzbühel;704;65482;41979;102;22
Kufstein;705;112301;75559;256;43
Landeck;706;44681;32259;93;26
Lienz;707;48854;33946;147;15
Reutte;708;33427;21656;34;12
Schwaz;709;85478;54179;222;25
Bludenz;801;64943;43350;98;14
Bregenz;802;136369;86030;242;20
Dornbirn;803;91344;59492;171;24
Feldkirch;804;110547;72678;179;26
Wien;900;1951354;1410392;4763;2857
