Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10657;25;16
Rust(Stadt);102;2021;1321;5;2
Eisenstadt-Umgebung;103;44488;30116;77;48
Güssing;104;25809;16901;101;5
Jennersdorf;105;17216;10075;44;1
Mattersburg;106;40731;26921;88;39
Neusiedl am See;107;61358;42629;85;77
Oberpullendorf;108;37556;25105;68;45
Oberwart;109;54682;34672;145;24
Klagenfurt Stadt;201;103297;59386;303;47
Villach Stadt;202;64125;35729;174;47
Hermagor;203;18069;10702;66;5
Klagenfurt Land;204;61114;36003;127;19
Sankt Veit an der Glan;205;53953;33055;167;19
Spittal an der Drau;206;75725;44595;275;38
Villach Land;207;65635;38599;204;31
Völkermarkt;208;41947;26628;121;14
Wolfsberg;209;52352;30355;203;7
Feldkirchen;210;29949;17368;83;13
Krems an der Donau(Stadt);301;24930;15858;75;20
Sankt Pölten(Stadt);302;56697;37912;146;43
Waidhofen an der Ybbs(Stadt);303;11187;8128;59;5
Wiener Neustadt(Stadt);304;47407;31087;222;28
Amstetten;305;117442;90078;309;63
Baden;306;148765;99653;364;156
Bruck an der Leitha;307;107297;73955;220;147
Gänserndorf;308;107504;70787;223;107
Gmünd;309;36152;23129;158;34
Hollabrunn;310;51879;32850;116;41
Horn;311;30875;19194;60;13
Korneuburg;312;92442;63267;145;137
Krems(Land);313;56840;38815;153;36
Lilienfeld;314;25491;17755;111;19
Melk;315;78779;59487;472;44
Mistelbach;316;76641;50086;107;69
Mödling;317;120412;81423;308;135
Neunkirchen;318;87048;57570;251;96
Sankt Pölten(Land);319;133497;94991;336;106
Scheibbs;320;41711;31514;98;16
Tulln;321;107723;71756;214;110
Waidhofen an der Thaya;322;25644;17076;80;25
Wiener Neustadt(Land);323;80020;54073;217;53
Zwettl;325;41757;30174;84;23
Linz(Stadt);401;208445;127013;474;121
Steyr(Stadt);402;37915;23355;84;37
Wels(Stadt);403;63542;40316;165;48
Braunau am Inn;404;108388;77123;269;47
Eferding;405;33715;23367;81;17
Freistadt;406;67638;48500;201;38
Gmunden;407;102765;71057;256;40
Grieskirchen;408;65929;47860;158;26
Kirchdorf an der Krems;409;57882;39497;167;37
Linz-Land;410;154320;101087;295;74
Perg;411;69905;50741;155;20
Ried im Innkreis;412;62535;44934;170;25
Rohrbach;413;57034;40768;165;18
Schärding;414;57750;39909;156;19
Steyr-Land;415;61494;43448;158;52
Urfahr-Umgebung;416;87466;62697;161;53
Vöcklabruck;417;139989;100216;340;67
Wels-Land;418;75514;54457;123;52
Salzburg(Stadt);501;155743;103459;340;73
Hallein;502;61262;45935;147;30
Salzburg-Umgebung;503;155982;117525;318;68
Sankt Johann im Pongau;504;81962;57510;184;17
Tamsweg;505;20327;13938;68;7
Zell am See;506;89017;56643;200;20
Graz(Stadt);601;293929;173456;607;175
Deutschlandsberg;603;61092;36386;184;36
Graz-Umgebung;606;161131;99765;440;74
Leibnitz;610;86399;53392;194;42
Leoben;611;59341;31726;196;20
Liezen;612;79739;46776;229;19
Murau;614;27343;15148;60;5
Voitsberg;616;51165;28358;191;8
Weiz;617;91844;56784;259;37
Murtal;620;71398;39279;294;30
Bruck-Mürzzuschlag;621;98394;51781;359;37
Hartberg-Fürstenfeld;622;91091;55122;311;34
Südoststeiermark;623;84024;50383;295;50
Innsbruck-Stadt;701;130599;86412;263;80
Imst;702;61843;43137;104;18
Innsbruck-Land;703;183827;125941;293;91
Kitzbühel;704;65482;41997;102;21
Kufstein;705;112301;75566;256;12
Landeck;706;44681;32266;93;8
Lienz;707;48854;33956;148;12
Reutte;708;33427;21666;34;12
Schwaz;709;85478;54197;222;22
Bludenz;801;64943;43352;98;2
Bregenz;802;136369;86035;242;5
Dornbirn;803;91344;59493;171;1
Feldkirch;804;110547;72687;179;11
Wien;900;1951354;1412781;4770;2652
