Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"42,2",49,"381,5",443
Baden,Niederöstereich,"82,8",121,"511,6",748
Bludenz,Vorarlberg,"56,5",36,"756,5",482
Braunau am Inn,Oberösterreich,"35,4",37,"356,3",372
Bregenz,Vorarlberg,"59,5",80,"491,1",660
Bruck an der Leitha,Niederöstereich,98,100,"491,1",501
Bruck-Mürzzuschlag,Steiermark,"56,6",56,"214,2",212
Deutschlandsberg,Steiermark,"19,7",12,"189,1",115
Dornbirn,Vorarlberg,"57,3",51,"589,6",525
Eferding,Oberösterreich,"12,1",4,"395,1",131
Eisenstadt,Burgenland,"20,5",3,"321,1",47
Eisenstadt-Umgebung,Burgenland,"41,9",18,"312,2",134
Feldkirch,Vorarlberg,"124,1",133,"571,1",612
Feldkirchen,Kärnten,"6,7",2,"126,9",38
Freistadt,Oberösterreich,36,24,"495,3",330
Gänserndorf,Niederöstereich,"85,8",89,"496,7",515
Gmünd,Niederöstereich,"81,6",30,"383,4",141
Gmunden,Oberösterreich,"90,5",92,"374,9",381
Graz,Steiermark,"39,1",113,"477,8",1.380
Graz-Umgebung,Steiermark,"29,2",45,"331,3",511
Grieskirchen,Oberösterreich,"52,5",34,"347,6",225
Güssing,Burgenland,"65,9",17,376,97
Hallein,Salzburg,"180,5",109,"549,9",332
Hartberg-Fürstenfeld,Steiermark,"17,7",16,459,416
Hermagor,Kärnten,"54,9",10,"318,3",58
Hollabrunn,Niederöstereich,"51,1",26,"230,1",117
Horn,Niederöstereich,"28,9",9,"398,8",124
Imst,Tirol,"76,6",46,"780,9",469
Innsbruck-Land,Tirol,"87,6",157,"612,30",1.098
Innsbruck-Stadt,Tirol,"166,5",220,"1.114,20",1.472
Jennersdorf,Burgenland,"5,9",1,"117,2",20
Kirchdorf an der Krems,Oberösterreich,"15,8",9,"267,3",152
Kitzbühel,Tirol,"18,8",12,"754,5",482
Klagenfurt Land,Kärnten,"30,1",18,"190,6",114
Klagenfurt Stadt,Kärnten,"28,8",29,"234,1",236
Korneuburg,Niederöstereich,"95,7",87,"554,5",504
Krems (Land),Niederöstereich,"77,7",44,"607,8",344
Krems an der Donau,Niederöstereich,"48,2",12,"574,9",143
Kufstein,Tirol,"47,4",52,"911,70",1.000
Landeck,Tirol,"81,2",36,2.696,1.196
Leibnitz,Steiermark,"19,4",16,"339,5",280
Leoben,Steiermark,"84,9",51,"243,1",146
Lienz,Tirol,"6,2",3,"381,5",186
Liezen,Steiermark,40,32,"281,6",225
Lilienfeld,Niederöstereich,"50,4",13,430,111
Linz,Oberösterreich,"85,6",176,"745,7",1.534
Linz-Land,Oberösterreich,"73,2",110,"696,1",1.046
Mattersburg,Burgenland,"32,6",13,"380,7",152
Melk,Niederöstereich,50,39,"504,1",393
Mistelbach,Niederöstereich,"68,9",52,"494,2",373
Mödling,Niederöstereich,"95,8",114,"563,9",671
Murau,Steiermark,"7,2",2,141,39
Murtal,Steiermark,"29,2",21,"188,9",136
Neunkirchen,Niederöstereich,"48,7",42,"600,3",518
Neusiedl am See,Burgenland,"102,4",61,"433,2",258
Oberpullendorf,Burgenland,"69,3",26,"234,6",88
Oberwart,Burgenland,"55,5",30,466,252
Perg,Oberösterreich,"35,1",24,"690,9",473
Reutte,Tirol,"15,3",5,"379,6",124
Ried im Innkreis,Oberösterreich,"80,1",49,513,314
Rohrbach,Oberösterreich,"118,5",67,"536,1",303
Rust,Burgenland,0,0,"154,6",3
Salzburg,Salzburg,"57,1",88,"408,5",630
Salzburg-Umgebung,Salzburg,"54,5",83,"373,7",569
Sankt Johann im Pongau,Salzburg,67,54,"800,5",645
Sankt Pölten,Niederöstereich,"130,8",72,"579,5",319
Sankt Pölten (Land),Niederöstereich,74,97,"476,9",625
Sankt Veit an der Glan,Kärnten,"42,2",23,187,102
Schärding,Oberösterreich,"54,1",31,"279,2",160
Scheibbs,Niederöstereich,"12,1",5,"410,6",170
Schwaz,Tirol,"122,8",103,"931,2",781
Spittal an der Drau,Kärnten,"13,1",10,"119,6",91
Steyr,Oberösterreich,"41,9",16,487,186
Steyr-Land,Oberösterreich,"28,1",17,"481,6",291
Südoststeiermark,Steiermark,"Data not found",0,"0",0
Tamsweg,Salzburg,"73,8",15,"246,1",50
Tulln,Niederöstereich,"58,8",61,423,439
Urfahr-Umgebung,Oberösterreich,"56,1",48,"587,1",502
Villach Land,Kärnten,"9,3",6,201,130
Villach Stadt,Kärnten,"35,3",22,204,127
Vöcklabruck,Oberösterreich,91,124,"428,6",584
Voitsberg,Steiermark,45,23,"347,9",178
Völkermarkt,Kärnten,"119,4",50,"317,6",133
Waidhofen an der Thaya,Niederöstereich,"81,1",21,618,160
Waidhofen an der Ybbs,Niederöstereich,"8,9",1,"275,3",31
Weiz,Steiermark,"23,2",21,"346,5",313
Wels,Oberösterreich,"152,3",94,"753,3",465
Wels-Land,Oberösterreich,"49,3",36,"465,2",340
Wien,Wien,"164,8",#ERROR!,"1.049,10",19.906
Wiener Neustadt,Niederöstereich,"57,4",26,614,278
Wiener Neustadt (Land),Niederöstereich,50,39,"380,8",297
Wolfsberg,Kärnten,"11,4",6,"176,4",93
Zell am See,Salzburg,"22,9",20,"552,2",483
Zwettl,Niederöstereich,"68,7",29,"483,2",204
