Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"395,60",461,"4482,50",5223
Baden,Niederösterreich,"191,50",281,"2650,70",3890
Bludenz,Vorarlberg,"170,00",109,"4129,00",2647
Braunau am Inn,Oberösterreich,304,321,"3809,50",4021
Bregenz,Vorarlberg,"186,70",252,"4231,50",5712
Bruck an der Leitha,Niederösterreich,"170,60",177,"2499,60",2593
Bruck-Mürzzuschlag,Steiermark,"281,70",278,"3406,40",3362
Deutschlandsberg,Steiermark,"358,20",218,"2479,20",1509
Dornbirn,Vorarlberg,"230,20",207,"5157,30",4637
Eferding,Oberösterreich,"195,90",65,"5865,30",1946
Eisenstadt,Burgenland,"67,50",10,"2936,00",435
Eisenstadt-Umgebung,Burgenland,"155,00",67,"2662,10",1151
Feldkirch,Vorarlberg,"219,20",237,"4462,10",4825
Feldkirchen,Kärnten,"461,50",138,"3641,90",1089
Freistadt,Oberösterreich,"239,30",160,"4999,90",3343
Gänserndorf,Niederösterreich,"132,70",139,"1875,30",1965
Gmünd,Niederösterreich,"249,00",91,"3715,20",1358
Gmunden,Oberösterreich,"355,40",362,"3942,70",4016
Graz,Steiermark,171,499,"2843,30",8276
Graz-Umgebung,Steiermark,"203,80",318,"2750,70",4293
Grieskirchen,Oberösterreich,"249,70",162,"5425,80",3520
Güssing,Burgenland,"159,50",41,"3210,20",825
Hallein,Salzburg,"473,5",288,"5414,00",3293
Hartberg-Fürstenfeld,Steiermark,"307,9",279,"3690,70",3344
Hermagor,Kärnten,"548,4",99,3949,713
Hollabrunn,Niederösterreich,"88,2",45,"2163,30",1104
Horn,Niederösterreich,"148,7",46,1872,579
Imst,Tirol,"223,2",135,4521,2734
Innsbruck-Land,Tirol,"156,8",283,"4699,30",8480
Innsbruck-Stadt,Tirol,"110,6",146,"4632,40",6113
Jennersdorf,Burgenland,"105,3",18,"3392,40",580
Kirchdorf an der Krems,Oberösterreich,"306,6",175,"3683,10",2102
Kitzbühel,Tirol,"140,3",90,"3804,10",2441
Klagenfurt Land,Kärnten,"248,3",149,3308,1985
Klagenfurt Stadt,Kärnten,"240,9",244,"3409,70",3454
Korneuburg,Niederösterreich,"106,3",97,"2365,90",2159
Krems (Land),Niederösterreich,"148,70",84,"3211,40",1814
Krems an der Donau,Niederösterreich,"103,9",26,"3279,30",821
Kufstein,Tirol,"138,7",153,"5408,60",5965
Landeck,Tirol,187,83,"5202,10",2309
Leibnitz,Steiermark,"240,7",204,"3237,50",2744
Leoben,Steiermark,"214,4",128,"3160,80",1887
Lienz,Tirol,"363,20",177,"4936,60",2406
Liezen,Steiermark,"150,7",120,"3210,20",2557
Lilienfeld,Niederösterreich,"198,8",51,3473,891
Linz,Oberösterreich,"212,5",439,"3916,80",8092
Linz-Land,Oberösterreich,"231,90",351,"3976,30",6019
Mattersburg,Burgenland,"82,4",33,"2749,60",1101
Melk,Niederösterreich,"254,50",199,"3607,80",2821
Mistelbach,Niederösterreich,"111,1",84,"1875,00",1418
Mödling,Niederösterreich,"178,80",213,"2558,00",3047
Murau,Steiermark,"308,6",85,"3296,70",908
Murtal,Steiermark,"337,50",242,"3372,50",2418
Neunkirchen,Niederösterreich,"259,4",224,"2822,50",2437
Neusiedl am See,Burgenland,"120,00",72,"2408,70",1445
Oberpullendorf,Burgenland,"136,4",51,"3421,20",1279
Oberwart,Burgenland,"160,5",87,"3258,80",1766
Perg,Oberösterreich,216,149,"4806,60",3315
Reutte,Tirol,70,23,"2573,20",845
