Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9875;25;41
Rust(Stadt);102;2021;1224;5;3
Eisenstadt-Umgebung;103;44488;28038;75;111
Güssing;104;25809;15772;101;72
Jennersdorf;105;17216;9697;44;36
Mattersburg;106;40731;25532;87;92
Neusiedl am See;107;61358;39495;85;182
Oberpullendorf;108;37556;23332;68;102
Oberwart;109;54682;32735;144;133
Klagenfurt Stadt;201;103297;57037;299;124
Villach Stadt;202;64125;34674;174;72
Hermagor;203;18069;10403;63;21
Klagenfurt Land;204;61114;34719;127;69
Sankt Veit an der Glan;205;53953;31962;167;54
Spittal an der Drau;206;75725;43314;275;102
Villach Land;207;65635;37542;205;78
Völkermarkt;208;41947;25638;121;35
Wolfsberg;209;52352;29528;200;51
Feldkirchen;210;29949;16896;83;32
Krems an der Donau(Stadt);301;24930;14844;74;52
Sankt Pölten(Stadt);302;56697;35758;146;134
Waidhofen an der Ybbs(Stadt);303;11187;7749;41;12
Wiener Neustadt(Stadt);304;47407;29603;212;109
Amstetten;305;117442;85464;309;193
Baden;306;148765;93456;350;428
Bruck an der Leitha;307;107297;68189;219;312
Gänserndorf;308;107504;65673;207;281
Gmünd;309;36152;21670;157;68
Hollabrunn;310;51879;30803;109;107
Horn;311;30875;18193;60;37
Korneuburg;312;92442;58093;145;277
Krems(Land);313;56840;36726;106;129
Lilienfeld;314;25491;16941;110;23
Melk;315;78779;56597;349;129
Mistelbach;316;76641;46457;107;179
Mödling;317;120412;74640;295;370
Neunkirchen;318;87048;54713;250;223
Sankt Pölten(Land);319;133497;89198;336;319
Scheibbs;320;41711;30248;96;58
Tulln;321;107723;66927;213;302
Waidhofen an der Thaya;322;25644;16041;77;49
Wiener Neustadt(Land);323;80020;51563;216;194
Zwettl;325;41757;28589;84;71
Linz(Stadt);401;208445;120020;460;333
Steyr(Stadt);402;37915;22043;75;51
Wels(Stadt);403;63542;38268;163;97
Braunau am Inn;404;108388;74012;266;112
Eferding;405;33715;22171;79;48
Freistadt;406;67638;46519;191;85
Gmunden;407;102765;67635;251;175
Grieskirchen;408;65929;45654;152;108
Kirchdorf an der Krems;409;57882;37630;160;79
Linz-Land;410;154320;96093;290;211
Perg;411;69905;48170;152;70
Ried im Innkreis;412;62535;42832;170;70
Rohrbach;413;57034;38924;164;41
Schärding;414;57750;38491;155;74
Steyr-Land;415;61494;41235;154;96
Urfahr-Umgebung;416;87466;59495;160;116
Vöcklabruck;417;139989;95710;336;175
Wels-Land;418;75514;51492;120;114
Salzburg(Stadt);501;155743;98906;320;302
Hallein;502;61262;44508;144;63
Salzburg-Umgebung;503;155982;113156;313;226
Sankt Johann im Pongau;504;81962;55837;184;104
Tamsweg;505;20327;13588;68;22
Zell am See;506;89017;54804;194;119
Graz(Stadt);601;293929;164708;573;560
Deutschlandsberg;603;61092;35271;180;63
Graz-Umgebung;606;161131;94993;426;259
Leibnitz;610;86399;51040;191;171
Leoben;611;59341;30360;193;65
Liezen;612;79739;44927;226;112
Murau;614;27343;14807;59;14
Voitsberg;616;51165;27466;189;65
Weiz;617;91844;55104;259;87
Murtal;620;71398;38011;293;53
Bruck-Mürzzuschlag;621;98394;49775;357;133
Hartberg-Fürstenfeld;622;91091;53257;299;130
Südoststeiermark;623;84024;48464;295;107
Innsbruck-Stadt;701;130599;82267;254;224
Imst;702;61843;41622;95;72
Innsbruck-Land;703;183827;120044;280;325
Kitzbühel;704;65482;40393;98;89
Kufstein;705;112301;73298;245;125
Landeck;706;44681;31207;90;65
Lienz;707;48854;33034;146;37
Reutte;708;33427;21051;29;44
Schwaz;709;85478;52292;216;99
Bludenz;801;64943;42323;95;63
Bregenz;802;136369;83836;238;121
Dornbirn;803;91344;57815;169;77
Feldkirch;804;110547;71035;177;103
Wien;900;1951354;1303183;4527;6284
