Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"109,9",128,"5974,90",6962
Baden,Niederösterreich,"137,6",202,"3567,30",5235
Bludenz,Vorarlberg,170,109,"4932,40",3162
Braunau am Inn,Oberösterreich,"139,3",147,"4737,90",5001
Bregenz,Vorarlberg,"190,4",257,"5090,10",6871
Bruck an der Leitha,Niederösterreich,"96,4",100,"3092,50",3208
Bruck-Mürzzuschlag,Steiermark,"109,4",108,"4101,40",4048
Deutschlandsberg,Steiermark,138,84,"3668,70",2233
Dornbirn,Vorarlberg,198,178,"6246,10",5616
Eferding,Oberösterreich,"78,4",26,"6459,10",2143
Eisenstadt,Burgenland,54,8,"3806,70",564
Eisenstadt-Umgebung,Burgenland,"62,4",27,"3180,20",1375
Feldkirch,Vorarlberg,148,160,"5502,50",5950
Feldkirchen,Kärnten,"137,1",41,"5123,40",1532
Freistadt,Oberösterreich,"116,7",78,"5897,30",3943
Gänserndorf,Niederösterreich,"128,8",135,"2692,30",2821
Gmünd,Niederösterreich,"134,1",49,"4571,40",1671
Gmunden,Oberösterreich,"155,1",158,"5228,80",5326
Graz,Steiermark,88,256,"3412,20",9932
Graz-Umgebung,Steiermark,"91,6",143,"3415,80",5331
Grieskirchen,Oberösterreich,"106,4",69,"6285,90",4078
Güssing,Burgenland,"128,4",33,"4428,20",1138
Hallein,Salzburg,"231,8",141,"7554,60",4595
Hartberg-Fürstenfeld,Steiermark,"103,7",94,"4520,70",4096
Hermagor,Kärnten,"315,7",57,"6397,50",1155
Hollabrunn,Niederösterreich,"92,1",47,"2521,90",1287
Horn,Niederösterreich,"109,9",34,"2253,00",697
Imst,Tirol,"72,8",44,"5382,50",3255
Innsbruck-Land,Tirol,77,139,"5343,20",9642
Innsbruck-Stadt,Tirol,"56,1",74,"5085,60",6711
Jennersdorf,Burgenland,"239,8",41,"4281,50",732
Kirchdorf an der Krems,Oberösterreich,"99,9",57,"4816,80",2749
Kitzbühel,Tirol,"98,2",63,"4977,60",3194
Klagenfurt Land,Kärnten,"168,3",101,"4500,60",2701
Klagenfurt Stadt,Kärnten,"88,8",90,"4171,80",4226
Korneuburg,Niederösterreich,"58,1",53,"2788,90",2545
Krems (Land),Niederösterreich,"136,3",77,"3868,10",2185
Krems an der Donau,Niederösterreich,"67,9",17,"3738,60",936
Kufstein,Tirol,"78,9",87,"6124,90",6755
Landeck,Tirol,"45,1",20,"6369,10",2827
Leibnitz,Steiermark,"103,8",88,"4068,10",3448
Leoben,Steiermark,"60,3",36,"3733,70",2229
Lienz,Tirol,"328,3",160,"6169,70",3007
Liezen,Steiermark,"131,8",105,"4554,80",3628
Lilienfeld,Niederösterreich,"81,9",21,"4030,40",1034
Linz,Oberösterreich,"60,5",125,"4494,30",9285
Linz-Land,Oberösterreich,"67,4",102,"4547,80",6884
Mattersburg,Burgenland,"117,4",47,"3423,90",1371
Melk,Niederösterreich,"94,6",74,"4449,40",3479
Mistelbach,Niederösterreich,"52,9",40,"2363,00",1787
Mödling,Niederösterreich,"64,6",77,"3140,70",3741
Murau,Steiermark,"123,4",34,"4269,70",1176
Murtal,Steiermark,"132,5",95,"4463,20",3200
Neunkirchen,Niederösterreich,"99,6",86,"3776,80",3261
Neusiedl am See,Burgenland,95,57,"3207,20",1924
Oberpullendorf,Burgenland,"90,9",34,"4015,10",1501
Oberwart,Burgenland,"90,4",49,"3751,50",2033
Perg,Oberösterreich,"126,1",87,"5667,80",3909
Reutte,Tirol,"112,7",37,"3532,50",1160
Ried im Innkreis,Oberösterreich,"157,2",97,"6534,30",4031
Rohrbach,Oberösterreich,"74,3",42,"7371,10",4168
Rust,Burgenland,"252,5",5,"3333,30",66
Salzburg,Salzburg,"211,6",328,"4910,30",7612
Salzburg-Umgebung,Salzburg,174,267,"5395,70",8282
Sankt Johann im Pongau,Salzburg,"300,5",244,"7756,70",6298
Sankt Pölten,Niederösterreich,"50,4",28,"4280,00",2376
Sankt Pölten (Land),Niederösterreich,"60,7",80,"3536,00",4658
Sankt Veit an der Glan,Kärnten,"110,7",60,"5082,50",2754
Schärding,Oberösterreich,"111,5",64,"6861,70",3938
Scheibbs,Niederösterreich,"176,3",73,"5713,00",2366
Schwaz,Tirol,198,167,"8596,10",7249
Spittal an der Drau,Kärnten,"334,8",254,"3835,60",2910
Steyr,Oberösterreich,42,16,"4372,50",1664
Steyr-Land,Oberösterreich,"64,2",39,"5339,50",3242
Südoststeiermark,Steiermark,"221,3",186,"4204,20",3533
Tamsweg,Salzburg,"582,7",118,"9155,10",1854
Tulln,Niederösterreich,"102,3",107,"3305,20",3457
Urfahr-Umgebung,Oberösterreich,"44,2",38,"5598,50",4815
Villach Land,Kärnten,243,157,"4220,20",2727
Villach Stadt,Kärnten,"47,7",30,"3609,90",2270
Vöcklabruck,Oberösterreich,"104,9",144,"5319,90",7304
Voitsberg,Steiermark,"101,9",52,"4157,20",2122
Völkermarkt,Kärnten,"124,2",52,"6050,80",2533
Waidhofen an der Thaya,Niederösterreich,"112,9",29,"3683,50",946
Waidhofen an der Ybbs,Niederösterreich,"169,3",19,"5426,80",609
Weiz,Steiermark,"73,9",67,"3393,10",3076
Wels,Oberösterreich,"195,3",122,"5425,00",3389
Wels-Land,Oberösterreich,80,59,"4569,20",3371
Wien,Wien,"92,3",#ERROR!,"4177,30",79836
Wiener Neustadt,Niederösterreich,"128,8",59,"4111,50",1884
Wiener Neustadt (Land),Niederösterreich,"122,6",96,"3296,00",2581
Wolfsberg,Kärnten,"83,6",44,"4822,60",2537
Zell am See,Salzburg,"168,9",148,"5878,30",5151
Zwettl,Niederösterreich,"197,7",83,"5030,10",2112
