Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,18,21,"8594,20",10014
Baden,Niederösterreich,"25,9",38,"6760,40",9921
Bludenz,Vorarlberg,"20,3",13,"6620,20",4244
Braunau am Inn,Oberösterreich,"59,7",63,"8725,50",9210
Bregenz,Vorarlberg,"28,2",38,"7347,40",9918
Bruck an der Leitha,Niederösterreich,"13,5",14,"5881,30",6101
Bruck-Mürzzuschlag,Steiermark,"13,2",13,"6180,50",6100
Deutschlandsberg,Steiermark,"21,4",13,"6675,20",4063
Dornbirn,Vorarlberg,"34,5",31,"8615,10",7746
Eferding,Oberösterreich,0,±0,"8451,40",2804
Eisenstadt,Burgenland,0,±0,"6661,70",987
Eisenstadt-Umgebung,Burgenland,"9,3",4,"5481,50",2370
Feldkirch,Vorarlberg,"16,6",18,"7686,80",8312
Feldkirchen,Kärnten,"6,7",2,"8046,30",2406
Freistadt,Oberösterreich,"13,5",9,"8287,30",5541
Gänserndorf,Niederösterreich,"22,9",24,"5717,60",5991
Gmünd,Niederösterreich,"16,4",6,"7487,80",2737
Gmunden,Oberösterreich,"6,9",7,"7695,00",7838
Graz,Steiermark,"18,6",54,"5604,50",16313
Graz-Umgebung,Steiermark,"11,5",18,"5623,10",8776
Grieskirchen,Oberösterreich,"3,1",2,"8049,30",5222
Güssing,Burgenland,"3,9",1,"7113,10",1828
Hallein,Salzburg,"11,5",7,"11002,20",6692
Hartberg-Fürstenfeld,Steiermark,"13,2",12,"8160,60",7394
Hermagor,Kärnten,"11,1",2,"10446,40",1886
Hollabrunn,Niederösterreich,"7,8",4,"5143,70",2625
Horn,Niederösterreich,"6,5",2,"4968,30",1537
Imst,Tirol,"77,7",47,"9060,10",5479
Innsbruck-Land,Tirol,"45,4",82,"7712,30",13917
Innsbruck-Stadt,Tirol,"55,3",73,"7429,50",9804
Jennersdorf,Burgenland,"5,8",1,"7597,80",1299
Kirchdorf an der Krems,Oberösterreich,"1,8",1,"7436,40",4244
Kitzbühel,Tirol,0,±0,"6991,00",4486
Klagenfurt Land,Kärnten,"13,3",8,"6985,00",4192
Klagenfurt Stadt,Kärnten,"11,8",12,"6170,80",6251
