Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9871;25;46
Rust(Stadt);102;2021;1224;5;4
Eisenstadt-Umgebung;103;44488;28024;75;131
Güssing;104;25809;15765;101;79
Jennersdorf;105;17216;9686;44;31
Mattersburg;106;40731;25520;86;120
Neusiedl am See;107;61358;39467;85;187
Oberpullendorf;108;37556;23323;68;121
Oberwart;109;54682;32712;144;141
Klagenfurt Stadt;201;103297;57013;299;134
Villach Stadt;202;64125;34661;174;79
Hermagor;203;18069;10398;63;21
Klagenfurt Land;204;61114;34705;127;80
Sankt Veit an der Glan;205;53953;31951;167;52
Spittal an der Drau;206;75725;43287;275;91
Villach Land;207;65635;37524;205;78
Völkermarkt;208;41947;25627;121;27
Wolfsberg;209;52352;29518;200;59
Feldkirchen;210;29949;16888;83;31
Krems an der Donau(Stadt);301;24930;14836;74;58
Sankt Pölten(Stadt);302;56697;35733;146;138
Waidhofen an der Ybbs(Stadt);303;11187;7746;41;10
Wiener Neustadt(Stadt);304;47407;29589;212;117
Amstetten;305;117442;85424;309;185
Baden;306;148765;93376;350;431
Bruck an der Leitha;307;107297;68137;219;311
Gänserndorf;308;107504;65629;207;308
Gmünd;309;36152;21653;157;68
Hollabrunn;310;51879;30788;109;120
Horn;311;30875;18190;60;49
Korneuburg;312;92442;58044;145;290
Krems(Land);313;56840;36711;105;167
Lilienfeld;314;25491;16938;110;30
Melk;315;78779;56572;347;141
Mistelbach;316;76641;46430;107;181
Mödling;317;120412;74573;293;367
Neunkirchen;318;87048;54664;250;222
Sankt Pölten(Land);319;133497;89141;336;328
Scheibbs;320;41711;30239;95;69
Tulln;321;107723;66872;213;316
Waidhofen an der Thaya;322;25644;16032;77;52
Wiener Neustadt(Land);323;80020;51524;216;197
Zwettl;325;41757;28580;84;80
Linz(Stadt);401;208445;119962;460;365
Steyr(Stadt);402;37915;22038;75;60
Wels(Stadt);403;63542;38249;163;95
Braunau am Inn;404;108388;73976;266;111
Eferding;405;33715;22156;79;43
Freistadt;406;67638;46503;191;102
Gmunden;407;102765;67601;251;189
Grieskirchen;408;65929;45634;152;132
Kirchdorf an der Krems;409;57882;37618;160;94
Linz-Land;410;154320;96044;290;219
Perg;411;69905;48157;152;69
Ried im Innkreis;412;62535;42816;170;67
Rohrbach;413;57034;38914;164;49
Schärding;414;57750;38476;155;68
Steyr-Land;415;61494;41213;154;91
Urfahr-Umgebung;416;87466;59472;160;114
Vöcklabruck;417;139989;95672;336;182
Wels-Land;418;75514;51483;120;129
Salzburg(Stadt);501;155743;98857;320;316
Hallein;502;61262;44493;144;56
Salzburg-Umgebung;503;155982;113115;313;226
Sankt Johann im Pongau;504;81962;55816;184;111
Tamsweg;505;20327;13583;68;26
Zell am See;506;89017;54780;194;119
Graz(Stadt);601;293929;164630;573;578
Deutschlandsberg;603;61092;35250;180;59
Graz-Umgebung;606;161131;94944;425;275
Leibnitz;610;86399;51007;191;162
Leoben;611;59341;30349;193;74
Liezen;612;79739;44884;226;87
Murau;614;27343;14803;59;14
Voitsberg;616;51165;27443;189;62
Weiz;617;91844;55069;258;69
Murtal;620;71398;38001;293;66
Bruck-Mürzzuschlag;621;98394;49739;357;127
Hartberg-Fürstenfeld;622;91091;53227;299;140
Südoststeiermark;623;84024;48439;295;112
Innsbruck-Stadt;701;130599;82236;253;228
Imst;702;61843;41607;95;70
Innsbruck-Land;703;183827;120001;279;340
Kitzbühel;704;65482;40383;98;90
Kufstein;705;112301;73281;245;128
Landeck;706;44681;31197;90;70
Lienz;707;48854;33028;146;34
Reutte;708;33427;21044;29;48
Schwaz;709;85478;52277;216;110
Bludenz;801;64943;42305;95;54
Bregenz;802;136369;83809;239;122
Dornbirn;803;91344;57795;169;77
Feldkirch;804;110547;71015;176;110
Wien;900;1951354;1302184;4519;6527
