Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9042;24;173
Rust(Stadt);102;2021;1085;4;11
Eisenstadt-Umgebung;103;44488;25688;73;367
Güssing;104;25809;14618;100;227
Jennersdorf;105;17216;9181;43;101
Mattersburg;106;40731;23496;83;326
Neusiedl am See;107;61358;35974;87;432
Oberpullendorf;108;37556;21556;64;237
Oberwart;109;54682;30251;145;414
Klagenfurt Stadt;201;103297;53459;292;885
Villach Stadt;202;64125;32772;174;458
Hermagor;203;18069;9966;63;130
Klagenfurt Land;204;61114;32905;127;483
Sankt Veit an der Glan;205;53953;30661;167;603
Spittal an der Drau;206;75725;41766;275;522
Villach Land;207;65635;35618;200;465
Völkermarkt;208;41947;24616;122;306
Wolfsberg;209;52352;28270;190;315
Feldkirchen;210;29949;16320;83;182
Krems an der Donau(Stadt);301;24930;13758;74;268
Sankt Pölten(Stadt);302;56697;32845;144;475
Waidhofen an der Ybbs(Stadt);303;11187;7382;41;74
Wiener Neustadt(Stadt);304;47407;27413;197;327
Amstetten;305;117442;81330;311;924
Baden;306;148765;85989;335;1142
Bruck an der Leitha;307;107297;62402;216;796
Gänserndorf;308;107504;59427;185;828
Gmünd;309;36152;20464;157;240
Hollabrunn;310;51879;27907;102;368
Horn;311;30875;16918;60;264
Korneuburg;312;92442;52365;145;951
Krems(Land);313;56840;34213;105;501
Lilienfeld;314;25491;16024;113;169
Melk;315;78779;53260;327;710
Mistelbach;316;76641;42106;103;631
Mödling;317;120412;67721;273;987
Neunkirchen;318;87048;50990;248;695
Sankt Pölten(Land);319;133497;81686;324;1146
Scheibbs;320;41711;28771;94;333
Tulln;321;107723;60632;209;943
Waidhofen an der Thaya;322;25644;14922;74;166
Wiener Neustadt(Land);323;80020;47780;204;602
Zwettl;325;41757;27092;85;347
Linz(Stadt);401;208445;113506;455;1803
Steyr(Stadt);402;37915;20655;72;330
Wels(Stadt);403;63542;36553;157;413
Braunau am Inn;404;108388;71668;261;837
Eferding;405;33715;21120;77;307
Freistadt;406;67638;44451;189;623
Gmunden;407;102765;64376;240;860
Grieskirchen;408;65929;43698;147;538
Kirchdorf an der Krems;409;57882;35773;153;459
Linz-Land;410;154320;91191;291;1346
Perg;411;69905;46177;151;607
Ried im Innkreis;412;62535;41286;169;567
Rohrbach;413;57034;37121;160;464
Schärding;414;57750;37108;155;382
Steyr-Land;415;61494;39075;151;619
Urfahr-Umgebung;416;87466;56626;157;1010
Vöcklabruck;417;139989;91778;337;1254
Wels-Land;418;75514;48920;118;667
Salzburg(Stadt);501;155743;94055;305;908
Hallein;502;61262;42891;143;461
Salzburg-Umgebung;503;155982;108590;308;1149
Sankt Johann im Pongau;504;81962;54178;188;410
Tamsweg;505;20327;13114;67;141
Zell am See;506;89017;53050;190;660
Graz(Stadt);601;293929;155288;558;2108
Deutschlandsberg;603;61092;33700;179;470
Graz-Umgebung;606;161131;89576;423;1325
Leibnitz;610;86399;48324;187;684
Leoben;611;59341;28893;189;377
Liezen;612;79739;43351;224;649
Murau;614;27343;14330;60;397
Voitsberg;616;51165;26247;185;355
Weiz;617;91844;52468;255;574
Murtal;620;71398;36290;278;490
Bruck-Mürzzuschlag;621;98394;47302;354;640
Hartberg-Fürstenfeld;622;91091;50282;308;698
Südoststeiermark;623;84024;45937;293;507
Innsbruck-Stadt;701;130599;77875;239;983
Imst;702;61843;39947;90;464
Innsbruck-Land;703;183827;114361;273;1565
Kitzbühel;704;65482;39214;99;445
Kufstein;705;112301;71066;243;694
Landeck;706;44681;29961;89;301
Lienz;707;48854;31983;143;348
Reutte;708;33427;20149;28;206
Schwaz;709;85478;50549;214;523
Bludenz;801;64943;40812;95;362
Bregenz;802;136369;80307;231;833
Dornbirn;803;91344;55025;168;563
Feldkirch;804;110547;68128;173;702
Wien;900;1951354;1198864;4319;13193
