Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;6784;22;71
Rust(Stadt);102;2000;865;2;6
Eisenstadt-Umgebung;103;43861;19163;68;206
Güssing;104;25770;11308;93;84
Jennersdorf;105;17109;7549;41;53
Mattersburg;106;40316;17555;82;246
Neusiedl am See;107;60397;26678;83;270
Oberpullendorf;108;37453;15999;63;174
Oberwart;109;54209;23648;145;198
Klagenfurt Stadt;201;101765;41322;272;269
Villach Stadt;202;63236;26016;172;115
Hermagor;203;18052;8259;61;76
Klagenfurt Land;204;60503;26141;124;217
Sankt Veit an der Glan;205;53880;23771;162;146
Spittal an der Drau;206;75628;34684;262;169
Villach Land;207;64920;28821;189;134
Völkermarkt;208;41834;19934;116;154
Wolfsberg;209;52488;23544;178;208
Feldkirchen;210;29783;13480;82;47
Krems an der Donau(Stadt);301;24837;10646;72;106
Sankt Pölten(Stadt);302;55878;26073;130;243
Waidhofen an der Ybbs(Stadt);303;11134;6078;38;32
Wiener Neustadt(Stadt);304;46456;21790;177;166
Amstetten;305;116592;67216;300;352
Baden;306;147113;66878;311;602
Bruck an der Leitha;307;105507;46569;215;506
Gänserndorf;308;105824;44525;164;483
Gmünd;309;36275;16522;152;106
Hollabrunn;310;51332;21297;90;182
Horn;311;30838;13388;60;79
Korneuburg;312;91777;38294;137;547
Krems(Land);313;56559;27056;97;238
Lilienfeld;314;25474;13445;113;93
Melk;315;78281;43384;264;242
Mistelbach;316;75655;31736;96;487
Mödling;317;119240;50096;262;534
Neunkirchen;318;86323;40356;246;382
Sankt Pölten(Land);319;132064;63349;289;542
Scheibbs;320;41567;24206;94;143
Tulln;321;105762;45155;201;654
Waidhofen an der Thaya;322;25531;11934;67;78
Wiener Neustadt(Land);323;79033;37971;195;287
Zwettl;325;41827;22103;84;159
Linz(Stadt);401;206537;89613;426;606
Steyr(Stadt);402;37952;16864;65;120
Wels(Stadt);403;62654;30308;154;131
Braunau am Inn;404;106492;59641;251;369
Eferding;405;33368;16687;73;114
Freistadt;406;66922;36358;181;185
Gmunden;407;102102;52532;226;200
Grieskirchen;408;65137;35223;142;209
Kirchdorf an der Krems;409;57163;28992;147;144
Linz-Land;410;152391;72791;274;475
Perg;411;69241;37707;147;209
Ried im Innkreis;412;61850;33761;166;139
Rohrbach;413;56623;30284;156;131
Schärding;414;57438;30428;153;206
Steyr-Land;415;60936;31476;144;213
Urfahr-Umgebung;416;86235;44250;153;316
Vöcklabruck;417;137993;74956;326;372
Wels-Land;418;74574;39766;114;197
Salzburg(Stadt);501;155416;74142;283;604
Hallein;502;60992;35849;137;183
Salzburg-Umgebung;503;154624;88753;294;608
Sankt Johann im Pongau;504;81392;46060;184;94
Tamsweg;505;20118;10836;64;40
Zell am See;506;88168;44586;183;187
Graz(Stadt);601;291134;119687;533;907
Deutschlandsberg;603;60871;27970;173;151
Graz-Umgebung;606;157853;71126;414;508
Leibnitz;610;85294;39791;179;167
Leoben;611;59151;23117;184;154
Liezen;612;79592;36082;214;161
Murau;614;27449;11673;59;50
Voitsberg;616;50947;22071;177;122
Weiz;617;90916;44253;250;182
Murtal;620;71356;30429;268;197
Bruck-Mürzzuschlag;621;98054;38747;348;344
Hartberg-Fürstenfeld;622;90619;41986;300;151
Südoststeiermark;623;83841;38614;284;178
Innsbruck-Stadt;701;131059;60963;218;595
Imst;702;60922;33375;85;165
Innsbruck-Land;703;181698;91014;260;876
Kitzbühel;704;64676;32145;95;140
Kufstein;705;111080;58445;234;305
Landeck;706;44346;25376;84;103
Lienz;707;48814;26054;133;139
Reutte;708;33054;16045;23;229
Schwaz;709;84456;42231;200;183
Bludenz;801;64368;34163;87;120
Bregenz;802;135310;67560;225;463
Dornbirn;803;90502;46422;159;232
Feldkirch;804;109057;56254;166;314
Wien;900;1920949;890697;3961;9192
