Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"16,3",19,"8608,80",10031
Baden,Niederösterreich,"13,6",20,"6772,00",9938
Bludenz,Vorarlberg,"4,7",3,"6620,20",4244
Braunau am Inn,Oberösterreich,"20,8",22,"8735,90",9221
Bregenz,Vorarlberg,"11,1",15,"7351,80",9924
Bruck an der Leitha,Niederösterreich,"12,5",13,"5893,90",6114
Bruck-Mürzzuschlag,Steiermark,"5,1",5,"6183,60",6103
Deutschlandsberg,Steiermark,"8,2",5,"6681,80",4067
Dornbirn,Vorarlberg,10,9,"8617,30",7748
Eferding,Oberösterreich,3,1,"8454,40",2805
Eisenstadt,Burgenland,0,±0,"6668,50",988
Eisenstadt-Umgebung,Burgenland,"11,6",5,"5488,50",2373
Feldkirch,Vorarlberg,"18,5",20,"7693,30",8319
Feldkirchen,Kärnten,"16,7",5,"8063,00",2411
Freistadt,Oberösterreich,9,6,"8290,30",5543
Gänserndorf,Niederösterreich,"16,2",17,"5727,10",6001
Gmünd,Niederösterreich,"5,5",2,"7493,20",2739
Gmunden,Oberösterreich,0,±0,"7694,00",7837
Graz,Steiermark,"8,9",26,"5611,00",16332
Graz-Umgebung,Steiermark,"5,1",8,"5628,90",8785
Grieskirchen,Oberösterreich,"3,1",2,"8050,90",5223
Güssing,Burgenland,"11,7",3,"7124,80",1831
Hallein,Salzburg,"6,6",4,"11010,50",6697
Hartberg-Fürstenfeld,Steiermark,"5,5",5,"8162,80",7396
Hermagor,Kärnten,0,±0,"10446,40",1886
Hollabrunn,Niederösterreich,2,1,"5147,60",2627
Horn,Niederösterreich,"3,2",1,"4971,60",1538
Imst,Tirol,"28,1",17,"9068,40",5484
Innsbruck-Land,Tirol,"17,2",31,"7722,20",13935
Innsbruck-Stadt,Tirol,22,29,"7442,40",9821
Jennersdorf,Burgenland,0,±0,"7597,80",1299
Kirchdorf an der Krems,Oberösterreich,0,±0,"7438,10",4245
Kitzbühel,Tirol,"1,6",1,"6992,60",4487
Klagenfurt Land,Kärnten,"11,7",7,"6991,70",4196
Klagenfurt Stadt,Kärnten,2,2,"6171,80",6252
Korneuburg,Niederösterreich,"15,3",14,"4777,90",4360
Krems (Land),Niederösterreich,"5,3",3,"5875,70",3319
Krems an der Donau,Niederösterreich,12,3,"5564,00",1393
Kufstein,Tirol,"3,6",4,"8525,90",9403
Landeck,Tirol,"11,3",5,"8322,40",3694
Leibnitz,Steiermark,"5,9",5,"6978,90",5915
Leoben,Steiermark,"3,4",2,"5629,80",3361
Lienz,Tirol,"6,2",3,"10911,40",5318
Liezen,Steiermark,"1,3",1,"6846,00",5453
Lilienfeld,Niederösterreich,"7,8",2,"6583,50",1689
Linz,Oberösterreich,"13,1",27,"6679,70",13800
Linz-Land,Oberösterreich,"16,5",25,"6733,10",10192
Mattersburg,Burgenland,"7,5",3,"5731,50",2295
Melk,Niederösterreich,9,7,"7408,80",5793
Mistelbach,Niederösterreich,"5,3",4,"5005,00",3785
Mödling,Niederösterreich,"7,6",9,"5363,70",6389
Murau,Steiermark,"3,6",1,"7239,60",1994
Murtal,Steiermark,"2,8",2,"7131,30",5113
Neunkirchen,Niederösterreich,"13,9",12,"6932,80",5986
Neusiedl am See,Burgenland,5,3,"5444,20",3266
Oberpullendorf,Burgenland,"18,7",7,"5983,80",2237
Oberwart,Burgenland,"20,3",11,"6768,50",3668
Perg,Oberösterreich,"20,3",14,"8546,00",5894
Reutte,Tirol,"9,1",3,"6151,40",2020
Ried im Innkreis,Oberösterreich,"4,9",3,"9719,60",5996
Rohrbach,Oberösterreich,"7,1",4,"9049,40",5117
Rust,Burgenland,0,±0,"3787,90",75
Salzburg,Salzburg,"12,9",20,"7570,60",11736
Salzburg-Umgebung,Salzburg,"19,5",30,"8064,90",12379
Sankt Johann im Pongau,Salzburg,"1,2",1,"11806,30",9586
Sankt Pölten,Niederösterreich,"14,4",8,"7032,50",3904
Sankt Pölten (Land),Niederösterreich,"12,1",16,"6054,90",7976
Sankt Veit an der Glan,Kärnten,"12,9",7,"7330,30",3972
Schärding,Oberösterreich,0,±0,"9283,70",5328
Scheibbs,Niederösterreich,"4,8",2,"9144,30",3787
Schwaz,Tirol,"5,9",5,"10687,90",9013
Spittal an der Drau,Kärnten,"6,6",5,"7698,90",5841
Steyr,Oberösterreich,"7,9",3,"6495,70",2472
Steyr-Land,Oberösterreich,"6,6",4,"7045,80",4278
Südoststeiermark,Steiermark,"2,4",2,"7176,70",6031
Tamsweg,Salzburg,"9,9",2,"12280,90",2487
Tulln,Niederösterreich,"14,3",15,"5196,30",5435
Urfahr-Umgebung,Oberösterreich,"5,8",5,"7124,00",6127
Villach Land,Kärnten,"7,7",5,"6926,90",4476
Villach Stadt,Kärnten,"1,6",1,"6332,50",3982
Vöcklabruck,Oberösterreich,"3,6",5,"8410,20",11547
Voitsberg,Steiermark,2,1,"6702,10",3421
Völkermarkt,Kärnten,"4,8",2,"8843,30",3702
Waidhofen an der Thaya,Niederösterreich,0,±0,"6545,40",1681
Waidhofen an der Ybbs,Niederösterreich,"26,7",3,"8153,60",915
Weiz,Steiermark,"8,8",8,"6840,30",6201
Wels,Oberösterreich,"11,2",7,"9044,30",5650
Wels-Land,Oberösterreich,"6,8",5,"7734,10",5706
Wien,Wien,"28,3",541,"7242,30",138415
