Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8743;24;194
Rust(Stadt);102;2021;1061;4;11
Eisenstadt-Umgebung;103;44488;25020;72;459
Güssing;104;25809;14192;100;306
Jennersdorf;105;17216;8963;43;174
Mattersburg;106;40731;22869;83;461
Neusiedl am See;107;61358;35136;87;500
Oberpullendorf;108;37556;21115;63;355
Oberwart;109;54682;29453;145;668
Klagenfurt Stadt;201;103297;51788;289;1312
Villach Stadt;202;64125;31882;174;676
Hermagor;203;18069;9736;62;182
Klagenfurt Land;204;61114;31999;127;663
Sankt Veit an der Glan;205;53953;29520;167;961
Spittal an der Drau;206;75725;40793;271;754
Villach Land;207;65635;34749;197;656
Völkermarkt;208;41947;24072;122;399
Wolfsberg;209;52352;27676;189;429
Feldkirchen;210;29949;15945;83;356
Krems an der Donau(Stadt);301;24930;13319;74;293
Sankt Pölten(Stadt);302;56697;31954;144;595
Waidhofen an der Ybbs(Stadt);303;11187;7262;41;105
Wiener Neustadt(Stadt);304;47407;26839;193;390
Amstetten;305;117442;79693;311;1122
Baden;306;148765;83924;330;1617
Bruck an der Leitha;307;107297;60903;216;1125
Gänserndorf;308;107504;57942;182;1026
Gmünd;309;36152;19941;156;381
Hollabrunn;310;51879;27237;98;504
Horn;311;30875;16407;60;421
Korneuburg;312;92442;50660;145;1116
Krems(Land);313;56840;33280;105;699
Lilienfeld;314;25491;15687;113;293
Melk;315;78779;52014;315;836
Mistelbach;316;76641;41057;103;719
Mödling;317;120412;65897;269;1440
Neunkirchen;318;87048;49663;248;933
Sankt Pölten(Land);319;133497;79602;322;1526
Scheibbs;320;41711;28169;94;397
Tulln;321;107723;58967;209;1273
Waidhofen an der Thaya;322;25644;14590;73;302
Wiener Neustadt(Land);323;80020;46642;201;868
Zwettl;325;41757;26473;85;472
Linz(Stadt);401;208445;110294;453;2157
Steyr(Stadt);402;37915;20064;70;388
Wels(Stadt);403;63542;35775;157;625
Braunau am Inn;404;108388;70023;259;1337
Eferding;405;33715;20565;76;452
Freistadt;406;67638;43341;189;782
Gmunden;407;102765;62829;238;1344
Grieskirchen;408;65929;42594;146;857
Kirchdorf an der Krems;409;57882;34853;151;717
Linz-Land;410;154320;88849;289;1799
Perg;411;69905;45040;150;908
Ried im Innkreis;412;62535;40190;169;885
Rohrbach;413;57034;36196;160;722
Schärding;414;57750;36343;155;748
Steyr-Land;415;61494;37988;151;759
Urfahr-Umgebung;416;87466;54795;157;1188
Vöcklabruck;417;139989;89482;334;1871
Wels-Land;418;75514;47699;117;932
Salzburg(Stadt);501;155743;91926;303;1853
Hallein;502;61262;41952;143;844
Salzburg-Umgebung;503;155982;106098;307;2215
Sankt Johann im Pongau;504;81962;53318;188;781
Tamsweg;505;20327;12848;67;206
Zell am See;506;89017;51840;188;917
Graz(Stadt);601;293929;151050;551;3164
Deutschlandsberg;603;61092;32841;179;657
Graz-Umgebung;606;161131;87002;421;1865
Leibnitz;610;86399;47010;186;931
Leoben;611;59341;28119;188;568
Liezen;612;79739;42104;224;829
Murau;614;27343;13729;59;203
Voitsberg;616;51165;25567;184;445
Weiz;617;91844;51372;255;871
Murtal;620;71398;35394;275;583
Bruck-Mürzzuschlag;621;98394;46130;354;791
Hartberg-Fürstenfeld;622;91091;49025;306;857
Südoststeiermark;623;84024;44993;293;790
Innsbruck-Stadt;701;130599;75937;237;1685
Imst;702;61843;39055;88;694
Innsbruck-Land;703;183827;111227;273;2422
Kitzbühel;704;65482;38273;98;903
Kufstein;705;112301;69606;241;1418
Landeck;706;44681;29373;89;505
Lienz;707;48854;31300;142;791
Reutte;708;33427;19733;28;366
Schwaz;709;85478;49529;213;812
Bludenz;801;64943;40074;94;628
Bregenz;802;136369;78765;230;1155
Dornbirn;803;91344;53990;167;681
Feldkirch;804;110547;66862;173;1127
Wien;900;1951354;1174966;4271;18692
