Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"284,9",332,"7059,70",8226
Baden,Niederösterreich,"342,8",503,"5634,70",8269
Bludenz,Vorarlberg,"70,2",45,"5646,80",3620
Braunau am Inn,Oberösterreich,"352,4",372,"6815,50",7194
Bregenz,Vorarlberg,"143,7",194,"5682,00",7670
Bruck an der Leitha,Niederösterreich,"256,4",266,"4739,00",4916
Bruck-Mürzzuschlag,Steiermark,"116,5",115,"5352,70",5283
Deutschlandsberg,Steiermark,"213,6",130,"5188,40",3158
Dornbirn,Vorarlberg,"103,4",93,"7011,30",6304
Eferding,Oberösterreich,"241,1",80,"7498,90",2488
Eisenstadt,Burgenland,"317,2",47,"5750,50",852
Eisenstadt-Umgebung,Burgenland,"344,6",149,"4690,50",2028
Feldkirch,Vorarlberg,"120,2",130,"6308,90",6822
Feldkirchen,Kärnten,"250,8",75,"6471,10",1935
Freistadt,Oberösterreich,"254,3",170,"7035,50",4704
Gänserndorf,Niederösterreich,231,242,"4494,10",4709
Gmünd,Niederösterreich,"309,1",113,"6264,90",2290
Gmunden,Oberösterreich,"240,5",245,"6521,80",6643
Graz,Steiermark,134,390,"4455,90",12970
Graz-Umgebung,Steiermark,"146,7",229,"4512,70",7043
Grieskirchen,Oberösterreich,"158,8",103,"7139,90",4632
Güssing,Burgenland,"287,9",74,"6334,90",1628
Hallein,Salzburg,"284,4",173,"9392,70",5713
Hartberg-Fürstenfeld,Steiermark,"295,8",268,"6635,30",6012
Hermagor,Kärnten,"121,9",22,"9776,20",1765
Hollabrunn,Niederösterreich,"268,5",137,"4224,70",2156
Horn,Niederösterreich,"245,7",76,"3837,00",1187
Imst,Tirol,"262,9",159,"6852,50",4144
Innsbruck-Land,Tirol,"220,6",398,"6194,40",11178
Innsbruck-Stadt,Tirol,"192,5",254,"5861,60",7735
Jennersdorf,Burgenland,234,40,"6673,70",1141
Kirchdorf an der Krems,Oberösterreich,"378,5",216,"6276,40",3582
Kitzbühel,Tirol,"171,4",110,"6096,50",3912
Klagenfurt Land,Kärnten,"224,9",135,"5878,60",3528
Klagenfurt Stadt,Kärnten,"131,3",133,"5250,70",5319
Korneuburg,Niederösterreich,"234,5",214,"4025,00",3673
Krems (Land),Niederösterreich,"168,2",95,"4958,70",2801
Krems an der Donau,Niederösterreich,"199,7",50,"4673,30",1170
Kufstein,Tirol,"290,2",320,"7277,40",8026
Landeck,Tirol,"180,2",80,"7263,60",3224
Leibnitz,Steiermark,"226,5",192,"5711,70",4841
Leoben,Steiermark,"160,8",96,"4792,30",2861
Lienz,Tirol,"377,5",184,"8705,70",4243
Liezen,Steiermark,"203,4",162,"5772,60",4598
Lilienfeld,Niederösterreich,"253,4",65,"5160,80",1324
Linz,Oberösterreich,"139,4",288,"5355,40",11064
Linz-Land,Oberösterreich,"175,7",266,"5489,20",8309
Mattersburg,Burgenland,"387,1",155,"4954,80",1984
Melk,Niederösterreich,"328,7",257,"5783,30",4522
Mistelbach,Niederösterreich,234,177,"4202,30",3178
Mödling,Niederösterreich,"254,4",303,"4478,00",5334
Murau,Steiermark,"250,5",69,"5478,70",1509
Murtal,Steiermark,"149,2",107,"5411,60",3880
Neunkirchen,Niederösterreich,"414,6",358,"5843,00",5045
Neusiedl am See,Burgenland,160,96,"4625,80",2775
Oberpullendorf,Burgenland,"283,5",106,"5312,40",1986
Oberwart,Burgenland,"404,1",219,"5510,00",2986
Perg,Oberösterreich,"252,3",174,"7297,60",5033
Reutte,Tirol,201,66,"4592,20",1508
Ried im Innkreis,Oberösterreich,"259,4",160,"8007,80",4940
Rohrbach,Oberösterreich,"100,8",57,"8430,50",4767
Rust,Burgenland,0,±0,"3535,40",70
Salzburg,Salzburg,"266,4",413,"6397,20",9917
Salzburg-Umgebung,Salzburg,"312,7",480,"6936,50",10647
Sankt Johann im Pongau,Salzburg,"290,7",236,"10667,00",8661
Sankt Pölten,Niederösterreich,"230,6",128,"5551,80",3082
Sankt Pölten (Land),Niederösterreich,"245,2",323,"4822,00",6352
Sankt Veit an der Glan,Kärnten,"127,3",69,"6184,30",3351
Schärding,Oberösterreich,"158,6",91,"8003,00",4593
Scheibbs,Niederösterreich,"429,8",178,"7429,90",3077
Schwaz,Tirol,"238,4",201,"10161,40",8569
Spittal an der Drau,Kärnten,"283,4",215,"5898,40",4475
Steyr,Oberösterreich,"202,3",77,"5105,60",1943
Steyr-Land,Oberösterreich,"159,8",97,"6085,60",3695
Südoststeiermark,Steiermark,"195,2",164,"5932,00",4985
Tamsweg,Salzburg,"301,2",61,"11120,40",2252
Tulln,Niederösterreich,"170,2",178,"4345,40",4545
Urfahr-Umgebung,Oberösterreich,"116,3",100,"6376,40",5484
Villach Land,Kärnten,"222,8",144,"5794,10",3744
Villach Stadt,Kärnten,"205,1",129,"4869,40",3062
Vöcklabruck,Oberösterreich,"371,5",510,"6762,00",9284
Voitsberg,Steiermark,"201,8",103,"5177,90",2643
Völkermarkt,Kärnten,"200,7",84,"7491,30",3136
Waidhofen an der Thaya,Niederösterreich,"268,7",69,"5743,30",1475
Waidhofen an der Ybbs,Niederösterreich,"356,4",40,"6576,40",738
Weiz,Steiermark,"240,5",218,"5305,90",4810
Wels,Oberösterreich,"302,5",189,"7144,20",4463
Wels-Land,Oberösterreich,"256,2",189,"6169,90",4552
Wien,Wien,"331,2",#ERROR!,"5812,40",111087
Wiener Neustadt,Niederösterreich,"325,2",149,"7319,50",3354
Wiener Neustadt (Land),Niederösterreich,"347,4",272,"5607,40",4391
Wolfsberg,Kärnten,"174,9",92,"5639,90",2967
Zell am See,Salzburg,"279,6",245,"7189,50",6300
Zwettl,Niederösterreich,"245,3",103,"6675,90",2803
