Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"86,7",101,"8412,30",9802
Baden,Niederösterreich,"49,7",73,"6641,90",9747
Bludenz,Vorarlberg,"79,6",51,"6347,20",4069
Braunau am Inn,Oberösterreich,"113,7",120,"8469,70",8940
Bregenz,Vorarlberg,"164,5",222,"6945,10",9375
Bruck an der Leitha,Niederösterreich,"54,9",57,"5766,60",5982
Bruck-Mürzzuschlag,Steiermark,"67,9",67,"6028,60",5950
Deutschlandsberg,Steiermark,"198,8",121,"6510,90",3963
Dornbirn,Vorarlberg,188,169,"8232,50",7402
Eferding,Oberösterreich,"48,2",16,"8261,50",2741
Eisenstadt,Burgenland,"60,7",9,"6371,50",944
Eisenstadt-Umgebung,Burgenland,"46,3",20,"5402,90",2336
Feldkirch,Vorarlberg,"161,8",175,"7420,50",8024
Feldkirchen,Kärnten,"163,9",49,"7885,80",2358
Freistadt,Oberösterreich,"116,7",78,"8113,80",5425
Gänserndorf,Niederösterreich,"66,8",70,"5456,10",5717
Gmünd,Niederösterreich,"43,8",16,"7301,70",2669
Gmunden,Oberösterreich,"71,7",73,"7524,10",7664
Graz,Steiermark,"114,7",334,"5423,40",15786
Graz-Umgebung,Steiermark,"126,2",197,"5462,90",8526
Grieskirchen,Oberösterreich,"72,4",47,"7936,80",5149
Güssing,Burgenland,"50,6",13,"7132,60",1833
Hallein,Salzburg,"190,7",116,"10813,20",6577
Hartberg-Fürstenfeld,Steiermark,"133,5",121,"7945,40",7199
Hermagor,Kärnten,"55,4",10,"10368,90",1872
Hollabrunn,Niederösterreich,"68,6",35,"5032,00",2568
Horn,Niederösterreich,"77,6",24,"4864,90",1505
Imst,Tirol,258,156,"8230,00",4977
Innsbruck-Land,Tirol,"108,6",196,"7420,20",13390
Innsbruck-Stadt,Tirol,"112,2",148,"7155,10",9442
Jennersdorf,Burgenland,"58,5",10,"7609,50",1301
Kirchdorf an der Krems,Oberösterreich,"129,7",74,"7229,60",4126
Kitzbühel,Tirol,"37,4",24,"6821,20",4377
Klagenfurt Land,Kärnten,"88,3",53,"6876,70",4127
Klagenfurt Stadt,Kärnten,"73,1",74,"6034,60",6113
Korneuburg,Niederösterreich,"64,7",59,"4671,60",4263
Krems (Land),Niederösterreich,"86,7",49,"5739,40",3242
Krems an der Donau,Niederösterreich,"55,9",14,"5420,20",1357
Kufstein,Tirol,"65,3",72,"8451,60",9321
Landeck,Tirol,"121,7",54,"8067,90",3581
Leibnitz,Steiermark,"108,5",92,"6827,80",5787
Leoben,Steiermark,"73,7",44,"5527,60",3300
Lienz,Tirol,"133,4",65,"10759,60",5244
Liezen,Steiermark,"71,6",57,"6735,50",5365
Lilienfeld,Niederösterreich,152,39,"6267,80",1608
Linz,Oberösterreich,"116,7",241,"6455,60",13337
Linz-Land,Oberösterreich,"134,1",203,"6589,10",9974
Mattersburg,Burgenland,"72,4",29,"5654,10",2264
Melk,Niederösterreich,"42,2",33,"7243,80",5664
Mistelbach,Niederösterreich,"46,3",35,"4886,00",3695
Mödling,Niederösterreich,"37,8",45,"5294,00",6306
Murau,Steiermark,"203,3",56,"7036,30",1938
Murtal,Steiermark,"220,4",158,"6831,40",4898
Neunkirchen,Niederösterreich,"41,7",36,"6805,40",5876
Neusiedl am See,Burgenland,"48,3",29,"5414,20",3248
Oberpullendorf,Burgenland,"37,4",14,"5999,90",2243
Oberwart,Burgenland,59,32,"6729,80",3647
Perg,Oberösterreich,"105,8",73,"8311,10",5732
Reutte,Tirol,"88,3",29,"6014,40",1975
Ried im Innkreis,Oberösterreich,"69,7",43,"9422,90",5813
Rohrbach,Oberösterreich,"44,2",25,"8976,90",5076
Rust,Burgenland,0,±0,"3787,90",75
Salzburg,Salzburg,"78,7",122,"7435,80",11527
Salzburg-Umgebung,Salzburg,"50,8",78,"7997,20",12275
Sankt Johann im Pongau,Salzburg,"93,6",76,"11668,30",9474
Sankt Pölten,Niederösterreich,"133,3",74,"6740,60",3742
Sankt Pölten (Land),Niederösterreich,"94,1",124,"5808,90",7652
Sankt Veit an der Glan,Kärnten,72,39,"7171,60",3886
Schärding,Oberösterreich,"80,2",46,"9229,70",5297
Scheibbs,Niederösterreich,"55,5",23,"9009,00",3731
Schwaz,Tirol,"22,5",19,"10651,10",8982
