Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"356,20",415,"4633,50",5399
Baden,Niederösterreich,"180,60",265,"2712,80",3981
Bludenz,Vorarlberg,"154,40",99,"4208,60",2698
Braunau am Inn,Oberösterreich,"211,30",223,"3872,90",4088
Bregenz,Vorarlberg,"171,10",231,"4304,90",5811
Bruck an der Leitha,Niederösterreich,"128,20",133,"2546,90",2642
Bruck-Mürzzuschlag,Steiermark,"224,90",222,"3467,20",3422
Deutschlandsberg,Steiermark,"363,10",221,"2643,50",1609
Dornbirn,Vorarlberg,"220,20",198,"5246,20",4717
Eferding,Oberösterreich,"132,60",44,"5913,60",1962
Eisenstadt,Burgenland,"81,00",12,"2969,80",440
Eisenstadt-Umgebung,Burgenland,132,57,"2696,80",1166
Feldkirch,Vorarlberg,"197,90",214,"4563,80",4935
Feldkirchen,Kärnten,"354,50",106,"3738,90",1118
Freistadt,Oberösterreich,"172,00",115,"5041,80",3371
Gänserndorf,Niederösterreich,"155,6",163,"1934,50",2027
Gmünd,Niederösterreich,"218,9",80,"3789,00",1385
Gmunden,Oberösterreich,"275,9",281,4046,4121
Graz,Steiermark,"152,9",445,"2900,00",8441
Graz-Umgebung,Steiermark,"191,6",299,2828,4413
Grieskirchen,Oberösterreich,"175,7",114,5469,3548
Güssing,Burgenland,"287,9",74,"3385,30",870
Hallein,Salzburg,"381,4",232,"5519,20",3357
Hartberg-Fürstenfeld,Steiermark,"283,6",257,"3777,90",3423
Hermagor,Kärnten,"470,8",85,"4126,50",745
Hollabrunn,Niederösterreich,"68,6",35,"2180,90",1113
Horn,Niederösterreich,"90,5",28,1888,584
Imst,Tirol,"228,2",138,"4623,50",2796
Innsbruck-Land,Tirol,"145,2",262,"4727,00",8530
Innsbruck-Stadt,Tirol,"98,50",130,"4666,50",6158
Jennersdorf,Burgenland,"157,9",27,"3462,60",592
Kirchdorf an der Krems,Oberösterreich,"266,3",152,"3786,50",2161
Kitzbühel,Tirol,"163,6",105,"3877,30",2488
Klagenfurt Land,Kärnten,"228,3",137,"3377,50",2027
Klagenfurt Stadt,Kärnten,"174,70",177,"3466,90",3512
Korneuburg,Niederösterreich,"117,3",107,"2399,90",2190
Krems (Land),Niederösterreich,"99,1",56,3240,1830
Krems an der Donau,Niederösterreich,"79,9",20,"3303,20",827
Kufstein,Tirol,"105,2",116,"5426,80",5985
Landeck,Tirol,"178,00",79,"5296,70",2351
Leibnitz,Steiermark,"233,6",198,"3328,40",2821
Leoben,Steiermark,"175,90",105,"3241,20",1935
Lienz,Tirol,"244,2",119,"4983,80",2429
Liezen,Steiermark,"169,50",135,"3279,30",2612
Lilienfeld,Niederösterreich,"179,3",46,"3531,50",906
Linz,Oberösterreich,"160,70",332,"3969,10",8200
Linz-Land,Oberösterreich,"178,4",270,"4023,20",6090
Mattersburg,Burgenland,"87,40",35,"2787,10",1116
Melk,Niederösterreich,"205,9",161,"3689,70",2885
Mistelbach,Niederösterreich,78,59,"1898,80",1436
Mödling,Niederösterreich,141,168,"2614,30",3114
Murau,Steiermark,"214,2",59,"3362,00",926
Murtal,Steiermark,"263,6",189,"3470,10",2488
Neunkirchen,Niederösterreich,"216,6",187,"2892,00",2497
Neusiedl am See,Burgenland,105,63,"2443,70",1466
Oberpullendorf,Burgenland,115,43,"3458,70",1293
Oberwart,Burgenland,"112,6",61,"3299,40",1788
Perg,Oberösterreich,"184,1",127,"4867,50",3357
Reutte,Tirol,"103,5",34,"2649,40",870
Ried im Innkreis,Oberösterreich,"183,2",113,"5586,00",3446
Rohrbach,Oberösterreich,"194,5",110,"6509,90",3681
Rust,Burgenland,0,±0,"2525,30",50
Salzburg,Salzburg,"210,9",327,"3720,80",5768
Salzburg-Umgebung,Salzburg,"299,7",460,"4253,00",6528
Sankt Johann im Pongau,Salzburg,"236,5",192,"6048,50",4911
Sankt Pölten,Niederösterreich,218,121,"3809,80",2115
Sankt Pölten (Land),Niederösterreich,"135,1",178,"2988,70",3937
Sankt Veit an der Glan,Kärnten,"191,9",104,"4019,50",2178
Schärding,Oberösterreich,"350,2",201,"5868,50",3368
Scheibbs,Niederösterreich,157,65,"4607,10",1908
Schwaz,Tirol,"123,3",104,"7703,20",6496
Spittal an der Drau,Kärnten,"213,5",162,"2304,00",1748
Steyr,Oberösterreich,"178,7",68,"3870,60",1473
Steyr-Land,Oberösterreich,"271,8",165,"4705,40",2857
Südoststeiermark,Steiermark,"186,8",157,"3431,90",2884
Tamsweg,Salzburg,"459,2",93,"6542,90",1325
Tulln,Niederösterreich,"112,8",118,"2585,30",2704
Urfahr-Umgebung,Oberösterreich,"131,4",113,"5219,50",4489
Villach Land,Kärnten,"232,1",150,"3205,00",2071
Villach Stadt,Kärnten,"265,6",167,"2940,40",1849
Vöcklabruck,Oberösterreich,"231,6",318,"4434,20",6088
Voitsberg,Steiermark,"125,4",64,"3589,10",1832
Völkermarkt,Kärnten,473,198,"5066,60",2121
Waidhofen an der Thaya,Niederösterreich,"128,5",33,"3142,30",807
Waidhofen an der Ybbs,Niederösterreich,"169,3",19,"3742,60",420
Weiz,Steiermark,"153,3",139,"2878,00",2609
Wels,Oberösterreich,"171,3",107,"4728,70",2954
Wels-Land,Oberösterreich,"222,3",164,"3867,10",2853
Wien,Wien,"134,9",#ERROR!,"3593,60",68681
Wiener Neustadt,Niederösterreich,"161,5",74,"3284,40",1505
Wiener Neustadt (Land),Niederösterreich,"155,8",122,"2501,70",1959
Wolfsberg,Kärnten,"269,9",142,"4081,20",2147
Zell am See,Salzburg,"241,9",212,"4513,40",3955
Zwettl,Niederösterreich,"271,5",114,"3715,40",1560
