Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10158;25;78
Rust(Stadt);102;2021;1268;5;5
Eisenstadt-Umgebung;103;44488;28655;76;205
Güssing;104;25809;16195;101;102
Jennersdorf;105;17216;9879;44;31
Mattersburg;106;40731;25951;87;115
Neusiedl am See;107;61358;40371;85;203
Oberpullendorf;108;37556;23741;68;117
Oberwart;109;54682;33416;144;195
Klagenfurt Stadt;201;103297;57716;300;156
Villach Stadt;202;64125;34980;174;75
Hermagor;203;18069;10566;66;32
Klagenfurt Land;204;61114;35078;127;86
Sankt Veit an der Glan;205;53953;32228;167;93
Spittal an der Drau;206;75725;43821;276;110
Villach Land;207;65635;37837;205;69
Völkermarkt;208;41947;25877;121;83
Wolfsberg;209;52352;29835;201;51
Feldkirchen;210;29949;17014;83;36
Krems an der Donau(Stadt);301;24930;15136;75;82
Sankt Pölten(Stadt);302;56697;36403;146;173
Waidhofen an der Ybbs(Stadt);303;11187;7818;58;18
Wiener Neustadt(Stadt);304;47407;30094;216;119
Amstetten;305;117442;86661;309;331
Baden;306;148765;95451;358;551
Bruck an der Leitha;307;107297;70051;220;477
Gänserndorf;308;107504;67117;214;377
Gmünd;309;36152;22142;157;153
Hollabrunn;310;51879;31347;109;137
Horn;311;30875;18536;60;107
Korneuburg;312;92442;59808;145;465
Krems(Land);313;56840;37338;107;177
Lilienfeld;314;25491;17096;110;63
Melk;315;78779;57521;402;240
Mistelbach;316;76641;47699;107;364
Mödling;317;120412;76710;295;594
Neunkirchen;318;87048;55628;250;228
Sankt Pölten(Land);319;133497;91057;336;609
Scheibbs;320;41711;30552;96;75
Tulln;321;107723;68556;214;408
Waidhofen an der Thaya;322;25644;16365;80;58
Wiener Neustadt(Land);323;80020;52299;217;189
Zwettl;325;41757;28977;84;123
Linz(Stadt);401;208445;122320;465;715
Steyr(Stadt);402;37915;22375;77;95
Wels(Stadt);403;63542;38891;163;184
Braunau am Inn;404;108388;75215;266;302
Eferding;405;33715;22584;79;121
Freistadt;406;67638;47191;193;260
Gmunden;407;102765;68767;252;317
Grieskirchen;408;65929;46514;152;263
Kirchdorf an der Krems;409;57882;38227;160;160
Linz-Land;410;154320;97805;290;544
Perg;411;69905;49107;153;397
Ried im Innkreis;412;62535;43741;170;241
Rohrbach;413;57034;39578;165;231
Schärding;414;57750;39044;156;137
Steyr-Land;415;61494;41894;155;182
Urfahr-Umgebung;416;87466;60611;160;376
Vöcklabruck;417;139989;97310;336;481
Wels-Land;418;75514;52599;121;347
Salzburg(Stadt);501;155743;100653;327;516
Hallein;502;61262;45084;144;176
Salzburg-Umgebung;503;155982;114789;314;465
Sankt Johann im Pongau;504;81962;56539;184;186
Tamsweg;505;20327;13696;68;28
Zell am See;506;89017;55653;197;192
Graz(Stadt);601;293929;168162;585;839
Deutschlandsberg;603;61092;35696;181;113
Graz-Umgebung;606;161131;96849;433;478
Leibnitz;610;86399;51899;192;250
Leoben;611;59341;30670;193;68
Liezen;612;79739;45460;226;154
Murau;614;27343;14883;59;15
Voitsberg;616;51165;27866;190;83
Weiz;617;91844;55665;259;180
Murtal;620;71398;38385;293;72
Bruck-Mürzzuschlag;621;98394;50420;357;160
Hartberg-Fürstenfeld;622;91091;53948;303;204
Südoststeiermark;623;84024;49095;295;219
Innsbruck-Stadt;701;130599;83949;254;466
Imst;702;61843;42184;96;165
Innsbruck-Land;703;183827;122285;285;600
Kitzbühel;704;65482;41109;98;174
Kufstein;705;112301;74213;245;262
Landeck;706;44681;31713;92;112
Lienz;707;48854;33302;146;70
Reutte;708;33427;21270;29;57
Schwaz;709;85478;53138;218;302
Bludenz;801;64943;42663;96;119
Bregenz;802;136369;84714;238;217
Dornbirn;803;91344;58441;170;187
Feldkirch;804;110547;71655;178;199
Wien;900;1951354;1338845;4618;9825
