Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"323,50",377,"5032,60",5864
Baden,Niederösterreich,"160,80",236,"2830,60",4154
Bludenz,Vorarlberg,153,98,"4303,70",2759
Braunau am Inn,Oberösterreich,"165,80",175,"4006,50",4229
Bregenz,Vorarlberg,"168,20",227,"4425,60",5974
Bruck an der Leitha,Niederösterreich,"104,10",108,"2623,00",2721
Bruck-Mürzzuschlag,Steiermark,"168,2",166,"3586,70",3540
Deutschlandsberg,Steiermark,"318,7",194,"2832,40",1724
Dornbirn,Vorarlberg,"193,5",174,5393,4849
Eferding,Oberösterreich,"144,7",48,"6028,10",2000
Eisenstadt,Burgenland,216,32,3166,469
Eisenstadt-Umgebung,Burgenland,"85,6",37,2764,1195
Feldkirch,Vorarlberg,"221,9",240,"4728,40",5113
Feldkirchen,Kärnten,"294,3",88,"3956,30",1183
Freistadt,Oberösterreich,"219,9",147,"5225,80",3494
Gänserndorf,Niederösterreich,"149,8",157,"2050,90",2149
Gmünd,Niederösterreich,"199,7",73,"3964,10",1449
Gmunden,Oberösterreich,"310,2",316,4265,4344
Graz,Steiermark,"151,9",442,"3013,70",8772
Graz-Umgebung,Steiermark,"158,9",248,"2932,70",4577
Grieskirchen,Oberösterreich,"168,00",109,"5610,80",3640
Güssing,Burgenland,"256,8",66,"3509,90",902
Hallein,Salzburg,"351,8",214,"5798,70",3527
Hartberg-Fürstenfeld,Steiermark,"214,1",194,"3937,90",3568
Hermagor,Kärnten,"587,1",106,"4575,20",826
Hollabrunn,Niederösterreich,"74,50",38,"2241,70",1144
Horn,Niederösterreich,"45,3",14,"1926,60",596
Imst,Tirol,"185,2",112,4761,2879
Innsbruck-Land,Tirol,"135,2",244,"4829,50",8715
Innsbruck-Stadt,Tirol,"81,80",108,"4730,20",6242
Jennersdorf,Burgenland,"187,2",32,"3603,00",616
