Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,363,423,"7424,50",8651
Baden,Niederösterreich,"315,5",463,"5948,90",8730
Bludenz,Vorarlberg,"85,8",55,"5729,50",3673
Braunau am Inn,Oberösterreich,"395,1",417,"7207,80",7608
Bregenz,Vorarlberg,"126,7",171,"5808,70",7841
Bruck an der Leitha,Niederösterreich,"250,6",260,"4988,70",5175
Bruck-Mürzzuschlag,Steiermark,152,150,"5504,70",5433
Deutschlandsberg,Steiermark,"211,9",129,"5401,90",3288
Dornbirn,Vorarlberg,"173,5",156,"7183,70",6459
Eferding,Oberösterreich,"105,5",35,"7604,40",2523
Eisenstadt,Burgenland,"236,2",35,"5750,50",852
Eisenstadt-Umgebung,Burgenland,"208,2",90,"4877,90",2109
Feldkirch,Vorarlberg,"134,1",145,"6439,30",6963
Feldkirchen,Kärnten,"324,4",97,"6778,80",2027
Freistadt,Oberösterreich,"261,7",175,"7295,70",4878
Gänserndorf,Niederösterreich,"240,5",252,"4727,90",4954
Gmünd,Niederösterreich,290,106,"6538,50",2390
Gmunden,Oberösterreich,"253,3",258,"6774,10",6900
Graz,Steiermark,"152,5",444,"4600,20",13390
Graz-Umgebung,Steiermark,"169,8",265,"4681,90",7307
Grieskirchen,Oberösterreich,"120,2",78,"7258,60",4709
Güssing,Burgenland,"171,2",44,"6521,70",1676
Hallein,Salzburg,"220,3",134,"9609,70",5845
Hartberg-Fürstenfeld,Steiermark,"247,2",224,"6882,50",6236
Hermagor,Kärnten,"210,5",38,"9986,70",1803
Hollabrunn,Niederösterreich,"188,1",96,"4418,70",2255
Horn,Niederösterreich,"216,6",67,"4053,50",1254
Imst,Tirol,"216,6",131,"7057,60",4268
Innsbruck-Land,Tirol,"264,9",478,"6456,50",11651
Innsbruck-Stadt,Tirol,"250,1",330,"6107,10",8059
Jennersdorf,Burgenland,"228,1",39,"6895,90",1179
Kirchdorf an der Krems,Oberösterreich,"250,6",143,"6525,20",3724
Kitzbühel,Tirol,"183,9",118,"6277,30",4028
Klagenfurt Land,Kärnten,"148,3",89,"6020,30",3613
Klagenfurt Stadt,Kärnten,"206,3",209,"5430,40",5501
Korneuburg,Niederösterreich,"208,2",190,"4232,10",3862
