Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"565,6",659,"3665,50",4271
Baden,Niederösterreich,"207,8",305,"2190,10",3214
Bludenz,Vorarlberg,"302,6",194,"3551,90",2277
Braunau am Inn,Oberösterreich,"460,4",486,"3017,40",3185
Bregenz,Vorarlberg,"299,3",404,"3718,90",5020
Bruck an der Leitha,Niederösterreich,"190,9",198,"2048,50",2125
Bruck-Mürzzuschlag,Steiermark,"428,6",423,"2684,00",2649
Deutschlandsberg,Steiermark,"211,9",129,"1838,40",1119
Dornbirn,Vorarlberg,"235,8",212,4556,4096
Eferding,Oberösterreich,"494,3",164,"5259,50",1745
Eisenstadt,Burgenland,"236,2",35,"2477,10",367
Eisenstadt-Umgebung,Burgenland,"231,3",100,"2271,30",982
Feldkirch,Vorarlberg,"345,9",374,"3818,40",4129
Feldkirchen,Kärnten,495,148,"2715,50",812
Freistadt,Oberösterreich,"456,20",305,"4425,60",2959
Gänserndorf,Niederösterreich,"131,7",138,"1576,60",1652
Gmünd,Niederösterreich,"257,2",94,"2960,10",1082
Gmunden,Oberösterreich,"329,9",336,"3171,10",3230
Graz,Steiermark,"284,8",829,"2385,30",6943
Graz-Umgebung,Steiermark,"314,00",490,"2196,50",3428
Grieskirchen,Oberösterreich,"692,10",449,"4790,80",3108
Güssing,Burgenland,206,53,"2743,30",705
Hallein,Salzburg,"521,20",317,"4442,30",2702
Hartberg-Fürstenfeld,Steiermark,"397,30",360,"2946,80",2670
Hermagor,Kärnten,"365,60",66,"2786,10",503
Hollabrunn,Niederösterreich,"182,20",93,"1959,50",1000
Horn,Niederösterreich,"139,00",43,"1535,40",475
Imst,Tirol,"319,10",193,"3814,90",2307
Innsbruck-Land,Tirol,"385,10",695,"3969,50",7163
Innsbruck-Stadt,Tirol,315,416,"4178,50",5514
Jennersdorf,Burgenland,"292,40",50,"2877,70",492
Kirchdorf an der Krems,Oberösterreich,"411,80",235,"2999,80",1712
Kitzbühel,Tirol,"258,70",166,"3296,00",2115
Klagenfurt Land,Kärnten,"481,60",289,"2649,40",1590
Klagenfurt Stadt,Kärnten,"426,50",432,"2782,80",2819
Korneuburg,Niederösterreich,"166,60",152,"2093,10",1910
Krems (Land),Niederösterreich,"285,00",161,"2841,40",1605
Krems an der Donau,Niederösterreich,296,74,"2983,70",747
Kufstein,Tirol,"610,20",673,"4789,30",5282
Landeck,Tirol,"169,00",75,"4573,50",2030
Leibnitz,Steiermark,"322,10",273,"2680,60",2272
Leoben,Steiermark,"388,60",232,"2608,00",1557
Lienz,Tirol,"837,10",408,"3732,20",1819
Liezen,Steiermark,"381,70",304,"2734,40",2178
Lilienfeld,Niederösterreich,"237,80",61,"2798,70",718
Linz,Oberösterreich,"405,60",838,"3398,40",7021
Linz-Land,Oberösterreich,"387,10",586,"3406,90",5157
Mattersburg,Burgenland,"297,20",119,"2267,60",908
Melk,Niederösterreich,"406,70",318,"2850,70",2229
Mistelbach,Niederösterreich,"152,10",115,"1642,30",1242
Mödling,Niederösterreich,"156,20",186,"2147,50",2558
Murau,Steiermark,"551,90",152,"2283,70",629
Murtal,Steiermark,"534,20",383,"2524,50",1810
Neunkirchen,Niederösterreich,276,238,"2212,10",1910
Neusiedl am See,Burgenland,"226,70",136,"2075,30",1245
Oberpullendorf,Burgenland,"315,60",118,"3006,60",1124
Oberwart,Burgenland,"199,3",108,"2880,50",1561
Perg,Oberösterreich,"571,3",394,"4193,20",2892
Reutte,Tirol,"292,3",96,"2235,20",734
Ried im Innkreis,Oberösterreich,"463,6",286,4865,3001
Rohrbach,Oberösterreich,"608,4",344,5956,3368
Rust,Burgenland,"151,5",3,2424,48
Salzburg,Salzburg,"494,1",766,"3050,60",4729
Salzburg-Umgebung,Salzburg,"512,1",786,"3550,70",5450
Sankt Johann im Pongau,Salzburg,"541,9",440,"5106,30",4146
Sankt Pölten,Niederösterreich,"509,8",283,"3053,30",1695
Sankt Pölten (Land),Niederösterreich,"301,4",397,2515,3313
Sankt Veit an der Glan,Kärnten,"714,2",387,"3183,50",1725
Schärding,Oberösterreich,"540,2",310,"4624,40",2654
Scheibbs,Niederösterreich,"538,5",223,"3793,40",1571
Schwaz,Tirol,"584,6",493,"6949,00",5860
Spittal an der Drau,Kärnten,"511,4",388,"1747,80",1326
Steyr,Oberösterreich,"360,00",137,"3308,30",1259
Steyr-Land,Oberösterreich,"433,2",263,"3997,20",2427
Südoststeiermark,Steiermark,"374,8",315,"2771,40",2329
Tamsweg,Salzburg,"1017,20",206,"4676,30",947
Tulln,Niederösterreich,"193,1",202,"2246,80",2350
Urfahr-Umgebung,Oberösterreich,"518,6",446,4659,4007
Villach Land,Kärnten,"541,6",350,"2343,00",1514
Villach Stadt,Kärnten,"292,6",184,"2239,10",1408
Vöcklabruck,Oberösterreich,"364,9",501,"3642,50",5001
Voitsberg,Steiermark,"454,5",232,"3085,60",1575
Völkermarkt,Kärnten,"582,9",244,"3793,40",1588
Waidhofen an der Thaya,Niederösterreich,"260,9",67,"2643,90",679
Waidhofen an der Ybbs,Niederösterreich,401,45,"2976,30",334
Weiz,Steiermark,"271,4",246,"2264,70",2053
Wels,Oberösterreich,493,308,"4006,70",2503
Wels-Land,Oberösterreich,"418,8",309,"3253,00",2400
Wien,Wien,"228,3",#ERROR!,"3092,40",59101
Wiener Neustadt,Niederösterreich,"264,1",121,"2806,50",1286
Wiener Neustadt (Land),Niederösterreich,235,184,"2061,10",1614
Wolfsberg,Kärnten,"724,2",381,"3068,00",1614
Zell am See,Salzburg,"607,1",532,"3650,70",3199
Zwettl,Niederösterreich,"381,1",160,"2889,00",1213
