Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8354;24;51
Rust(Stadt);102;2021;1019;4;9
Eisenstadt-Umgebung;103;44488;24019;72;153
Güssing;104;25809;13537;100;66
Jennersdorf;105;17216;8602;43;58
Mattersburg;106;40731;21603;84;199
Neusiedl am See;107;61358;33890;87;286
Oberpullendorf;108;37556;19903;63;205
Oberwart;109;54682;27875;146;152
Klagenfurt Stadt;201;103297;48609;285;322
Villach Stadt;202;64125;30044;173;131
Hermagor;203;18069;9221;62;35
Klagenfurt Land;204;61114;30076;128;167
Sankt Veit an der Glan;205;53953;27412;166;218
Spittal an der Drau;206;75725;38775;267;177
Villach Land;207;65635;32806;197;160
Völkermarkt;208;41947;22555;122;125
Wolfsberg;209;52352;26349;182;158
Feldkirchen;210;29949;15055;83;88
Krems an der Donau(Stadt);301;24930;12660;74;69
Sankt Pölten(Stadt);302;56697;30453;144;256
Waidhofen an der Ybbs(Stadt);303;11187;6889;41;71
Wiener Neustadt(Stadt);304;47407;25845;190;168
Amstetten;305;117442;75864;309;456
Baden;306;148765;80229;332;481
Bruck an der Leitha;307;107297;58222;216;493
Gänserndorf;308;107504;55454;183;442
Gmünd;309;36152;18996;153;103
Hollabrunn;310;51879;26038;97;160
Horn;311;30875;15667;60;88
Korneuburg;312;92442;48088;142;405
Krems(Land);313;56840;31665;104;219
Lilienfeld;314;25491;14998;113;89
Melk;315;78779;49542;311;511
Mistelbach;316;76641;39009;102;269
Mödling;317;120412;62529;272;481
Neunkirchen;318;87048;47288;248;325
Sankt Pölten(Land);319;133497;75238;319;582
Scheibbs;320;41711;27120;95;224
Tulln;321;107723;55797;210;428
Waidhofen an der Thaya;322;25644;13813;72;86
Wiener Neustadt(Land);323;80020;44609;199;228
Zwettl;325;41757;25218;84;128
Linz(Stadt);401;208445;104331;445;622
Steyr(Stadt);402;37915;19092;69;128
Wels(Stadt);403;63542;34053;156;138
Braunau am Inn;404;108388;66095;256;271
Eferding;405;33715;19163;75;95
Freistadt;406;67638;41087;188;249
Gmunden;407;102765;59123;237;250
Grieskirchen;408;65929;39823;147;194
Kirchdorf an der Krems;409;57882;32821;150;180
Linz-Land;410;154320;83393;283;374
Perg;411;69905;42442;152;291
Ried im Innkreis;412;62535;37908;168;144
Rohrbach;413;57034;34362;158;155
Schärding;414;57750;33710;155;133
Steyr-Land;415;61494;35607;148;198
Urfahr-Umgebung;416;87466;51238;155;323
Vöcklabruck;417;139989;84562;333;409
Wels-Land;418;75514;44953;116;220
Salzburg(Stadt);501;155743;87364;299;399
Hallein;502;61262;39859;144;164
Salzburg-Umgebung;503;155982;100178;306;395
Sankt Johann im Pongau;504;81962;51080;188;161
Tamsweg;505;20327;12240;67;59
Zell am See;506;89017;49537;188;186
Graz(Stadt);601;293929;142853;548;846
Deutschlandsberg;603;61092;31279;179;123
Graz-Umgebung;606;161131;82000;419;444
Leibnitz;610;86399;44462;185;233
Leoben;611;59341;26461;187;128
Liezen;612;79739;40168;221;186
Murau;614;27343;13132;60;62
Voitsberg;616;51165;24352;181;118
Weiz;617;91844;49289;254;247
Murtal;620;71398;33903;275;146
Bruck-Mürzzuschlag;621;98394;44116;357;243
Hartberg-Fürstenfeld;622;91091;47056;306;217
Südoststeiermark;623;84024;42973;293;206
Innsbruck-Stadt;701;130599;71607;236;333
Imst;702;61843;37258;88;156
Innsbruck-Land;703;183827;104700;271;471
Kitzbühel;704;65482;36025;98;154
Kufstein;705;112301;65590;239;309
Landeck;706;44681;28220;87;163
Lienz;707;48854;29285;141;151
Reutte;708;33427;18771;28;73
Schwaz;709;85478;47187;214;244
Bludenz;801;64943;38233;94;121
Bregenz;802;136369;76011;231;232
Dornbirn;803;91344;52162;166;169
Feldkirch;804;110547;63620;172;231
Wien;900;1951354;1123383;4232;7833
