Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,91,106,"6463,30",7531
Baden,Niederösterreich,"297,8",437,"4496,10",6598
Bludenz,Vorarlberg,"85,8",55,"5392,50",3457
Braunau am Inn,Oberösterreich,"287,1",303,"5764,90",6085
Bregenz,Vorarlberg,"55,6",75,"5382,70",7266
Bruck an der Leitha,Niederösterreich,"222,7",231,"3793,30",3935
Bruck-Mürzzuschlag,Steiermark,"140,8",139,"4820,80",4758
Deutschlandsberg,Steiermark,"159,4",97,"4531,20",2758
Dornbirn,Vorarlberg,"80,1",72,"6781,10",6097
Eferding,Oberösterreich,"90,4",30,"6835,90",2268
Eisenstadt,Burgenland,"155,2",23,"4198,20",622
Eisenstadt-Umgebung,Burgenland,"157,3",68,"3783,90",1636
Feldkirch,Vorarlberg,"84,2",91,"5968,60",6454
Feldkirchen,Kärnten,"180,6",54,"5795,60",1733
Freistadt,Oberösterreich,"89,7",60,"6304,10",4215
Gänserndorf,Niederösterreich,"261,5",274,"3684,80",3861
Gmünd,Niederösterreich,"218,9",80,"5271,80",1927
Gmunden,Oberösterreich,"110,9",113,"5838,50",5947
Graz,Steiermark,"121,3",353,"3954,70",11511
Graz-Umgebung,Steiermark,"132,6",207,"4028,30",6287
Grieskirchen,Oberösterreich,"84,8",55,"6726,80",4364
Güssing,Burgenland,"198,5",51,"5342,60",1373
Hallein,Salzburg,171,104,"8501,60",5171
Hartberg-Fürstenfeld,Steiermark,"300,2",272,"5734,70",5196
Hermagor,Kärnten,"664,7",120,"8967,50",1619
Hollabrunn,Niederösterreich,"219,5",112,"3503,60",1788
Horn,Niederösterreich,"164,9",51,"2970,60",919
Imst,Tirol,"185,2",112,"5886,80",3560
Innsbruck-Land,Tirol,"42,7",77,"5647,50",10191
Innsbruck-Stadt,Tirol,"41,7",55,"5360,70",7074
Jennersdorf,Burgenland,"280,8",48,"5696,90",974
Kirchdorf an der Krems,Oberösterreich,"110,4",63,"5211,10",2974
Kitzbühel,Tirol,"124,7",80,"5541,70",3556
Klagenfurt Land,Kärnten,"188,3",113,"5223,80",3135
Klagenfurt Stadt,Kärnten,"148,1",150,"4768,00",4830
Korneuburg,Niederösterreich,"140,3",128,"3308,30",3019
Krems (Land),Niederösterreich,"111,5",63,"4409,90",2491
Krems an der Donau,Niederösterreich,"51,9",13,"4014,20",1005
Kufstein,Tirol,107,118,"6636,30",7319
Landeck,Tirol,"87,9",39,"6758,90",3000
Leibnitz,Steiermark,"186,4",158,"4776,10",4048
Leoben,Steiermark,"137,4",82,"4231,20",2526
Lienz,Tirol,316,154,"7456,20",3634
Liezen,Steiermark,"149,4",119,"5134,80",4090
Lilienfeld,Niederösterreich,"171,5",44,"4502,00",1155
Linz,Oberösterreich,"96,8",200,"4858,30",10037
Linz-Land,Oberösterreich,"105,7",160,"4962,60",7512
Mattersburg,Burgenland,"222,3",89,"4030,80",1614
Melk,Niederösterreich,"177,8",139,"5059,40",3956
Mistelbach,Niederösterreich,"292,2",221,"3422,10",2588
Mödling,Niederösterreich,"188,1",224,"3704,00",4412
Murau,Steiermark,"130,7",36,"4919,60",1355
Murtal,Steiermark,99,71,"4912,30",3522
Neunkirchen,Niederösterreich,"268,7",232,"4588,70",3962
Neusiedl am See,Burgenland,"208,4",125,"3940,70",2364
Oberpullendorf,Burgenland,"147,1",55,"4456,50",1666
Oberwart,Burgenland,203,110,"4402,90",2386
Perg,Oberösterreich,129,89,"6284,10",4334
Reutte,Tirol,67,22,"4251,20",1396
Ried im Innkreis,Oberösterreich,"184,8",114,"7142,20",4406
Rohrbach,Oberösterreich,"111,4",63,"7935,30",4487
Rust,Burgenland,"50,5",1,"3484,80",69
Salzburg,Salzburg,131,203,"5543,10",8593
Salzburg-Umgebung,Salzburg,"178,5",274,"6077,80",9329
Sankt Johann im Pongau,Salzburg,"480,3",390,"9244,50",7506
Sankt Pölten,Niederösterreich,209,116,"4779,00",2653
Sankt Pölten (Land),Niederösterreich,"143,5",189,"4051,50",5337
Sankt Veit an der Glan,Kärnten,"188,2",102,"5643,50",3058
Schärding,Oberösterreich,"200,4",115,"7558,70",4338
Scheibbs,Niederösterreich,"181,1",75,"6386,70",2645
Schwaz,Tirol,185,156,"9515,10",8024
Spittal an der Drau,Kärnten,203,154,"5008,70",3800
Steyr,Oberösterreich,"86,7",33,"4622,10",1759
Steyr-Land,Oberösterreich,"92,2",56,"5675,50",3446
Südoststeiermark,Steiermark,"174,9",147,"5231,10",4396
Tamsweg,Salzburg,"143,2",29,"10152,60",2056
Tulln,Niederösterreich,"133,9",140,"3816,70",3992
Urfahr-Umgebung,Oberösterreich,"90,7",78,"5955,50",5122
Villach Land,Kärnten,"230,6",149,"4955,30",3202
Villach Stadt,Kärnten,"143,1",90,"4231,70",2661
Vöcklabruck,Oberösterreich,"126,7",174,"5853,70",8037
Voitsberg,Steiermark,"66,6",34,"4507,90",2301
Völkermarkt,Kärnten,"152,9",64,"6808,10",2850
Waidhofen an der Thaya,Niederösterreich,"358,2",92,"4684,20",1203
Waidhofen an der Ybbs,Niederösterreich,"151,5",17,"5890,20",661
Weiz,Steiermark,203,184,"4346,20",3940
Wels,Oberösterreich,"222,5",139,"6287,80",3928
Wels-Land,Oberösterreich,"170,8",126,"5236,00",3863
Wien,Wien,184,#ERROR!,"4832,10",92351
Wiener Neustadt,Niederösterreich,"458,3",210,"5702,40",2613
Wiener Neustadt (Land),Niederösterreich,"273,3",214,"4249,90",3328
Wolfsberg,Kärnten,"121,7",64,"5235,00",2754
Zell am See,Salzburg,"164,3",144,"6412,30",5619
Zwettl,Niederösterreich,"197,7",83,"5942,30",2495
