Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;7101;22;116
Rust(Stadt);102;2000;901;2;18
Eisenstadt-Umgebung;103;43861;20363;69;379
Güssing;104;25770;11731;95;177
Jennersdorf;105;17109;7698;41;64
Mattersburg;106;40316;18471;82;374
Neusiedl am See;107;60397;27983;83;536
Oberpullendorf;108;37453;16733;63;281
Oberwart;109;54209;24367;145;300
Klagenfurt Stadt;201;101765;42536;276;405
Villach Stadt;202;63236;26605;172;191
Hermagor;203;18052;8382;61;32
Klagenfurt Land;204;60503;26814;126;200
Sankt Veit an der Glan;205;53880;24470;164;199
Spittal an der Drau;206;75628;35367;262;264
Villach Land;207;64920;29452;192;191
Völkermarkt;208;41834;20416;117;137
Wolfsberg;209;52488;24059;178;174
Feldkirchen;210;29783;13683;82;60
Krems an der Donau(Stadt);301;24837;11130;72;199
Sankt Pölten(Stadt);302;55878;26827;136;309
Waidhofen an der Ybbs(Stadt);303;11134;6204;39;40
Wiener Neustadt(Stadt);304;46456;22628;178;275
Amstetten;305;116592;68616;302;568
Baden;306;147113;69541;314;1107
Bruck an der Leitha;307;105507;49239;216;931
Gänserndorf;308;105824;47035;169;939
Gmünd;309;36275;17122;152;177
Hollabrunn;310;51332;22277;92;356
Horn;311;30838;14014;60;234
Korneuburg;312;91777;40221;141;812
Krems(Land);313;56559;28202;97;432
Lilienfeld;314;25474;13719;113;58
Melk;315;78281;44351;289;338
Mistelbach;316;75655;33449;100;579
Mödling;317;119240;52903;267;1113
Neunkirchen;318;86323;41579;246;513
Sankt Pölten(Land);319;132064;66161;296;1004
Scheibbs;320;41567;24599;95;175
Tulln;321;105762;47619;206;876
Waidhofen an der Thaya;322;25531;12281;67;134
Wiener Neustadt(Land);323;79033;39288;196;481
Zwettl;325;41827;22871;84;253
Linz(Stadt);401;206537;92198;426;932
Steyr(Stadt);402;37952;17307;66;113
Wels(Stadt);403;62654;30996;155;196
Braunau am Inn;404;106492;61155;252;432
Eferding;405;33368;17113;73;139
Freistadt;406;66922;37022;182;248
Gmunden;407;102102;53994;230;427
Grieskirchen;408;65137;36147;142;375
Kirchdorf an der Krems;409;57163;29739;147;259
Linz-Land;410;152391;74870;275;681
Perg;411;69241;38706;149;368
Ried im Innkreis;412;61850;34421;166;238
Rohrbach;413;56623;31258;158;369
Schärding;414;57438;30994;153;142
Steyr-Land;415;60936;32314;146;301
Urfahr-Umgebung;416;86235;45499;153;458
Vöcklabruck;417;137993;76907;326;629
Wels-Land;418;74574;40663;114;322
Salzburg(Stadt);501;155416;77528;287;1129
Hallein;502;60992;36885;138;332
Salzburg-Umgebung;503;154624;91445;299;907
Sankt Johann im Pongau;504;81392;47091;184;391
Tamsweg;505;20118;11064;64;72
Zell am See;506;88168;45589;185;372
Graz(Stadt);601;291134;124129;534;1877
Deutschlandsberg;603;60871;28632;177;246
Graz-Umgebung;606;157853;73233;415;769
Leibnitz;610;85294;40508;182;259
Leoben;611;59151;23744;184;222
Liezen;612;79592;36973;216;341
Murau;614;27449;11926;60;73
Voitsberg;616;50947;22461;178;164
Weiz;617;90916;45100;251;270
Murtal;620;71356;31111;270;187
Bruck-Mürzzuschlag;621;98054;39791;351;346
Hartberg-Fürstenfeld;622;90619;42771;300;316
Südoststeiermark;623;83841;39327;286;306
Innsbruck-Stadt;701;131059;63248;221;896
Imst;702;60922;34148;86;340
Innsbruck-Land;703;181698;93744;261;1062
Kitzbühel;704;64676;32857;95;211
Kufstein;705;111080;59908;236;516
Landeck;706;44346;25859;84;198
Lienz;707;48814;26596;132;187
Reutte;708;33054;16829;25;218
Schwaz;709;84456;43189;203;313
Bludenz;801;64368;35179;87;368
Bregenz;802;135310;70093;225;806
Dornbirn;803;90502;47783;160;516
Feldkirch;804;109057;58064;166;727
Wien;900;1920949;942588;4005;17559
