Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"231,70",270,"5665,10",6601
Baden,Niederösterreich,"211,2",310,"3236,10",4749
Bludenz,Vorarlberg,"168,50",108,"4600,10",2949
Braunau am Inn,Oberösterreich,"224,5",237,"4412,00",4657
Bregenz,Vorarlberg,"160,80",217,"4753,10",6416
Bruck an der Leitha,Niederösterreich,"112,8",117,"2866,00",2973
Bruck-Mürzzuschlag,Steiermark,"132,70",131,"3860,30",3810
Deutschlandsberg,Steiermark,"249,7",152,"3358,10",2044
Dornbirn,Vorarlberg,"211,3",190,"5894,70",5300
Eferding,Oberösterreich,"117,5",39,"6239,10",2070
Eisenstadt,Burgenland,"114,7",17,"3631,20",538
Eisenstadt-Umgebung,Burgenland,"94,8",41,"3006,80",1300
Feldkirch,Vorarlberg,"216,4",234,"5147,40",5566
Feldkirchen,Kärnten,"421,4",126,"4735,50",1416
Freistadt,Oberösterreich,"170,5",114,"5614,60",3754
Gänserndorf,Niederösterreich,"160,3",168,"2412,60",2528
Gmünd,Niederösterreich,"128,6",47,"4273,20",1562
Gmunden,Oberösterreich,"277,8",283,"4847,90",4938
Graz,Steiermark,"117,2",341,"3233,20",9411
Graz-Umgebung,Steiermark,"144,2",225,"3221,60",5028
Grieskirchen,Oberösterreich,"189,6",123,"6023,90",3908
Güssing,Burgenland,249,64,"3961,20",1018
Hallein,Salzburg,"494,9",301,"6947,90",4226
Hartberg-Fürstenfeld,Steiermark,"198,7",180,"4287,80",3885
Hermagor,Kärnten,"409,9",74,"5655,30",1021
Hollabrunn,Niederösterreich,"70,5",36,"2380,80",1215
Horn,Niederösterreich,"32,3",10,"2049,40",634
Imst,Tirol,"170,3",103,"5208,90",3150
Innsbruck-Land,Tirol,107,193,"5172,00",9333
Innsbruck-Stadt,Tirol,"65,9",87,"4924,90",6499
Jennersdorf,Burgenland,"163,8",28,"3877,90",663
Kirchdorf an der Krems,Oberösterreich,"325,9",186,"4540,00",2591
Kitzbühel,Tirol,"269,6",173,"4594,20",2948
Klagenfurt Land,Kärnten,"224,9",135,"4104,00",2463
Klagenfurt Stadt,Kärnten,"145,1",147,"3984,20",4036
Korneuburg,Niederösterreich,"87,7",80,"2612,50",2384
Krems (Land),Niederösterreich,"120,4",68,"3574,30",2019
Krems an der Donau,Niederösterreich,"67,9",17,"3562,90",892
Kufstein,Tirol,136,150,"5938,10",6549
Landeck,Tirol,"175,7",78,"6170,90",2739
Leibnitz,Steiermark,"141,6",120,"3787,30",3210
Leoben,Steiermark,"130,7",78,"3572,90",2133
Lienz,Tirol,"242,1",118,"5611,60",2735
Liezen,Steiermark,"269,9",215,"4079,00",3249
Lilienfeld,Niederösterreich,"93,5",24,"3835,50",984
Linz,Oberösterreich,"119,6",247,"4312,30",8909
Linz-Land,Oberösterreich,"140,7",213,"4363,50",6605
Mattersburg,Burgenland,"132,4",53,"3099,20",1241
Melk,Niederösterreich,"150,9",118,"4191,00",3277
Mistelbach,Niederösterreich,"111,1",84,"2177,90",1647
Mödling,Niederösterreich,"125,1",149,"2956,00",3521
Murau,Steiermark,"177,9",49,"3921,10",1080
