Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"91,8",107,"6612,60",7705
Baden,Niederösterreich,"301,2",442,"5023,50",7372
Bludenz,Vorarlberg,"65,5",42,"5537,60",3550
Braunau am Inn,Oberösterreich,"258,6",273,"6243,30",6590
Bregenz,Vorarlberg,"56,3",76,"5484,20",7403
Bruck an der Leitha,Niederösterreich,"273,8",284,"4248,30",4407
Bruck-Mürzzuschlag,Steiermark,"147,9",146,"5130,90",5064
Deutschlandsberg,Steiermark,"152,8",93,"4812,10",2929
Dornbirn,Vorarlberg,"53,4",48,"6882,30",6188
Eferding,Oberösterreich,"159,7",53,"7089,00",2352
Eisenstadt,Burgenland,"195,7",29,"4717,90",699
Eisenstadt-Umgebung,Burgenland,"203,5",88,"4063,70",1757
Feldkirch,Vorarlberg,"96,2",104,"6136,00",6635
Feldkirchen,Kärnten,"190,6",57,"6043,10",1807
Freistadt,Oberösterreich,"195,9",131,"6555,40",4383
Gänserndorf,Niederösterreich,"196,6",206,"4090,40",4286
Gmünd,Niederösterreich,279,102,"5780,60",2113
Gmunden,Oberösterreich,"181,6",185,"6158,50",6273
Graz,Steiermark,"144,6",421,"4217,50",12276
Graz-Umgebung,Steiermark,"128,1",200,"4244,90",6625
Grieskirchen,Oberösterreich,"92,5",60,"6871,70",4458
Güssing,Burgenland,"210,1",54,"5708,40",1467
Hallein,Salzburg,245,149,"8871,50",5396
Hartberg-Fürstenfeld,Steiermark,"241,7",219,"6158,50",5580
Hermagor,Kärnten,288,52,"9593,40",1732
Hollabrunn,Niederösterreich,"158,7",81,"3793,60",1936
Horn,Niederösterreich,"268,3",83,"3377,90",1045
Imst,Tirol,"289,4",175,"6313,50",3818
Innsbruck-Land,Tirol,"124,7",225,"5830,90",10522
Innsbruck-Stadt,Tirol,"102,3",135,"5519,10",7283
Jennersdorf,Burgenland,"239,8",41,"6123,90",1047
