Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"52,4",61,"8499,80",9904
Baden,Niederösterreich,"43,6",64,"6697,70",9829
Bludenz,Vorarlberg,"48,4",31,"6476,70",4152
Braunau am Inn,Oberösterreich,"43,6",46,"8568,20",9044
Bregenz,Vorarlberg,"94,8",128,"7163,70",9670
Bruck an der Leitha,Niederösterreich,"40,5",42,"5818,70",6036
Bruck-Mürzzuschlag,Steiermark,"33,4",33,"6108,60",6029
Deutschlandsberg,Steiermark,"49,3",30,"6629,20",4035
Dornbirn,Vorarlberg,"85,6",77,"8411,60",7563
Eferding,Oberösterreich,"60,3",20,"8412,20",2791
Eisenstadt,Burgenland,"33,7",5,"6648,20",985
Eisenstadt-Umgebung,Burgenland,"27,8",12,"5428,30",2347
Feldkirch,Vorarlberg,"60,1",65,"7568,50",8184
Feldkirchen,Kärnten,"40,1",12,"7996,10",2391
Freistadt,Oberösterreich,"59,8",40,"8226,00",5500
Gänserndorf,Niederösterreich,"98,3",103,"5585,90",5853
Gmünd,Niederösterreich,"84,8",31,"7413,90",2710
Gmunden,Oberösterreich,"61,9",63,"7641,00",7783
Graz,Steiermark,55,160,"5546,10",16143
Graz-Umgebung,Steiermark,"30,8",48,"5563,50",8683
Grieskirchen,Oberösterreich,"38,5",25,"8006,20",5194
Güssing,Burgenland,"27,2",7,"7089,80",1822
Hallein,Salzburg,"54,3",33,"10931,50",6649
Hartberg-Fürstenfeld,Steiermark,"86,1",78,"8065,70",7308
Hermagor,Kärnten,"33,2",6,"10413,20",1880
Hollabrunn,Niederösterreich,"19,6",10,"5084,90",2595
Horn,Niederösterreich,"19,4",6,"4919,80",1522
Imst,Tirol,"181,9",110,"8640,10",5225
Innsbruck-Land,Tirol,"90,3",163,"7566,00",13653
Innsbruck-Stadt,Tirol,"68,2",90,"7268,80",9592
Jennersdorf,Burgenland,"29,2",5,"7592,00",1298
Kirchdorf an der Krems,Oberösterreich,"54,3",31,"7387,30",4216
Kitzbühel,Tirol,"74,8",48,"6972,30",4474
Klagenfurt Land,Kärnten,25,15,"6928,40",4158
Klagenfurt Stadt,Kärnten,"40,5",41,"6120,40",6200
Korneuburg,Niederösterreich,"26,3",24,"4736,20",4322
